#{"t_start": 1764620712.6507604, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
7.0,1600,1209.247634
15.0,2299,1232.587394
5.0,1211,1251.074925
13.0,2170,1274.015346
8.0,1865,1296.100382
10.0,2123,1318.76041
6.0,1478,1336.017496
10.0,1536,1353.462573
19.0,2634,1382.026626
7.0,1587,1405.471112
14.0,1984,1423.848482
13.0,2079,1446.419199
11.0,2045,1472.107674
9.0,1259,1484.04366
19.0,2133,1510.025095
9.0,2125,1533.080198
12.0,2090,1566.693464
5.0,1264,1584.809938
9.0,1788,1602.813921
6.0,1462,1619.761603
15.0,2243,1643.202587
19.0,3121,1678.149717
8.0,1853,1702.118066
14.0,2779,1735.373066
9.0,1869,1753.291574
13.0,2410,1780.996979
14.0,2624,1809.561394
17.0,3016,1851.269238
16.0,1799,1868.775466
8.0,1818,1886.384691
26.0,2485,1918.391502
6.0,1576,1940.857718
10.0,1822,1961.968487
8.0,1790,1990.14813
12.0,2224,2027.967058
13.0,2120,2050.688808
7.0,1826,2068.54674
12.0,1235,2084.464771
18.0,2155,2108.282706
15.0,2122,2136.777787
8.0,2090,2160.82668
12.0,2012,2201.852448
20.0,2554,2231.830927
19.0,2944,2265.515558
18.0,2023,2287.939636
17.0,2228,2311.191366
13.0,2128,2342.762941
15.0,2486,2370.53318
13.0,1430,2382.93338
22.0,2642,2411.457349
21.0,2578,2439.718215
13.0,2150,2462.471274
15.0,2555,2498.107511
10.0,2180,2520.971802
17.0,2360,2549.280272
19.0,3137,2584.484925
12.0,1211,2597.813672
12.0,2453,2627.11149
9.0,2052,2659.390863
11.0,2286,2685.638603
10.0,1606,2708.472585
7.0,1728,2728.132916
21.0,2778,2760.017698
19.0,2681,2788.852943
14.0,2168,2823.605735
20.0,2696,2856.249053
13.0,2543,2885.783806
13.0,2324,2914.981839
16.0,1884,2939.794885
11.0,1629,2965.853326
16.0,1847,2983.736372
20.0,2840,3017.549001
15.0,2461,3049.632722
16.0,1983,3079.07606
10.0,2081,3101.841822
6.0,1323,3114.045879
15.0,2347,3150.432825
19.0,2540,3178.326496
16.0,2939,3208.108439
18.0,2126,3230.844178
23.0,1822,3253.195681
13.0,1510,3274.238424
18.0,2166,3301.656196
12.0,2486,3325.943538
17.0,2320,3353.229111
11.0,2199,3376.51944
8.0,1868,3394.474663
20.0,3170,3437.224373
17.0,2361,3464.704478
15.0,2893,3494.10407
21.0,3014,3527.813044
22.0,2932,3561.594127
14.0,2294,3594.230244
17.0,2110,3617.391148
14.0,2548,3645.603042
12.0,2140,3668.426352
22.0,2577,3697.013265
19.0,2697,3734.745001
6.0,1538,3751.729354
13.0,1431,3764.241403
9.0,1946,3786.410303
10.0,1926,3809.850834
15.0,1674,3827.026631
10.0,2015,3849.267177
10.0,2169,3878.972033
19.0,2454,3902.575768
11.0,2107,3925.106057
15.0,2527,3952.965912
14.0,2344,3981.835929
17.0,2155,4012.260084
19.0,2843,4054.76021
21.0,2230,4081.967562
15.0,1734,4104.308896
13.0,2120,4127.309293
11.0,2367,4152.557407
16.0,2687,4191.645872
14.0,1277,4212.792907
17.0,2070,4242.620816
9.0,1936,4266.86188
16.0,2693,4296.784655
15.0,2532,4324.623087
13.0,2489,4367.65157
29.0,3425,4407.367977
17.0,2071,4429.756248
26.0,2495,4458.199623
27.0,3366,4494.368535
18.0,1770,4524.894366
11.0,2010,4547.18872
24.0,3532,4582.385333
15.0,1815,4605.674449
20.0,3024,4636.550935
16.0,1895,4667.988228
14.0,2705,4698.755865
13.0,2760,4727.413315
19.0,3157,4761.292793
23.0,2825,4799.296245
12.0,2656,4838.390144
17.0,1550,4855.118671
15.0,1746,4872.679263
14.0,2063,4896.172121
22.0,2980,4930.918813
9.0,2114,4954.757987
32.0,2064,4983.888134
15.0,1739,5006.006739
15.0,2025,5026.829116
11.0,2108,5050.924738
20.0,3035,5088.50972
23.0,2026,5112.554667
10.0,2174,5146.874165
24.0,2942,5181.182355
23.0,2913,5214.399976
11.0,2290,5243.832679
19.0,3101,5288.619307
21.0,3028,5318.265586
19.0,3030,5353.151142
21.0,3168,5387.453563
15.0,1598,5407.615432
22.0,3571,5458.987208
26.0,3735,5503.747424
20.0,3024,5539.926717
12.0,2572,5570.590502
17.0,1817,5589.78631
15.0,2684,5639.932919
24.0,3242,5686.276822
13.0,2490,5713.175184
17.0,1994,5737.114943
15.0,1766,5755.165478
16.0,2481,5803.505441
19.0,3001,5838.457175
15.0,1822,5857.387419
14.0,2724,5891.122683
32.0,3929,5942.830507
27.0,3581,5985.833464
25.0,3379,6022.710902
25.0,3818,6067.397424
20.0,2686,6105.459293
13.0,2343,6129.114351
18.0,2179,6152.516582
28.0,3451,6192.158721
17.0,2904,6225.508239
29.0,3948,6276.190157
33.0,4213,6321.847838
16.0,2501,6349.788599
31.0,3109,6393.971882
22.0,1995,6422.128108
15.0,2813,6457.934292
13.0,1406,6477.682821
12.0,2271,6504.373436
13.0,1426,6525.220524
21.0,2993,6576.152711
26.0,4056,6621.570821
21.0,2855,6652.088033
19.0,2998,6695.044175
28.0,3313,6747.739638
36.0,4220,6808.421091
23.0,2710,6846.738037
23.0,3480,6888.76898
19.0,2315,6929.7482
23.0,3314,6965.594504
20.0,2730,6994.466311
14.0,2130,7017.281499
27.0,3577,7056.766649
16.0,1927,7088.044217
38.0,3682,7129.277729
23.0,2257,7155.345615
15.0,2320,7183.093239
15.0,2865,7212.607781
21.0,2918,7254.275478
28.0,1680,7271.818633
17.0,1858,7289.895889
22.0,2059,7312.843358
31.0,3451,7352.221348
27.0,3433,7397.873517
13.0,1426,7414.520819
21.0,2383,7442.492502
22.0,1747,7460.153817
22.0,1971,7483.814675
20.0,2942,7524.060681
36.0,3707,7592.928215
27.0,3149,7638.911288
24.0,3272,7691.067605
16.0,2890,7733.912902
33.0,3447,7786.704517
13.0,2622,7824.136107
17.0,1431,7837.417051
35.0,2453,7869.347299
22.0,3008,7916.827246
19.0,2647,7950.832153
16.0,1884,7973.952209
19.0,2528,8011.496042
36.0,4030,8058.626242
44.0,5042,8122.462944
31.0,3436,8161.796603
20.0,3126,8196.084807
26.0,3322,8242.051676
15.0,2718,8274.217795
24.0,1891,8303.429551
34.0,4186,8352.487457
21.0,3121,8390.164036
38.0,4062,8447.281247
16.0,2452,8477.045536
23.0,3216,8519.723865
19.0,3050,8552.287491
29.0,2503,8594.226266
23.0,3429,8638.658216
55.0,5626,8706.410664
19.0,2927,8756.075552
27.0,4607,8811.85785
35.0,3607,8856.921573
20.0,2417,8887.769811
25.0,3080,8941.775468
14.0,2510,8972.403635
23.0,3568,9024.549486
21.0,2494,9060.960016
21.0,2375,9098.414101
23.0,3311,9141.3238
27.0,3014,9173.388441
29.0,3390,9221.051437
23.0,3186,9273.835316
13.0,2525,9304.395457
31.0,3137,9340.794612
23.0,2892,9371.469745
17.0,2601,9404.2491
46.0,3776,9463.153798
24.0,3394,9511.332415
20.0,3133,9556.535639
26.0,3475,9609.837793
15.0,2741,9639.303375
30.0,3707,9686.577516
12.0,2654,9717.809315
25.0,3272,9755.764454
18.0,2895,9800.48731
22.0,3337,9835.889565
17.0,2908,9869.714664
21.0,2864,9899.824184
27.0,3466,9956.049726
21.0,3152,9990.367651
18.0,2841,10019.47126
16.0,2755,10048.452236
21.0,2608,10086.038372
15.0,2256,10113.496864
42.0,4857,10165.49947
12.0,1847,10183.451449
21.0,3736,10245.185911
30.0,4090,10287.446388
16.0,2957,10320.982785
22.0,3415,10360.476094
19.0,2873,10400.079193
18.0,3136,10434.411779
28.0,3291,10470.494195
17.0,3120,10509.498844
26.0,2774,10560.545171
29.0,3642,10609.645439
33.0,3711,10651.244603
43.0,5126,10733.723167
44.0,4580,10796.00863
35.0,4126,10843.011209
9.0,1874,10865.659376
28.0,3573,10916.183149
23.0,3340,10951.352169
24.0,2567,10979.555152
29.0,3647,11019.497186
39.0,3771,11071.331306
28.0,3342,11106.304927
17.0,2457,11134.290798
24.0,2866,11167.732497
18.0,3146,11212.850153
33.0,3899,11255.047789
35.0,3057,11289.448807
32.0,3932,11331.166989
10.0,2074,11365.311686
21.0,2626,11393.889811
28.0,2577,11422.922693
22.0,3221,11457.878918
21.0,2467,11486.087372
36.0,4546,11551.632581
20.0,3019,11586.44743
16.0,2896,11616.436294
27.0,3549,11667.584088
35.0,3832,11709.060058
25.0,3647,11749.374926
37.0,4344,11813.996698
21.0,2970,11844.372483
21.0,2005,11867.466814
24.0,2329,11891.860017
17.0,2794,11925.399965
24.0,2335,11950.153762
39.0,4878,12016.675031
33.0,3542,12053.512926
18.0,3221,12098.268005
51.0,4855,12167.485074
17.0,2708,12196.516305
29.0,3603,12236.767231
41.0,4600,12301.851401
32.0,4055,12360.536412
19.0,2729,12397.098039
21.0,2860,12428.125896
52.0,5138,12500.960644
27.0,3428,12543.604596
17.0,3094,12588.645983
23.0,3686,12648.525825
34.0,2853,12677.886922
35.0,3680,12718.011785
26.0,3238,12752.902607
39.0,4200,12816.639473
25.0,2541,12847.79707
13.0,2394,12879.99414
17.0,2954,12909.662334
49.0,5132,12975.80044
28.0,2313,13003.229812
24.0,3474,13038.141031
39.0,3310,13076.92283
37.0,3521,13125.224637
26.0,3676,13172.526489
27.0,3489,13214.516491
37.0,3903,13278.5472
21.0,2961,13317.352194
37.0,3773,13360.439831
33.0,3138,13397.18157
32.0,3387,13449.972228
34.0,2184,13480.454673
19.0,2724,13512.756765
31.0,4742,13566.524909
33.0,3937,13627.546479
13.0,2647,13662.638458
18.0,3010,13697.66965
21.0,2503,13721.671586
50.0,4798,13791.945463
34.0,4381,13839.368865
29.0,3224,13875.363577
38.0,3273,13932.300002
16.0,2511,13960.56945
25.0,3047,13994.384872
26.0,3216,14028.647948
34.0,4794,14094.247169
45.0,4823,14154.835869
30.0,3914,14196.211023
27.0,3557,14247.458277
19.0,3204,14282.24025
42.0,4302,14335.68091
28.0,3427,14378.36232
32.0,3589,14434.942221
13.0,2444,14462.994252
31.0,2599,14491.765163
29.0,3878,14532.676158
44.0,4282,14601.828805
41.0,4105,14648.695813
15.0,2452,14677.9033
37.0,4012,14733.788793
41.0,4967,14797.893521
33.0,3927,14854.762951
58.0,5531,14930.287518
14.0,2509,14962.232377
34.0,3349,15000.036045
35.0,3385,15047.162753
46.0,4542,15125.13323
31.0,3758,15165.80289
42.0,4457,15212.888433
42.0,3994,15270.311997
33.0,3906,15311.404447
39.0,4120,15356.831612
41.0,4818,15430.064527
31.0,3435,15465.485299
25.0,3267,15501.247237
26.0,2635,15529.996964
40.0,4530,15593.938894
26.0,3275,15629.578435
32.0,2859,15662.619511
40.0,3967,15714.681863
43.0,3970,15759.550738
25.0,3656,15799.118762
29.0,3301,15833.643272
35.0,4464,15895.923473
28.0,3418,15935.180884
27.0,2987,15964.627187
47.0,4637,16027.738925
28.0,2803,16056.663269
35.0,2908,16089.941015
31.0,3855,16130.321766
35.0,4159,16188.708795
28.0,3513,16228.133028
19.0,3143,16262.058666
31.0,3214,16311.418954
17.0,2714,16348.982267
32.0,3566,16392.82934
40.0,4289,16446.242512
31.0,4287,16515.930598
36.0,3896,16557.933508
22.0,2547,16590.177679
47.0,4960,16674.929328
51.0,3888,16721.618416
39.0,4710,16775.970962
38.0,4028,16839.137255
47.0,4448,16894.90096
16.0,2667,16931.753165
39.0,3830,16988.344356
17.0,3169,17039.782211
32.0,4105,17098.034863
34.0,3313,17144.830424
27.0,2813,17193.402272
28.0,3316,17239.309693
56.0,5323,17307.901706
27.0,4024,17384.000337
43.0,4367,17436.178461
27.0,2502,17474.216133
35.0,3370,17514.056941
19.0,2772,17560.843463
36.0,3306,17604.635775
17.0,2897,17638.053275
59.0,5168,17701.386942
53.0,4983,17772.4033
25.0,3309,17807.099121
45.0,3741,17847.496673
22.0,2987,17893.450021
31.0,3634,17936.091566
50.0,5144,17996.441444
46.0,4818,18064.050398
22.0,2641,18093.134175
29.0,2981,18126.581106
19.0,3196,18160.762292
18.0,1713,18189.61043
28.0,3699,18233.463061
19.0,3107,18263.480498
39.0,4865,18319.993147
36.0,4341,18389.23176
32.0,4162,18434.574542
36.0,3949,18489.207196
46.0,5604,18564.270777
35.0,3831,18604.656062
28.0,3739,18645.226357
27.0,3315,18694.633841
42.0,4468,18741.126493
15.0,2653,18769.735103
34.0,4235,18832.341254
46.0,4953,18889.266211
19.0,3089,18923.434553
18.0,2936,18952.915015
26.0,2673,18994.922077
50.0,4754,19050.631912
51.0,4248,19096.781979
18.0,2763,19136.274794
63.0,5872,19199.572181
38.0,4007,19244.648616
26.0,3356,19296.653379
47.0,5053,19352.814874
37.0,3450,19391.886921
39.0,4048,19451.975436
54.0,4809,19507.685662
33.0,3378,19542.246635
27.0,3474,19594.714921
25.0,3114,19628.634339
41.0,4188,19673.912926
36.0,4280,19719.564754
39.0,3310,19764.874472
43.0,4341,19814.958896
33.0,3302,19849.589786
50.0,5847,19927.379299
40.0,4351,19977.17738
63.0,4895,20028.672024
46.0,4060,20086.080352
31.0,2645,20114.899097
16.0,2771,20143.505561
31.0,3467,20193.686758
52.0,4534,20244.148481
53.0,5195,20301.025864
11.0,2119,20323.477272
62.0,5048,20389.105571
34.0,2953,20422.798364
36.0,3328,20457.357036
45.0,4983,20526.542041
48.0,4175,20572.060174
50.0,4225,20617.362527
52.0,4578,20682.111038
27.0,2663,20710.480589
29.0,3735,20750.395391
30.0,4036,20808.139477
32.0,3824,20848.453759
29.0,3519,20887.540049
52.0,4941,20956.740368
41.0,4055,21001.552774
13.0,1741,21018.798008
21.0,2765,21051.575395
56.0,4822,21117.744136
39.0,3538,21156.992518
32.0,3005,21186.667968
40.0,4704,21241.713141
18.0,2740,21284.343812
35.0,4054,21329.511864
35.0,3660,21369.247041
81.0,6195,21449.074949
32.0,2547,21473.536987
63.0,5559,21537.892599
48.0,4212,21597.040737
34.0,4607,21648.425364
44.0,3920,21692.933975
58.0,5034,21756.750189
24.0,3058,21791.47505
26.0,3727,21832.118564
51.0,4897,21899.557181
51.0,5000,21952.1726
44.0,3773,21999.858165
29.0,2801,22058.967149
39.0,4448,22106.05616
76.0,6572,22179.273039
56.0,4716,22260.337377
30.0,2858,22295.943234
18.0,1905,22313.933666
29.0,4294,22371.644162
36.0,4279,22421.605732
58.0,4961,22473.417732
28.0,2471,22501.416655
34.0,3630,22555.266879
62.0,5637,22617.137959
43.0,3146,22651.458245
26.0,2664,22691.156027
42.0,4347,22737.147205
48.0,4580,22787.579001
35.0,4249,22844.034999
46.0,4081,22889.244073
36.0,3833,22929.407408
31.0,3604,22981.568553
31.0,3859,23027.134867
37.0,3882,23068.963212
28.0,3505,23120.608511
32.0,3657,23160.564554
26.0,2838,23196.472633
47.0,4381,23247.508206
23.0,2984,23298.500326
46.0,4931,23354.112763
58.0,4547,23400.697376
34.0,4315,23463.42915
52.0,4225,23509.441633
32.0,3554,23556.335603
28.0,3726,23630.438306
54.0,5277,23706.619335
19.0,2863,23736.829086
53.0,5172,23810.617007
36.0,2658,23839.1658
44.0,5145,23895.930008
80.0,6018,23977.081306
40.0,4510,24030.349847
32.0,4124,24075.823813
68.0,6275,24156.969306
34.0,2408,24180.45275
15.0,2041,24202.970662
44.0,4479,24268.141454
50.0,3524,24304.026824
82.0,6590,24377.811144
38.0,2892,24427.96347
55.0,5854,24491.107339
32.0,3993,24535.926617
22.0,3025,24585.276328
47.0,4708,24635.999892
22.0,2646,24664.386406
29.0,3758,24718.391676
65.0,4594,24769.676426
32.0,4304,24815.737649
36.0,4127,24873.267846
67.0,5478,24932.571063
36.0,4029,24979.531841
68.0,4347,25040.80397
28.0,3666,25080.246503
58.0,5189,25136.628624
54.0,5097,25204.332726
36.0,3552,25243.376702
36.0,3798,25283.344556
62.0,5465,25356.753205
32.0,3931,25397.286942
47.0,4071,25452.884654
26.0,3360,25514.711905
35.0,2897,25550.007406
41.0,4189,25602.658699
48.0,4023,25653.028003
37.0,4010,25717.903395
37.0,3365,25759.046187
37.0,4616,25818.22376
50.0,5025,25899.662845
33.0,4128,25945.167005
41.0,4517,26004.972397
34.0,3394,26044.035115
26.0,3149,26078.174486
32.0,4023,26118.785818
256.0,3814,26177.867905
35.0,3341,26212.637248
22.0,3139,26246.700548
31.0,2844,26280.019817
40.0,3858,26334.038739
42.0,3585,26373.574823
35.0,3823,26413.949224
61.0,5561,26491.492183
31.0,3951,26545.691523
23.0,3289,26580.064945
40.0,4370,26642.020735
70.0,5912,26709.733091
41.0,4161,26756.264792
48.0,4780,26824.913453
29.0,3810,26865.60919
59.0,5669,26945.507156
47.0,4069,26991.651758
54.0,5369,27049.526912
54.0,3865,27113.980494
67.0,5696,27179.999068
45.0,4452,27241.769886
26.0,3401,27307.187124
67.0,5379,27373.633946
41.0,3528,27414.611791
64.0,4706,27482.9531
56.0,4435,27538.392426
25.0,3122,27576.58734
62.0,5112,27660.545213
51.0,3479,27701.079706
45.0,2336,27724.727537
33.0,4012,27771.719988
45.0,3547,27830.978352
28.0,4000,27873.829048
48.0,2996,27908.389391
32.0,3674,27965.91874
54.0,4369,28029.227676
45.0,4454,28081.559399
60.0,5149,28158.36581
34.0,3724,28198.73927
71.0,5386,28260.223721
39.0,3711,28316.488986
38.0,4436,28361.615568
39.0,4370,28411.513609
47.0,5030,28478.179468
48.0,5094,28533.958687
32.0,3819,28575.902449
41.0,3197,28634.446256
52.0,4429,28688.339291
44.0,4466,28752.837791
61.0,5114,28841.954353
53.0,5151,28920.239507
43.0,4413,29006.730343
36.0,3963,29059.78182
52.0,5917,29134.987397
28.0,2827,29187.693851
68.0,4928,29261.388825
52.0,4534,29309.851853
37.0,3725,29377.339489
41.0,3869,29422.578794
54.0,5440,29480.216143
54.0,5107,29556.865358
45.0,4532,29612.035821
44.0,3903,29659.422485
25.0,3552,29715.257267
28.0,3259,29763.188096
30.0,3255,29809.890816
32.0,3406,29859.674237
51.0,5696,29958.368918
45.0,3751,30004.712004
56.0,5366,30096.606535
15.0,2481,30124.893437
59.0,5499,30200.910026
35.0,3804,30253.477853
65.0,5746,30316.449116
64.0,5827,30384.829941
60.0,5805,30475.877234
28.0,2749,30517.112929
51.0,4442,30601.144744
37.0,3439,30643.517808
67.0,6025,30730.317915
53.0,5089,30814.072515
55.0,4528,30881.847376
40.0,4434,30964.011796
20.0,3460,31038.799373
32.0,3828,31088.354098
48.0,5269,31161.496909
17.0,2312,31213.754033
37.0,3776,31279.359539
76.0,6236,31359.179608
53.0,4515,31439.511325
51.0,4729,31496.912389
37.0,4506,31553.269363
86.0,6119,31646.725934
51.0,4541,31714.96621
43.0,3145,31782.533038
41.0,3946,31837.304366
60.0,5625,31908.212819
55.0,4648,31975.168435
34.0,2497,32003.616087
36.0,3198,32039.350224
31.0,4287,32087.808182
42.0,3929,32150.169403
93.0,7086,32230.358851
48.0,5489,32317.766647
38.0,3731,32366.815761
46.0,3993,32426.30033
62.0,4669,32506.674455
35.0,2986,32545.126688
52.0,4384,32600.333214
34.0,3236,32648.956467
43.0,4394,32704.499074
46.0,4670,32758.544448
60.0,5300,32833.332978
60.0,5343,32891.25565
49.0,4519,32941.885993
73.0,6016,33021.531079
47.0,4938,33077.544068
56.0,5929,33162.570929
53.0,5275,33220.210034
70.0,5004,33302.561759
51.0,4733,33353.769183
51.0,5071,33410.223827
31.0,2963,33456.537189
38.0,3933,33496.779895
52.0,4721,33557.090881
40.0,4287,33633.572541
40.0,4667,33700.880789
36.0,3998,33760.37178
51.0,3691,33828.100055
53.0,3829,33880.695541
55.0,5301,33944.7869
41.0,3478,34015.898908
55.0,4868,34089.713538
40.0,4104,34142.678323
47.0,4926,34210.563166
65.0,5884,34299.710027
41.0,4578,34359.886158
51.0,5210,34432.179002
49.0,5333,34493.577207
39.0,3455,34546.012577
40.0,4309,34596.045492
68.0,6456,34669.175318
29.0,3572,34723.822153
42.0,3459,34762.891825
43.0,5132,34815.554736
58.0,4817,34892.928175
42.0,3365,34927.572874
54.0,4656,34978.079461
50.0,4567,35055.044411
17.0,2556,35092.476013
38.0,3971,35140.498738
63.0,5533,35233.309748
57.0,5486,35309.963008
70.0,4357,35358.838954
36.0,2956,35416.478852
30.0,4080,35457.090198
43.0,4014,35501.857173
52.0,5512,35581.643519
60.0,5296,35640.906749
49.0,5069,35713.775259
63.0,3336,35749.361407
60.0,5769,35817.281986
42.0,3773,35873.199413
71.0,5678,35951.87895
59.0,5018,36021.219285
68.0,5350,36115.461534
45.0,5093,36189.321673
52.0,4519,36265.941816
71.0,5016,36329.518122
43.0,3439,36373.176321
49.0,4394,36449.28106
62.0,5505,36522.349164
74.0,5307,36607.959975
63.0,5815,36686.504596
83.0,5857,36763.856546
54.0,4307,36840.848811
75.0,4377,36893.939437
45.0,4769,36950.392419
45.0,5036,37036.917091
50.0,4806,37102.413152
21.0,2297,37129.150052
32.0,3753,37199.025309
63.0,4405,37252.20785
92.0,6600,37335.978032
40.0,3672,37380.812938
79.0,5337,37447.389563
35.0,4038,37506.272001
42.0,4215,37564.208698
68.0,5637,37636.466532
61.0,5243,37730.32222
60.0,5117,37800.367997
87.0,6336,37900.806654
30.0,2654,37929.194022
70.0,6218,37996.487161
24.0,3357,38047.552923
61.0,4453,38100.614617
48.0,4143,38160.714167
76.0,6349,38261.649767
77.0,5815,38337.57131
60.0,4986,38414.779339
48.0,5460,38485.389942
47.0,5065,38578.983
24.0,3814,38626.702709
53.0,4336,38687.044338
80.0,6205,38786.383451
108.0,6697,38881.295967
70.0,4938,38962.218274
50.0,5548,39044.153324
33.0,3690,39087.040777
41.0,4112,39161.324661
62.0,4989,39222.938852
49.0,5079,39291.981218
54.0,5270,39372.885539
72.0,5769,39445.33417
56.0,5120,39525.047376
50.0,4479,39581.271148
45.0,5031,39646.540082
55.0,5425,39723.302742
48.0,3915,39776.244625
84.0,6493,39863.767909
35.0,4122,39908.906904
35.0,4130,39954.617992
60.0,5364,40027.459243
47.0,3791,40072.756119
36.0,4159,40117.644582
25.0,2878,40161.784258
72.0,5451,40226.870252
61.0,5430,40299.212679
36.0,3208,40336.146806
40.0,3677,40384.111444
61.0,6160,40477.662557
29.0,3716,40520.203828
44.0,4023,40575.638074
69.0,5859,40663.507357
84.0,5545,40738.732403
84.0,5544,40809.534969
63.0,5801,40914.380883
35.0,3531,40956.859488
40.0,3653,41009.981594
57.0,4258,41066.288755
32.0,3861,41115.697948
33.0,2316,41151.226923
51.0,3959,41217.425336
65.0,5830,41290.583588
75.0,6363,41392.448151
76.0,5596,41459.815388
48.0,4488,41515.468895
46.0,5214,41608.810307
41.0,4796,41674.15606
30.0,3736,41715.920801
114.0,6663,41815.353272
62.0,4209,41875.833324
70.0,5726,41976.028244
81.0,6325,42049.096331
34.0,2626,42080.121816
72.0,5581,42172.514898
57.0,4685,42233.61653
60.0,4610,42308.696549
35.0,2226,42334.49673
61.0,5229,42401.005053
89.0,5979,42487.235237
61.0,5271,42561.030211
40.0,3593,42610.870989
49.0,5064,42685.999146
56.0,4822,42742.74478
31.0,3247,42782.895989
88.0,7007,42895.383216
42.0,3335,42938.657771
52.0,3963,43019.060997
36.0,3246,43062.527384
66.0,4586,43116.329148
69.0,6385,43222.823306
60.0,4909,43294.362842
45.0,3785,43345.387993
46.0,4544,43433.282377
57.0,4498,43486.488568
34.0,3834,43545.127809
50.0,3388,43597.583233
41.0,4133,43643.698114
41.0,4463,43699.272656
52.0,4333,43767.667948
27.0,3748,43809.879528
84.0,6469,43889.286738
58.0,5414,43977.27252
51.0,5083,44046.441594
73.0,5239,44130.516468
32.0,3575,44179.872671
53.0,5187,44250.34598
106.0,6397,44354.90545
55.0,5228,44423.293677
57.0,5438,44517.573883
69.0,6069,44595.379552
58.0,5036,44683.820203
46.0,4132,44739.501155
41.0,3020,44779.448549
49.0,4171,44853.185269
56.0,5543,44930.142611
48.0,4428,44983.070786
75.0,5651,45071.475431
66.0,5690,45140.840058
37.0,3603,45185.067663
52.0,4023,45252.051982
78.0,5863,45328.176989
65.0,5878,45422.352012
51.0,4033,45467.912647
56.0,3437,45508.252583
56.0,4654,45575.218112
54.0,4229,45621.470735
67.0,5465,45686.827257
95.0,5403,45771.077306
45.0,4356,45829.106061
72.0,5083,45913.467189
55.0,3946,45968.394438
55.0,4041,46018.965748
66.0,5615,46111.172758
55.0,4594,46171.403924
57.0,5513,46239.080711
59.0,4900,46313.267749
60.0,4211,46359.621723
59.0,4663,46427.824466
60.0,4313,46474.240191
74.0,5364,46536.377491
52.0,4490,46600.709144
36.0,3519,46640.543627
51.0,4256,46686.601614
48.0,4353,46755.820335
99.0,5809,46822.840842
65.0,4648,46891.756344
53.0,3631,46953.704353
53.0,5525,47012.729968
53.0,4315,47082.473273
39.0,3153,47119.86177
58.0,4749,47171.349513
65.0,4674,47238.282218
71.0,4600,47294.463474
57.0,4472,47341.18279
56.0,4165,47409.366302
60.0,5231,47485.527826
97.0,6054,47575.999602
35.0,3465,47641.269066
45.0,3325,47676.162515
130.0,6967,47773.887237
53.0,5126,47843.674318
56.0,4731,47895.348095
73.0,5974,47984.290161
43.0,4162,48033.379134
89.0,5979,48137.273871
358.0,6435,48213.484718
66.0,5109,48310.096698
75.0,6635,48403.351779
69.0,4636,48464.846289
52.0,4288,48551.174517
274.0,4143,48612.099175
73.0,5587,48686.711016
75.0,4439,48752.527016
48.0,4205,48798.702571
63.0,5863,48874.376542
76.0,5043,48934.771466
32.0,2912,48979.131465
