#{"t_start": 1764620712.3814332, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
83.0,4709,48636.550886
38.0,2153,48667.261852
44.0,2141,48707.28773
51.0,4622,48758.892957
79.0,6523,48833.061906
82.0,6411,48914.598245
82.0,4826,48981.283257
58.0,3313,49052.084005
37.0,2789,49090.679054
92.0,6065,49180.905966
53.0,4797,49259.808053
74.0,5785,49336.659096
60.0,4701,49400.562816
50.0,4624,49475.240404
62.0,4551,49529.604844
59.0,4274,49600.697665
61.0,5842,49668.806786
71.0,5995,49740.957408
120.0,6967,49830.674239
50.0,4345,49880.900402
76.0,5770,49957.772985
62.0,4691,50017.971354
75.0,5280,50113.221614
54.0,5032,50169.879837
42.0,3975,50211.026313
70.0,4433,50278.045968
59.0,5311,50335.859838
77.0,5388,50414.642673
73.0,6184,50483.130855
78.0,5142,50535.97306
59.0,5548,50615.783593
58.0,5432,50677.542698
88.0,6165,50759.347736
57.0,3501,50798.630021
36.0,3680,50838.221641
81.0,6042,50935.704089
51.0,4403,50996.849117
88.0,4539,51056.416431
48.0,4584,51144.837678
51.0,4210,51194.954384
36.0,3984,51247.880455
53.0,4913,51329.635266
48.0,4610,51386.527358
112.0,6485,51472.805895
61.0,4565,51523.403229
75.0,5822,51605.377617
52.0,4508,51651.932274
27.0,2459,51679.800521
65.0,5853,51759.322774
53.0,4851,51815.119177
49.0,4018,51855.776811
101.0,6232,51943.063774
96.0,6491,52015.888571
76.0,5189,52091.203477
73.0,5996,52171.262148
95.0,5451,52265.864696
76.0,5867,52341.856469
66.0,4565,52402.610583
79.0,5887,52493.775261
29.0,3003,52534.201539
69.0,6134,52621.545444
101.0,6230,52691.720209
96.0,5641,52771.482207
80.0,5233,52830.632245
74.0,5381,52887.763535
73.0,6069,52984.988229
98.0,5625,53047.292633
56.0,4861,53124.123626
59.0,5388,53203.166365
75.0,5521,53289.450562
87.0,5998,53357.351662
53.0,4758,53408.904707
88.0,6777,53503.879944
88.0,4945,53560.311426
67.0,4279,53622.728429
50.0,5098,53679.398029
106.0,6599,53770.913522
196.0,4822,53840.620085
94.0,6802,53930.712065
62.0,4903,53982.177699
120.0,6149,54049.979502
67.0,4257,54114.196875
84.0,5989,54181.178408
75.0,5645,54262.896477
63.0,3897,54305.128776
110.0,6468,54380.14587
65.0,5191,54453.239315
72.0,6024,54517.231009
53.0,3017,54569.298327
68.0,4693,54620.30086
71.0,5816,54682.975609
97.0,7198,54776.984947
78.0,5275,54833.932757
36.0,3729,54907.700819
66.0,5643,54972.283309
79.0,3963,55016.70637
67.0,5877,55104.145693
91.0,6743,55177.836948
96.0,6102,55265.426994
104.0,6407,55338.14578
97.0,5909,55419.052152
77.0,4613,55471.38852
58.0,4470,55548.389733
38.0,4359,55614.944924
111.0,6573,55704.280566
79.0,5031,55787.801602
73.0,5957,55883.354147
50.0,4786,55959.420552
67.0,4601,56012.022744
75.0,5416,56085.840138
76.0,5207,56142.423062
73.0,4385,56193.300226
69.0,4851,56273.705378
79.0,5081,56338.905616
64.0,4520,56389.355032
73.0,5981,56472.098218
86.0,6037,56539.770416
222.0,4489,56607.545115
44.0,4257,56657.100212
50.0,3990,56699.08942
70.0,3688,56762.395227
66.0,5122,56823.728685
37.0,3705,56871.784501
71.0,5789,56953.396219
50.0,4636,57004.384865
92.0,6190,57089.568895
66.0,3605,57137.681922
104.0,5663,57210.286207
112.0,6089,57303.814111
46.0,4205,57348.965722
87.0,5303,57422.775316
74.0,5854,57485.19769
57.0,3883,57529.399907
104.0,6135,57613.535239
80.0,6064,57685.540407
101.0,6314,57793.19485
85.0,6093,57867.22348
117.0,5772,57973.787587
82.0,5049,58049.260476
109.0,6969,58151.029606
74.0,5983,58223.849835
100.0,6143,58338.619612
306.0,5681,58408.932746
83.0,5496,58509.271316
57.0,4662,58576.651212
106.0,5246,58634.991663
84.0,5702,58726.698063
84.0,6419,58797.786316
68.0,3931,58871.346347
73.0,4635,58924.900479
77.0,4923,58989.803706
82.0,5744,59080.77385
160.0,4917,59137.47151
88.0,5839,59216.532369
77.0,5361,59274.590806
67.0,5291,59351.129119
79.0,4764,59418.572877
61.0,4510,59465.510219
71.0,4185,59530.103852
63.0,4556,59581.410235
122.0,6048,59649.949012
42.0,4163,59714.46735
72.0,5746,59779.780311
75.0,4692,59851.42493
83.0,4675,59903.677212
96.0,5981,59969.950098
246.0,7048,60071.84182
110.0,6329,60159.33513
82.0,5833,60261.210458
79.0,5643,60338.01529
89.0,6097,60452.217232
96.0,5484,60534.571962
89.0,4557,60617.797299
124.0,6405,60714.887377
33.0,3121,60760.50005
106.0,6028,60851.728491
73.0,4502,60902.799711
53.0,3761,60961.557465
84.0,5356,61023.576527
59.0,4671,61075.393764
81.0,3702,61136.395201
55.0,3981,61177.683667
51.0,4969,61234.054625
91.0,5402,61314.063385
80.0,4827,61370.401288
84.0,4765,61439.732424
50.0,4032,61485.686486
93.0,5113,61538.957851
64.0,4728,61615.06859
44.0,4326,61666.02492
100.0,6676,61742.899571
67.0,4371,61808.936434
65.0,4859,61860.949493
87.0,5956,61956.228889
101.0,5671,62018.803129
77.0,5412,62106.133471
78.0,6322,62192.111599
57.0,3982,62234.004771
74.0,5326,62324.408106
88.0,5469,62406.725136
95.0,6248,62499.131989
91.0,5974,62569.194163
237.0,5439,62650.905019
78.0,5263,62712.244972
95.0,5453,62785.10669
85.0,5719,62865.787669
227.0,5641,62928.228335
95.0,5893,63023.927961
100.0,5192,63095.61344
107.0,6997,63216.919728
46.0,4576,63272.506661
58.0,4171,63318.456269
64.0,4248,63385.48625
105.0,5561,63448.122142
103.0,6460,63538.445643
61.0,5489,63598.484361
35.0,2603,63627.618859
42.0,4595,63699.9723
65.0,5556,63762.21353
78.0,5442,63836.38028
58.0,3895,63881.330155
28.0,2342,63904.726483
81.0,5314,63981.065628
93.0,6236,64049.771198
49.0,4998,64106.05602
82.0,5205,64183.814523
34.0,3911,64228.58262
59.0,4907,64303.798895
37.0,3918,64349.435403
81.0,4049,64391.300622
33.0,3289,64430.677786
33.0,3176,64485.345713
81.0,5729,64548.947145
65.0,4719,64601.03809
113.0,6541,64685.626655
98.0,6141,64754.901252
31.0,2514,64801.166591
123.0,5851,64865.295613
85.0,6236,64953.379717
52.0,5039,65010.87735
64.0,4741,65062.896579
77.0,4588,65132.852909
225.0,5112,65190.393758
97.0,5755,65270.387288
64.0,4452,65317.552514
72.0,5245,65379.637926
103.0,6318,65464.641176
60.0,5201,65522.539418
67.0,5686,65604.720755
79.0,4544,65656.178713
93.0,6736,65749.671305
92.0,5623,65808.938626
91.0,6549,65899.944037
101.0,6101,65968.821664
70.0,5124,66026.517353
85.0,5529,66104.614744
90.0,6388,66178.57864
112.0,7084,66272.507848
85.0,6051,66341.662966
76.0,5379,66416.725829
48.0,3953,66462.281641
55.0,3991,66525.750196
66.0,5163,66583.688276
41.0,4442,66631.116664
86.0,4658,66703.562232
89.0,6372,66773.526288
