#{"t_start": 1764620712.3814332, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
12.0,1211,5152.38859
22.0,2432,5180.881924
28.0,3444,5220.377213
18.0,2571,5250.406357
44.0,4510,5311.58348
17.0,2102,5334.48637
19.0,2696,5364.200922
20.0,2274,5387.431673
18.0,2724,5419.23294
21.0,2912,5464.438622
30.0,3354,5503.885557
9.0,1951,5527.512558
20.0,3129,5564.038009
15.0,1839,5583.383203
17.0,2202,5619.570996
14.0,2678,5663.30826
27.0,2851,5698.997656
22.0,3044,5736.689705
21.0,3437,5788.982065
18.0,2055,5816.053583
27.0,3373,5856.540764
15.0,1686,5874.02746
23.0,2743,5903.979196
16.0,1999,5927.448129
18.0,2107,5960.923153
23.0,3534,6003.093473
15.0,1599,6021.47066
22.0,2393,6045.290232
16.0,2300,6068.786671
19.0,2183,6105.294373
24.0,2335,6128.87114
19.0,3513,6168.888304
18.0,2937,6198.587001
24.0,3343,6247.467574
18.0,2617,6275.760504
27.0,2438,6299.712592
35.0,4336,6349.62222
22.0,2023,6372.159879
34.0,3384,6423.223098
18.0,2521,6457.598849
29.0,4022,6505.937122
14.0,1640,6527.236236
16.0,2873,6581.901454
34.0,4930,6633.762835
26.0,2622,6667.403356
21.0,2329,6700.464411
29.0,3772,6756.843425
29.0,3443,6808.814456
30.0,2889,6847.905803
25.0,3759,6895.141692
22.0,2606,6937.586383
17.0,2012,6959.98181
10.0,2084,6982.74561
8.0,1196,6994.523713
38.0,4220,7040.138189
13.0,2440,7076.942713
18.0,2087,7099.714427
12.0,2436,7123.614033
22.0,3006,7161.244442
25.0,3809,7206.127246
15.0,2532,7238.354826
33.0,4057,7284.009617
21.0,2025,7306.846421
16.0,1851,7324.792702
22.0,3199,7359.271753
17.0,3031,7403.712535
19.0,2854,7437.250741
36.0,4795,7492.797445
20.0,1895,7517.361697
29.0,3841,7592.296503
23.0,3158,7638.396016
12.0,2467,7676.193755
13.0,2198,7706.435757
33.0,3476,7758.270462
31.0,3070,7803.936759
22.0,3354,7851.409469
12.0,2440,7878.018945
34.0,3948,7937.042725
22.0,3149,7981.337084
21.0,3140,8025.089556
15.0,2659,8053.679563
19.0,3400,8100.095435
25.0,2874,8133.412601
20.0,2402,8157.144654
21.0,3097,8191.330662
29.0,3891,8248.257668
23.0,3449,8288.944878
13.0,1362,8311.11388
29.0,3374,8347.312242
18.0,2098,8371.250954
29.0,3594,8423.871347
12.0,2328,8454.723202
35.0,2795,8487.907909
24.0,4092,8538.075532
12.0,2289,8576.041085
18.0,2514,8605.655963
11.0,1637,8626.737135
28.0,2438,8658.303092
31.0,3724,8701.082715
8.0,1745,8721.276658
21.0,3027,8776.745957
16.0,2894,8806.146711
19.0,2270,8838.493179
29.0,3752,8882.5924
28.0,3897,8948.915413
33.0,3764,9000.740265
42.0,4394,9061.569002
16.0,2534,9105.195923
21.0,3279,9142.238461
21.0,3657,9188.312361
28.0,3974,9238.665992
39.0,4560,9305.834109
17.0,3008,9341.826864
29.0,3255,9377.973531
20.0,2592,9410.813022
21.0,2538,9455.20038
24.0,2373,9491.99924
24.0,3158,9533.434989
31.0,3447,9576.407685
26.0,2621,9617.141201
22.0,2920,9654.378421
33.0,4046,9703.798419
35.0,3001,9738.583171
27.0,3515,9789.838818
17.0,2876,9823.793027
24.0,3563,9859.578841
18.0,3280,9899.398902
14.0,1507,9922.323866
18.0,2794,9962.175654
42.0,4111,10007.602646
14.0,2056,10030.311896
23.0,3531,10066.003635
16.0,2626,10103.572197
27.0,3529,10143.212826
13.0,2441,10171.118403
24.0,2963,10201.001722
31.0,3879,10263.365786
32.0,4170,10309.451715
21.0,2482,10337.508955
10.0,2028,10356.123021
23.0,3519,10406.04623
25.0,3446,10445.699611
20.0,3594,10482.51742
21.0,3161,10526.053454
17.0,2948,10576.16731
19.0,2083,10603.489769
26.0,3141,10640.358012
28.0,3623,10683.37804
21.0,3072,10742.346255
33.0,4274,10801.606624
35.0,4099,10848.739707
24.0,3067,10892.989948
24.0,3031,10927.825287
18.0,3150,10962.143885
30.0,4022,11003.267378
28.0,3465,11054.104983
16.0,2585,11082.459105
37.0,3928,11123.373007
21.0,2235,11150.649832
18.0,2819,11179.893971
25.0,3197,11225.85901
15.0,2810,11255.754462
26.0,3277,11295.291375
23.0,3048,11329.897266
43.0,4424,11387.602926
33.0,3991,11433.628482
16.0,2388,11457.759154
48.0,4773,11523.595313
34.0,2626,11552.801545
18.0,3023,11587.624688
32.0,2481,11616.320633
46.0,4822,11679.933892
21.0,2910,11714.239679
29.0,3334,11749.396172
21.0,2457,11778.119647
31.0,3967,11832.911837
24.0,3150,11868.436982
16.0,2789,11902.660054
25.0,3148,11937.823754
20.0,3284,11983.042551
33.0,3666,12023.404455
28.0,3272,12061.169312
14.0,1567,12078.554255
26.0,2946,12132.77809
41.0,4114,12179.077709
16.0,2512,12207.765373
26.0,3491,12243.303391
22.0,3193,12291.247435
24.0,2974,12331.506167
22.0,2733,12369.840585
34.0,4020,12421.703898
29.0,3809,12477.340561
56.0,5759,12545.30958
21.0,3035,12590.075779
28.0,3595,12649.377184
40.0,4637,12700.834985
27.0,3294,12735.890695
31.0,3381,12779.85355
20.0,2812,12821.976391
25.0,2655,12855.156487
20.0,2698,12886.584772
15.0,2577,12915.08532
27.0,3213,12958.618981
24.0,3364,12997.705704
22.0,2650,13026.022133
44.0,4916,13078.008319
46.0,5092,13153.73835
19.0,2679,13183.760916
45.0,4910,13239.543022
18.0,2916,13294.437671
26.0,3574,13342.223908
33.0,3865,13384.91595
25.0,3136,13420.473293
46.0,5614,13506.938081
23.0,2067,13530.183735
22.0,3328,13566.744187
29.0,3917,13627.705532
31.0,3994,13680.105711
20.0,2988,13710.187579
29.0,3138,13744.435897
33.0,3975,13804.162896
30.0,3709,13845.344751
29.0,2269,13869.646733
16.0,2931,13909.765985
15.0,2569,13954.350808
31.0,2851,13983.444417
43.0,4427,14033.831653
24.0,3315,14081.205262
31.0,3684,14127.230047
23.0,3411,14166.478727
24.0,1977,14185.228621
17.0,2630,14214.150046
14.0,1542,14242.255712
27.0,3271,14281.44374
24.0,2469,14308.466023
18.0,3053,14342.639076
35.0,3483,14393.132376
21.0,3183,14440.699888
42.0,4002,14481.99601
39.0,4645,14533.739777
20.0,2797,14587.194998
17.0,2527,14618.676878
27.0,3761,14660.531837
26.0,3393,14697.188582
47.0,5146,14773.137357
32.0,4541,14835.193281
29.0,3708,14880.939669
32.0,4804,14949.323391
33.0,3726,14994.432688
37.0,4307,15054.811184
35.0,3909,15120.755089
21.0,3223,15155.568975
32.0,3818,15200.775215
25.0,4122,15258.366322
28.0,3728,15298.787085
36.0,3700,15339.12811
21.0,2647,15367.77906
35.0,4196,15430.814837
43.0,4039,15476.332877
17.0,2881,15506.746229
41.0,4255,15566.044643
29.0,3536,15605.735879
18.0,2631,15635.055346
15.0,2434,15662.719182
27.0,3609,15713.675385
12.0,2252,15736.939749
48.0,4713,15787.873331
27.0,2847,15816.928515
30.0,3386,15867.595923
22.0,3295,15902.336144
31.0,2789,15935.561395
36.0,3598,15971.095429
48.0,5150,16039.828816
26.0,4093,16084.839988
35.0,3682,16124.685664
30.0,3545,16177.266871
28.0,3437,16216.349049
40.0,4785,16267.561925
26.0,3200,16318.636101
40.0,4911,16379.505063
38.0,4540,16436.169627
27.0,2758,16482.484839
41.0,4618,16540.832774
40.0,4494,16597.826014
26.0,3152,16656.236115
23.0,3982,16709.526598
32.0,3952,16751.98546
22.0,2167,16776.627031
22.0,2716,16826.861032
43.0,5166,16887.744765
37.0,3863,16946.106783
52.0,5893,17034.947067
15.0,2696,17069.336473
29.0,3736,17128.504859
31.0,3121,17169.12289
49.0,4427,17240.191255
28.0,3542,17285.260731
32.0,3509,17332.331049
38.0,3917,17403.360995
53.0,4430,17460.501133
36.0,4097,17514.314087
56.0,4112,17576.504426
26.0,3190,17618.293771
42.0,3775,17670.288076
42.0,4881,17738.474753
13.0,2068,17761.036939
10.0,2282,17784.511455
16.0,2474,17812.404947
23.0,3329,17847.302153
33.0,3263,17894.140768
39.0,4438,17947.3815
37.0,4732,18002.347614
18.0,2417,18042.990337
26.0,3820,18087.046566
36.0,3447,18125.96059
32.0,2867,18155.047402
41.0,5124,18222.993527
26.0,2469,18250.775657
50.0,5056,18303.437112
24.0,3217,18357.309092
34.0,3864,18405.897017
32.0,4301,18453.022431
64.0,5486,18535.840081
25.0,3181,18570.403276
30.0,3803,18610.823236
38.0,4174,18667.106076
42.0,4216,18712.940727
62.0,5529,18775.174272
27.0,3378,18826.876708
45.0,4621,18878.589241
28.0,3762,18918.889048
45.0,4657,18983.392551
46.0,4836,19039.520093
70.0,6019,19103.468728
57.0,5483,19176.191462
24.0,2405,19199.964842
36.0,3799,19244.382236
33.0,3325,19296.345412
22.0,3130,19330.30781
29.0,3177,19364.308108
39.0,4148,19409.683105
25.0,3423,19467.955806
25.0,3391,19502.737243
39.0,4549,19553.171874
25.0,2633,19594.922136
48.0,4085,19639.938673
71.0,5489,19697.502814
37.0,4454,19758.51316
47.0,5049,19814.867659
47.0,4605,19861.60363
44.0,4571,19927.377223
44.0,4652,19978.164668
41.0,5380,20051.946007
19.0,2206,20074.715972
26.0,3140,20108.942851
33.0,3871,20149.297726
32.0,4165,20205.651102
61.0,5253,20262.480552
63.0,5561,20324.368653
44.0,5266,20394.812763
40.0,4677,20445.926342
33.0,4314,20504.982041
39.0,4017,20549.762665
29.0,2578,20578.135208
37.0,4271,20623.657672
26.0,3910,20682.222532
34.0,4126,20727.427283
35.0,3738,20767.252463
26.0,2673,20808.622276
38.0,3493,20847.933496
29.0,2729,20876.497563
36.0,3876,20916.94755
38.0,3809,20978.269882
40.0,4045,21018.947353
34.0,3260,21057.400456
19.0,2786,21086.089393
28.0,3994,21145.628447
26.0,3771,21185.767632
15.0,2415,21209.453436
29.0,3334,21261.758832
18.0,2612,21290.097517
40.0,3345,21324.821977
49.0,4090,21370.064675
40.0,3840,21421.730281
33.0,3674,21462.154534
18.0,2856,21496.363891
28.0,3143,21531.464146
34.0,3771,21585.208491
43.0,4269,21631.534109
36.0,4056,21676.766892
22.0,2838,21716.875348
31.0,2953,21750.61292
33.0,3378,21786.329728
37.0,3715,21827.027014
50.0,4982,21894.809639
22.0,2903,21928.47256
27.0,3651,21969.039871
36.0,4733,22051.35
51.0,4301,22099.960869
39.0,4023,22144.890734
33.0,4075,22201.088203
40.0,2914,22245.298426
32.0,3666,22291.32334
31.0,3010,22325.163469
33.0,3355,22371.575363
45.0,4807,22423.224358
51.0,5108,22479.532053
49.0,4463,22544.429986
29.0,2705,22572.824287
33.0,3778,22612.633771
43.0,4229,22669.714229
68.0,5858,22736.709558
48.0,4908,22788.127325
30.0,3971,22843.687322
45.0,4975,22895.855139
56.0,5150,22965.003008
34.0,3362,23004.030882
44.0,5352,23063.383695
69.0,5727,23138.099411
43.0,4179,23188.883312
22.0,3175,23228.262552
32.0,3781,23287.675814
33.0,3121,23321.588776
40.0,4461,23371.626281
49.0,4027,23416.756814
29.0,4254,23475.279587
48.0,4887,23527.714798
25.0,2861,23571.723214
30.0,4427,23654.390739
26.0,3240,23700.296707
33.0,3682,23742.819276
55.0,5515,23821.769005
20.0,2918,23855.182482
56.0,4225,23900.920975
46.0,5083,23966.802563
44.0,4517,24019.968886
25.0,3745,24060.277031
52.0,5514,24135.147472
57.0,5286,24191.926419
36.0,3560,24231.345119
40.0,3990,24291.317891
43.0,4309,24337.516865
39.0,3445,24372.754339
48.0,3709,24433.73256
39.0,4809,24485.26675
45.0,3792,24525.372434
65.0,5107,24597.533822
41.0,4512,24647.529497
32.0,3448,24682.594874
35.0,4376,24746.738465
37.0,2793,24776.057767
44.0,4806,24827.847133
24.0,3641,24879.798283
26.0,3747,24921.060935
36.0,4314,24973.085853
49.0,3681,25028.421667
25.0,3042,25058.041501
22.0,3153,25091.896276
46.0,4415,25141.830001
46.0,5037,25209.346275
11.0,2258,25232.290219
41.0,3939,25276.717978
10.0,1601,25293.731634
27.0,2780,25334.403847
16.0,2842,25363.218745
50.0,4566,25414.780074
30.0,4179,25473.289035
27.0,3203,25530.106839
41.0,3853,25581.004839
41.0,4892,25639.283986
55.0,5044,25718.228814
34.0,3348,25759.289189
44.0,3825,25804.230395
49.0,4639,25884.023196
34.0,3326,25922.758108
49.0,4769,25974.390302
21.0,2858,26016.668804
47.0,4863,26072.56934
38.0,3414,26107.299591
46.0,4931,26177.915759
42.0,2948,26207.423304
29.0,3391,26246.381184
29.0,3599,26286.156399
24.0,2876,26328.954262
65.0,5750,26391.457525
17.0,2498,26419.473152
28.0,2557,26448.122466
18.0,3110,26497.452965
49.0,4956,26558.322491
47.0,4556,26608.84538
25.0,3909,26669.742947
39.0,3861,26710.367635
34.0,3280,26745.786211
69.0,5966,26830.695215
60.0,5039,26883.436197
34.0,3601,26923.838375
41.0,3180,26975.203498
60.0,6207,27044.245732
45.0,4559,27115.315718
44.0,3953,27162.41147
35.0,4250,27218.405656
62.0,5523,27313.107718
27.0,2893,27343.416809
47.0,3677,27392.244783
34.0,3262,27427.398252
33.0,3229,27477.391793
66.0,4338,27537.692397
76.0,6033,27628.257745
66.0,4668,27684.433953
38.0,4545,27736.581422
31.0,2882,27771.417937
45.0,3939,27831.851859
40.0,4049,27878.987942
53.0,5251,27950.569266
65.0,4317,28008.560289
31.0,4118,28063.291959
22.0,3121,28101.845801
56.0,4957,28175.091176
19.0,2860,28204.597042
50.0,5238,28261.571236
34.0,4254,28323.494586
37.0,3959,28367.816253
39.0,4132,28412.414387
58.0,5312,28483.97564
62.0,5510,28545.153687
35.0,3493,28602.861281
37.0,3023,28641.700375
55.0,5314,28707.140872
37.0,4376,28791.339748
44.0,4855,28857.34574
42.0,4212,28920.600643
37.0,4048,29000.070743
29.0,3721,29053.075836
55.0,4271,29111.261294
32.0,4273,29179.291752
59.0,4907,29249.051694
43.0,4297,29297.880082
37.0,3534,29361.492208
31.0,3288,29397.74278
44.0,4333,29450.795141
46.0,4277,29497.371151
45.0,4622,29568.02842
56.0,5347,29630.322907
43.0,3743,29689.220823
46.0,4524,29750.647143
30.0,3494,29803.804699
40.0,3663,29858.707317
33.0,3965,29927.867123
45.0,4746,29990.988739
41.0,4652,30070.48814
33.0,3693,30119.268007
43.0,4809,30187.680663
32.0,2980,30219.161608
28.0,3705,30270.98474
32.0,3501,30310.492069
32.0,3487,30350.913873
41.0,4470,30410.488498
40.0,4257,30475.641858
65.0,5613,30550.197129
80.0,5645,30650.251156
35.0,4325,30713.303758
39.0,4045,30768.850936
54.0,5251,30852.89896
45.0,4342,30933.303568
61.0,5766,31048.024534
39.0,3415,31089.557095
36.0,4239,31154.616713
50.0,5489,31258.848034
37.0,3799,31304.965045
37.0,3651,31354.113426
46.0,4165,31434.062207
41.0,4045,31481.06293
40.0,5159,31547.851864
65.0,5649,31635.602598
47.0,4355,31694.025558
69.0,5640,31799.651869
39.0,4086,31860.654374
78.0,5955,31930.704085
28.0,3563,31981.772344
41.0,3634,32021.887541
58.0,5493,32088.012721
58.0,5539,32169.141763
70.0,5863,32235.68591
56.0,5343,32318.612011
37.0,3213,32361.024174
33.0,2624,32399.071381
41.0,4272,32480.468874
28.0,3676,32529.515382
51.0,5130,32592.569045
46.0,4754,32660.935305
44.0,4362,32711.465761
25.0,2274,32737.005631
63.0,4881,32794.926532
59.0,4383,32857.121594
60.0,5545,32919.815091
49.0,4178,32981.120158
54.0,4971,33037.564559
53.0,5222,33094.427668
55.0,5488,33174.016868
48.0,4134,33219.968914
52.0,4357,33296.307194
56.0,5169,33348.765198
57.0,5106,33405.358285
37.0,4139,33463.469187
22.0,2332,33490.702769
28.0,3563,33533.066254
46.0,5284,33624.707262
49.0,4653,33692.003378
47.0,4767,33760.169769
30.0,3826,33828.508658
66.0,5196,33893.433563
82.0,5937,33975.220128
63.0,4874,34067.994666
36.0,3665,34119.813266
40.0,4153,34167.112659
55.0,5116,34247.943469
34.0,3191,34293.507143
46.0,4682,34359.583567
41.0,5027,34431.369071
35.0,4646,34482.45696
47.0,4944,34551.821131
31.0,2783,34580.712978
81.0,6326,34657.551668
52.0,4037,34713.551595
48.0,4159,34758.898134
32.0,3576,34798.510489
49.0,4391,34870.840802
73.0,5669,34932.794097
52.0,4067,34973.436234
58.0,4802,35055.108264
44.0,3189,35100.80422
47.0,4214,35151.714375
36.0,4080,35224.695935
58.0,5687,35304.862397
51.0,4314,35351.886572
37.0,4456,35428.072952
40.0,3758,35467.772459
56.0,5139,35524.012792
57.0,5180,35598.870506
42.0,3833,35641.357782
67.0,5272,35714.85224
66.0,5810,35778.523459
42.0,4238,35834.308239
63.0,4273,35900.677387
33.0,2802,35936.85857
23.0,3179,35976.794782
70.0,5908,36087.912319
27.0,3540,36129.896266
45.0,3959,36189.307076
60.0,3054,36245.436232
59.0,4421,36302.141623
68.0,5397,36372.498585
57.0,5645,36467.143521
60.0,3926,36515.05959
31.0,3614,36563.580872
50.0,4768,36643.502858
48.0,3522,36687.391332
73.0,5213,36756.833498
82.0,5291,36848.331573
47.0,2252,36872.481664
47.0,4057,36920.599104
57.0,5202,37006.901558
11.0,2104,37036.861233
50.0,4836,37102.556076
33.0,3998,37169.346052
69.0,5565,37241.686968
74.0,6888,37329.786098
39.0,3820,37378.853279
43.0,4317,37429.531074
82.0,4537,37499.46517
81.0,6469,37580.807006
54.0,5150,37650.944689
58.0,4497,37736.059296
48.0,4267,37792.457247
69.0,5685,37884.426931
42.0,3963,37924.907429
52.0,3659,37964.393466
21.0,2630,37992.278255
53.0,4826,38064.07663
38.0,3593,38102.835215
36.0,3259,38153.552758
46.0,4380,38231.902351
40.0,4166,38282.520026
29.0,2521,38314.798925
63.0,5674,38402.72937
45.0,4420,38456.861178
53.0,4792,38529.069082
68.0,6105,38627.148371
56.0,4930,38693.746901
74.0,5824,38787.626998
64.0,5173,38861.551613
53.0,4955,38929.000939
61.0,4963,39014.956088
42.0,4081,39070.633533
52.0,4617,39146.69699
60.0,4610,39209.852464
55.0,5157,39275.885539
36.0,3825,39340.148219
59.0,5117,39404.006119
50.0,4859,39466.501704
33.0,3436,39524.475426
59.0,5190,39588.645301
64.0,5239,39671.412148
43.0,4097,39716.011463
52.0,5411,39783.006448
65.0,4487,39852.178376
58.0,5578,39914.100077
35.0,3861,39954.813788
26.0,2263,39990.946026
63.0,5403,40055.780196
52.0,4929,40107.570826
45.0,4248,40167.935911
61.0,5828,40238.957246
58.0,4939,40305.851652
80.0,6299,40384.307729
49.0,4426,40438.521871
65.0,4723,40514.165529
63.0,4408,40569.038071
87.0,5615,40655.801664
51.0,4169,40709.138885
29.0,3638,40758.935659
74.0,5091,40847.368518
78.0,4659,40914.48639
58.0,4917,40969.502538
39.0,3221,41024.818548
81.0,6941,41115.430337
35.0,3965,41173.508055
58.0,5356,41252.061144
42.0,3797,41298.238138
56.0,3858,41357.250496
64.0,5871,41440.62586
34.0,3652,41483.698406
59.0,4689,41570.001756
50.0,2512,41607.318612
52.0,4546,41663.250081
75.0,6623,41752.849832
69.0,5634,41831.39279
122.0,7695,41961.330975
58.0,5189,42024.391965
57.0,5366,42107.33029
98.0,6188,42187.22535
108.0,7160,42296.231751
37.0,3101,42335.385936
62.0,4782,42396.152332
75.0,5952,42486.410798
61.0,5796,42567.392265
47.0,2825,42603.545835
35.0,3997,42668.744759
61.0,5048,42730.211968
40.0,4861,42784.037434
98.0,6393,42890.015621
68.0,5860,42973.050611
70.0,5419,43068.178802
55.0,4420,43117.273215
28.0,2990,43157.357205
50.0,4613,43243.059845
46.0,4589,43309.727005
38.0,3785,43359.061201
41.0,4939,43452.110077
43.0,3720,43500.564587
52.0,5173,43585.405111
48.0,3718,43625.697081
277.0,7354,43712.943219
62.0,5711,43798.31045
81.0,5975,43869.194146
63.0,5527,43953.422777
60.0,5527,44033.486654
75.0,5333,44118.256819
76.0,5593,44193.106693
30.0,3386,44241.467257
59.0,4673,44327.264952
47.0,4220,44379.635442
89.0,5901,44475.338044
44.0,4383,44532.044043
87.0,6578,44615.941298
192.0,5631,44718.92121
48.0,3355,44761.1431
47.0,4672,44819.853177
59.0,5093,44911.577023
97.0,6568,44995.623824
49.0,4841,45071.967278
146.0,5439,45140.569206
64.0,5097,45219.168933
60.0,5028,45277.723835
63.0,5520,45358.672793
38.0,4739,45433.458203
89.0,7009,45513.955415
52.0,5201,45586.842046
26.0,3203,45621.475884
65.0,5854,45693.394461
47.0,4777,45765.863788
67.0,5001,45834.991361
73.0,6346,45936.654306
70.0,4941,46002.531974
82.0,6052,46096.544501
76.0,5213,46165.500096
40.0,4871,46232.166944
64.0,5684,46313.065297
30.0,4006,46354.541631
60.0,4813,46427.36349
42.0,3941,46468.451319
32.0,2442,46496.610197
70.0,4296,46542.93767
56.0,4031,46605.897182
46.0,4246,46652.085525
57.0,5236,46709.49353
67.0,5990,46797.209868
40.0,4132,46847.879147
52.0,5260,46942.460817
81.0,6002,47007.115169
37.0,3086,47041.751291
56.0,4896,47115.768658
67.0,5425,47177.685792
79.0,6211,47265.781305
47.0,4280,47312.858844
87.0,6303,47402.501339
81.0,5935,47492.380591
63.0,4218,47553.297538
51.0,4077,47628.943016
67.0,4911,47683.026441
51.0,4595,47735.592822
53.0,4456,47817.805674
39.0,2097,47838.541406
47.0,4714,47894.283429
68.0,6121,47979.597533
73.0,5044,48039.715585
45.0,3835,48093.180342
37.0,3623,48161.572807
50.0,3993,48208.493794
55.0,4813,48273.954962
53.0,4235,48363.439643
66.0,3944,48417.984628
89.0,5642,48514.189096
50.0,3727,48567.86851
