#{"t_start": 1764620712.246473, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
50.0,4887,46668.906517
76.0,5575,46745.575066
86.0,5776,46811.123579
51.0,5969,46918.958512
50.0,5170,46977.889775
62.0,5511,47041.076536
66.0,5410,47120.837424
46.0,4062,47166.062654
89.0,6736,47260.017751
41.0,3731,47301.266075
93.0,6289,47373.986092
57.0,4846,47455.970408
32.0,2988,47500.975985
58.0,4869,47575.422523
47.0,2852,47629.478068
104.0,6433,47701.74296
29.0,3423,47742.703747
64.0,3885,47812.24139
66.0,4975,47872.188319
30.0,3666,47912.192538
39.0,3556,47973.025779
42.0,3528,48016.056051
71.0,4802,48076.394315
71.0,4589,48160.300247
75.0,4929,48214.289602
46.0,4532,48280.167329
38.0,3921,48357.60779
75.0,5008,48431.912701
52.0,4703,48514.24645
37.0,2449,48551.533103
61.0,4187,48612.606789
48.0,4358,48674.605055
42.0,4469,48740.991205
16.0,2798,48770.249435
87.0,5540,48832.922389
39.0,2941,48874.561524
43.0,4085,48920.262735
55.0,5110,48995.246075
84.0,5676,49097.82019
83.0,5224,49173.64036
74.0,6130,49270.811826
50.0,4536,49330.376401
59.0,5347,49407.204478
91.0,5579,49491.656106
71.0,5353,49557.603371
99.0,6640,49655.776664
51.0,3228,49693.009043
47.0,3449,49730.534686
76.0,5449,49807.17181
189.0,4907,49859.260216
76.0,5145,49930.117058
46.0,3603,49970.410269
91.0,5377,50047.760008
64.0,4105,50119.582033
88.0,5500,50181.96915
23.0,2147,50204.94939
106.0,6346,50290.344556
50.0,4253,50340.733083
43.0,3895,50381.633673
96.0,6435,50471.837056
65.0,5114,50524.632956
48.0,3981,50587.450383
92.0,5185,50644.178596
60.0,4844,50696.01897
74.0,5559,50775.856675
82.0,6620,50849.169851
58.0,4873,50929.269702
31.0,3334,50980.353106
63.0,5808,51056.046935
44.0,4185,51137.543436
49.0,3103,51175.295913
80.0,4986,51234.821742
38.0,3154,51301.476851
27.0,3416,51340.838885
44.0,3683,51386.809077
60.0,4706,51455.340408
49.0,4093,51500.452259
56.0,5209,51557.075946
44.0,3910,51612.690757
72.0,4958,51668.722593
89.0,6005,51752.783723
83.0,5817,51815.744477
65.0,5209,51872.306314
44.0,3017,51925.331397
82.0,5389,51982.518212
74.0,6032,52067.972611
67.0,4835,52128.642895
33.0,4124,52185.492158
60.0,4256,52260.709442
45.0,2819,52291.706345
62.0,4912,52358.547248
70.0,6262,52463.179081
113.0,6945,52546.267654
81.0,5469,52627.388124
55.0,3352,52664.049298
66.0,4473,52714.401249
96.0,6334,52801.324496
75.0,6023,52870.059925
48.0,4395,52937.998233
131.0,6345,53014.409529
66.0,5073,53089.114904
98.0,5810,53170.137197
67.0,4039,53221.772696
55.0,3837,53290.258332
75.0,4996,53346.570693
93.0,5909,53410.042012
52.0,5799,53496.657696
82.0,5589,53556.29233
56.0,4347,53622.994745
62.0,4147,53668.441324
91.0,5925,53732.009389
44.0,4692,53816.082157
76.0,5807,53881.516729
77.0,5481,53959.451102
77.0,5282,54016.437951
77.0,5157,54091.622497
102.0,6840,54165.233306
56.0,4762,54220.531172
119.0,5456,54299.353218
65.0,5941,54366.808701
76.0,5085,54437.526452
79.0,5094,54494.45772
84.0,5251,54569.7595
49.0,4593,54620.49422
274.0,4505,54670.965119
86.0,5680,54748.047662
56.0,5202,54804.682803
108.0,6680,54908.258237
54.0,4782,54965.969949
62.0,5145,55022.204122
57.0,3177,55080.96266
50.0,4490,55131.351259
54.0,5272,55207.080404
63.0,4497,55254.603426
43.0,2867,55287.821609
50.0,4979,55339.632128
93.0,5672,55419.756407
58.0,4605,55472.092852
82.0,5485,55571.828941
93.0,5787,55648.167506
88.0,3916,55704.439193
73.0,5011,55787.860063
55.0,3368,55843.504119
94.0,5523,55935.111637
65.0,5519,55999.840018
66.0,5457,56058.62911
54.0,5388,56136.210632
40.0,2249,56159.209319
88.0,4965,56216.357952
137.0,6895,56327.967087
97.0,6746,56420.618048
73.0,5358,56478.397882
105.0,6385,56553.557006
100.0,5444,56629.978285
57.0,4002,56674.63946
67.0,5515,56756.201733
59.0,6116,56829.743079
49.0,4073,56884.325033
115.0,6402,56970.603563
304.0,4271,57020.465845
70.0,5048,57089.80222
51.0,3289,57136.546852
59.0,5046,57198.464785
95.0,6416,57298.166266
49.0,4011,57338.667486
68.0,4889,57411.200912
86.0,5414,57468.032094
90.0,5471,57529.422562
68.0,5528,57603.499262
59.0,3793,57647.398143
102.0,5836,57750.250671
93.0,5981,57821.480918
79.0,5728,57926.556883
110.0,5738,58009.924377
72.0,6000,58084.420729
69.0,4273,58152.904904
62.0,4900,58215.589899
92.0,6097,58332.189031
64.0,4924,58386.535085
71.0,5330,58461.838165
69.0,5645,58564.572547
90.0,5441,58629.314634
53.0,4253,58704.058328
61.0,4188,58750.176123
76.0,5598,58814.421535
74.0,6078,58912.366498
55.0,4200,58965.769527
70.0,4537,59046.338807
91.0,5330,59108.638751
101.0,6522,59194.108359
56.0,4428,59244.923718
81.0,5694,59308.34829
58.0,4827,59386.662151
104.0,5524,59453.057974
104.0,5485,59530.00577
87.0,6428,59603.761585
106.0,6819,59697.281495
79.0,5819,59762.850362
115.0,5880,59846.64035
122.0,4966,59903.885699
52.0,4070,59951.794759
115.0,6296,60043.231273
64.0,4051,60089.81411
74.0,5373,60187.583726
259.0,6776,60277.842829
65.0,4877,60346.102155
58.0,3722,60429.246768
64.0,4402,60490.176278
100.0,6171,60602.018947
150.0,6318,60692.890793
62.0,4781,60761.958055
65.0,5331,60850.585741
76.0,5157,60907.79818
49.0,3573,60961.838013
103.0,6520,61035.778933
93.0,5507,61098.498049
68.0,5569,61177.758434
109.0,6653,61251.94208
80.0,5444,61335.88116
216.0,5152,61393.398258
98.0,5714,61474.675254
87.0,6431,61544.486735
58.0,4268,61614.979994
76.0,5392,61677.800957
115.0,5107,61737.094821
93.0,5315,61814.37432
95.0,5792,61877.482934
80.0,5879,61968.405586
89.0,6846,62046.984128
55.0,3977,62121.029932
73.0,4872,62185.731617
62.0,4919,62239.638215
39.0,4073,62315.44992
80.0,6139,62406.068944
59.0,4379,62476.070016
77.0,4717,62527.883219
47.0,4069,62575.58939
64.0,4545,62650.145128
31.0,3556,62686.574182
69.0,4419,62744.793287
80.0,5445,62826.970988
64.0,4589,62878.058995
85.0,5957,62945.519199
60.0,5488,63037.522725
100.0,6558,63132.053819
62.0,4917,63219.166723
60.0,4598,63278.297875
84.0,5134,63355.802873
91.0,5713,63419.312985
42.0,3673,63459.748127
54.0,4611,63527.756628
48.0,4462,63578.581093
94.0,5058,63633.780411
77.0,6213,63723.389537
60.0,5434,63785.361897
144.0,7191,63881.659539
52.0,5054,63933.944474
53.0,5210,64010.055695
68.0,5526,64072.37396
89.0,4853,64148.792795
52.0,3645,64188.804286
75.0,5329,64247.844886
103.0,5702,64332.621791
79.0,4771,64385.064156
75.0,5143,64442.879561
77.0,5631,64526.055536
78.0,5411,64584.554234
74.0,4092,64644.881351
103.0,6783,64720.074848
78.0,4489,64789.282097
87.0,5581,64852.643063
87.0,5981,64917.66907
61.0,5296,64993.972581
56.0,3869,65039.244421
255.0,5414,65115.774027
104.0,5718,65179.397406
102.0,6101,65264.724986
111.0,6505,65334.978413
99.0,5526,65413.465691
96.0,5176,65470.981113
323.0,6792,65546.210368
74.0,5535,65627.900777
44.0,4426,65674.889149
69.0,4662,65745.295164
85.0,5475,65808.157721
121.0,5259,65866.171109
74.0,5168,65940.317006
76.0,5887,66004.466994
95.0,5555,66086.860158
63.0,5636,66150.149765
71.0,6191,66237.060763
83.0,4768,66289.450151
137.0,7183,66387.087725
67.0,3368,66422.488288
97.0,5368,66484.935878
93.0,4822,66555.405188
108.0,5195,66613.534704
86.0,5035,66691.418354
89.0,5912,66755.750406
