#{"t_start": 1764620712.7896612, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
10.0,1952,1488.755139
17.0,2366,1515.283842
17.0,1559,1532.508324
15.0,2650,1573.934734
11.0,2279,1601.705361
11.0,2077,1620.573638
10.0,2107,1643.612325
9.0,1335,1660.066211
12.0,2086,1683.637249
24.0,2936,1719.289835
18.0,2539,1747.418105
12.0,1223,1763.296484
7.0,1761,1780.811359
19.0,3049,1814.81644
10.0,2088,1837.294666
20.0,2416,1868.911095
14.0,1682,1886.140226
9.0,1383,1902.613481
12.0,1239,1918.441057
8.0,1778,1947.093161
7.0,1684,1966.924285
11.0,1942,1991.180781
13.0,2741,2038.380735
12.0,2320,2061.901268
8.0,1151,2073.479154
8.0,1861,2095.464077
15.0,2410,2124.285678
18.0,2006,2148.245975
17.0,2855,2196.244184
13.0,2550,2231.506991
14.0,1511,2248.329555
14.0,2528,2276.588744
22.0,2881,2305.918612
12.0,2094,2328.500934
17.0,2812,2370.322716
19.0,2611,2398.827125
16.0,2196,2421.899633
13.0,2710,2450.424375
8.0,1850,2468.140488
18.0,2612,2503.904354
31.0,2924,2538.156801
5.0,1248,2549.935841
13.0,2015,2572.405899
25.0,2911,2609.907758
13.0,2652,2647.982897
10.0,2254,2671.273362
15.0,2428,2707.534605
11.0,1974,2728.361223
6.0,1614,2748.154233
13.0,2381,2776.174228
14.0,2168,2806.866434
13.0,2264,2831.71905
15.0,2700,2862.679393
15.0,2422,2893.246637
19.0,3000,2934.081615
15.0,1799,2951.919352
16.0,2200,2983.765157
14.0,2328,3011.594878
12.0,2247,3041.15885
20.0,2837,3079.564078
10.0,2154,3102.523886
17.0,2898,3144.87864
15.0,1839,3162.553326
17.0,2075,3185.058756
18.0,1501,3202.136322
12.0,1988,3224.480425
12.0,1827,3242.308141
15.0,2413,3278.90651
25.0,3073,3313.411611
16.0,2709,3342.16452
21.0,2694,3370.753434
14.0,1562,3387.969264
20.0,2460,3416.066941
10.0,1377,3436.678379
10.0,1955,3458.792132
15.0,2484,3486.641158
16.0,2523,3510.804516
16.0,1879,3532.895588
11.0,2193,3556.12604
9.0,1869,3583.165779
25.0,2860,3617.01705
14.0,2632,3645.518291
14.0,2482,3673.77968
24.0,2942,3703.305013
11.0,2021,3734.792444
9.0,1347,3751.161356
16.0,2705,3779.915563
25.0,2135,3803.993658
16.0,2609,3832.215982
12.0,1287,3844.118479
18.0,2374,3878.477699
12.0,2491,3902.18364
28.0,3633,3941.535527
20.0,2084,3963.98777
17.0,2043,3990.161343
14.0,2256,4032.140726
14.0,1546,4048.974955
25.0,3393,4092.863259
17.0,3060,4122.773253
23.0,2936,4157.945914
11.0,2288,4191.816111
18.0,2227,4227.571872
16.0,1867,4251.391519
17.0,2656,4285.065671
18.0,2761,4313.579272
10.0,2021,4337.600454
11.0,2147,4375.816609
15.0,2232,4401.506174
15.0,2352,4428.84341
14.0,2229,4451.812761
12.0,2267,4476.385578
18.0,2126,4499.884346
18.0,2864,4541.884527
17.0,2525,4569.734098
14.0,2792,4598.484907
14.0,1611,4618.54306
12.0,2360,4641.840981
19.0,2223,4680.339635
20.0,2832,4709.579131
19.0,3108,4743.412255
16.0,1814,4760.981614
9.0,1988,4784.655975
16.0,1966,4821.033234
10.0,1997,4843.406034
12.0,1733,4860.706517
19.0,2906,4891.005772
23.0,3262,4930.818796
19.0,2937,4970.308973
16.0,2437,5000.442629
11.0,2183,5025.722482
25.0,3649,5068.738588
19.0,2335,5094.672577
21.0,2593,5134.506131
26.0,3312,5174.970416
15.0,2269,5199.792265
18.0,2771,5232.688388
16.0,1911,5255.973305
26.0,3516,5305.18662
22.0,3278,5340.06349
16.0,3017,5374.670489
21.0,2494,5401.385502
22.0,2732,5439.563708
18.0,3058,5478.245785
13.0,1861,5502.683028
11.0,2484,5528.019667
23.0,3294,5569.861259
22.0,2691,5612.125521
18.0,2720,5648.699468
11.0,2101,5679.403517
18.0,1882,5704.081037
19.0,3042,5737.235049
12.0,2080,5760.49512
19.0,3166,5815.709897
22.0,2984,5850.392281
21.0,3429,5891.008679
14.0,1566,5904.234473
14.0,2726,5948.152189
37.0,2754,5979.04791
25.0,3152,6015.81023
14.0,2582,6044.389092
21.0,3058,6078.480068
19.0,2760,6116.839266
22.0,3079,6151.275582
24.0,3348,6186.409491
23.0,2879,6219.943111
16.0,2931,6259.242003
19.0,2234,6286.416202
18.0,2147,6309.422153
25.0,3342,6344.097379
17.0,2683,6372.711072
18.0,2353,6414.198268
15.0,1622,6437.339793
23.0,3004,6472.429388
18.0,2455,6504.347569
28.0,3402,6548.314193
16.0,2031,6587.650681
15.0,2861,6620.935459
23.0,2729,6650.609632
29.0,3313,6695.013777
24.0,3166,6741.85399
20.0,1981,6771.56239
22.0,3321,6817.635246
29.0,3322,6866.925796
18.0,2760,6899.84282
29.0,3229,6948.346172
28.0,3048,6982.219705
14.0,1894,7004.319705
20.0,2866,7033.576722
24.0,3610,7082.268636
20.0,3022,7116.221895
33.0,2952,7149.675618
15.0,2693,7178.547863
16.0,2476,7206.795872
23.0,2013,7237.388181
21.0,2912,7271.236766
19.0,2926,7301.022241
23.0,2842,7334.548455
23.0,3266,7379.594272
20.0,2828,7408.900516
12.0,2471,7437.210392
25.0,3310,7472.326715
15.0,1803,7499.523675
18.0,2711,7553.301158
22.0,3045,7599.176915
19.0,2961,7639.006163
22.0,2213,7675.576426
15.0,2489,7706.81779
26.0,3208,7757.760049
24.0,3086,7803.574307
27.0,3086,7844.592972
19.0,2678,7877.708385
18.0,2722,7922.489833
21.0,2716,7957.575526
21.0,2671,7995.901219
16.0,2744,8030.563262
15.0,2454,8058.439008
21.0,2518,8093.773161
23.0,3361,8132.814681
17.0,2367,8156.470042
8.0,1714,8178.182267
25.0,2854,8207.397166
17.0,2592,8247.938235
22.0,3082,8286.879638
20.0,3021,8323.52156
46.0,4361,8376.175463
20.0,2882,8417.723798
29.0,3771,8469.364441
21.0,3100,8499.914616
23.0,3212,8543.902345
22.0,3557,8594.383561
22.0,2883,8632.760483
36.0,4181,8682.789534
27.0,2585,8712.782022
21.0,2915,8764.130826
20.0,2582,8794.25032
26.0,2785,8832.360058
52.0,4920,8888.86877
13.0,2641,8940.897432
21.0,2721,8972.522031
15.0,2668,9010.016653
21.0,2619,9048.12231
13.0,2320,9079.060927
21.0,2947,9124.438675
18.0,2507,9154.417778
15.0,2245,9181.357337
26.0,2932,9221.345465
17.0,3083,9273.853149
14.0,2268,9299.377036
27.0,3713,9341.747155
19.0,1861,9364.568886
39.0,3902,9410.444857
31.0,3942,9476.919991
11.0,1922,9500.729576
19.0,3067,9542.17428
14.0,2551,9575.809663
22.0,2900,9621.569721
30.0,2917,9655.060154
19.0,2999,9692.444402
18.0,2031,9717.385016
23.0,3218,9755.295586
16.0,2868,9795.769613
27.0,2556,9824.664855
26.0,3793,9869.477198
22.0,2976,9899.963685
26.0,2485,9943.619725
19.0,3575,9984.689988
17.0,2705,10013.385469
24.0,3222,10047.898798
20.0,1913,10079.241546
18.0,2271,10102.5798
39.0,4689,10154.081315
39.0,4029,10199.62558
26.0,2385,10240.412229
13.0,2531,10269.233402
21.0,2021,10292.159184
23.0,3160,10326.431727
12.0,2347,10350.035925
19.0,2878,10393.967611
22.0,2345,10417.441897
33.0,3722,10458.865021
28.0,3611,10501.832735
60.0,5492,10587.621207
23.0,3532,10633.574205
30.0,1870,10651.92704
26.0,3509,10698.019842
31.0,3190,10757.500054
14.0,1615,10780.310671
31.0,4279,10831.332653
14.0,2421,10859.888405
30.0,4035,10915.960016
31.0,3214,10950.699737
23.0,2894,10979.879258
18.0,3361,11018.906202
22.0,3248,11065.019109
14.0,2534,11093.266384
23.0,3433,11128.468495
26.0,3147,11162.752917
29.0,2876,11206.910303
49.0,5141,11265.505983
21.0,3175,11300.602744
42.0,4874,11364.502758
22.0,2574,11392.943357
33.0,3870,11434.286911
22.0,2877,11468.417384
35.0,4341,11528.609895
48.0,4789,11581.783751
44.0,4613,11633.796268
25.0,3392,11684.811903
29.0,3660,11725.312657
25.0,3217,11760.354195
29.0,4068,11819.73957
29.0,3159,11855.070064
16.0,2693,11884.71888
20.0,3024,11919.331843
17.0,2727,11949.422732
38.0,4690,12011.146914
50.0,5336,12072.304643
38.0,4627,12144.344053
27.0,3732,12185.03762
26.0,2950,12219.166014
27.0,3746,12260.04232
37.0,3780,12316.507469
30.0,3187,12362.282855
29.0,3591,12410.117096
19.0,2900,12444.986918
29.0,3686,12500.300636
21.0,3009,12537.154194
20.0,3376,12581.972289
28.0,3175,12637.404495
24.0,3496,12677.287109
41.0,4129,12722.92357
58.0,5281,12798.721141
31.0,3884,12840.367497
33.0,3862,12891.33035
26.0,3671,12931.443806
31.0,2732,12969.464835
16.0,2388,12997.224208
33.0,4240,13042.828719
24.0,3282,13077.345062
53.0,5237,13153.538615
26.0,3416,13194.762314
32.0,4123,13239.247698
19.0,2860,13293.805528
40.0,4515,13353.292497
24.0,3307,13390.290125
40.0,4837,13457.971514
25.0,3278,13501.419714
21.0,3054,13536.099304
31.0,2930,13571.776631
30.0,3634,13627.458189
27.0,2367,13655.900646
28.0,3177,13693.054449
28.0,3632,13732.892653
44.0,5245,13809.055164
36.0,3978,13850.858541
45.0,5316,13932.003525
25.0,3627,13971.835328
15.0,2600,14000.144119
17.0,2820,14033.20618
22.0,2974,14062.706824
43.0,4519,14132.242867
18.0,1605,14149.327446
14.0,2647,14178.169644
22.0,2603,14207.017655
24.0,3257,14253.068469
27.0,2740,14282.223969
42.0,4875,14341.59636
30.0,2701,14377.584205
18.0,2194,14417.475047
28.0,3599,14457.610667
42.0,4620,14509.224241
24.0,2947,14538.991298
44.0,4162,14607.91635
34.0,3746,14653.766084
35.0,4611,14702.9959
39.0,3848,14765.42933
33.0,4921,14827.951467
18.0,2106,14855.771422
16.0,2707,14901.317147
26.0,3445,14942.471776
42.0,4681,14999.308779
42.0,4563,15081.111781
35.0,3457,15120.63117
47.0,3803,15165.437963
27.0,3341,15201.021682
56.0,4897,15269.366171
24.0,3396,15304.528387
28.0,3600,15344.538406
22.0,3261,15394.949146
71.0,5694,15459.421809
20.0,2411,15487.589885
37.0,3734,15528.844023
20.0,3430,15576.999773
31.0,3394,15617.169634
27.0,2768,15645.967724
24.0,3507,15685.153373
12.0,2449,15724.354834
36.0,3773,15764.515271
20.0,2932,15793.689366
40.0,3704,15833.580927
31.0,3602,15884.892272
41.0,4603,15936.169317
31.0,3412,15975.299032
24.0,3436,16022.246382
49.0,4923,16078.048588
28.0,3089,16111.945877
30.0,3505,16160.439826
45.0,4021,16205.236472
30.0,3716,16245.237061
17.0,2347,16272.612421
24.0,2959,16319.10331
30.0,2621,16354.386982
31.0,3680,16398.749627
33.0,4367,16453.059925
21.0,3335,16510.126659
32.0,4910,16571.552715
26.0,2465,16598.149408
35.0,3205,16656.836033
47.0,4876,16721.025605
40.0,4356,16770.118769
62.0,5639,16851.018019
30.0,3347,16894.947897
31.0,3861,16953.340762
20.0,1849,16977.408913
15.0,2586,17022.392425
41.0,3619,17068.644451
32.0,4275,17130.294702
32.0,3961,17199.89608
45.0,4132,17255.071199
37.0,3803,17300.622119
30.0,3249,17347.153483
58.0,4787,17428.163261
33.0,3669,17481.549626
20.0,1897,17501.830168
34.0,2769,17537.456228
36.0,4194,17604.14439
33.0,3751,17648.840314
38.0,4638,17706.202843
27.0,2457,17748.745081
26.0,3248,17783.405181
18.0,2604,17811.774239
15.0,2800,17840.958153
50.0,5379,17910.997207
12.0,2377,17941.361359
23.0,3098,17978.874468
38.0,3679,18019.004734
37.0,3437,18074.517856
20.0,2952,18103.920752
26.0,3728,18143.693967
36.0,4328,18205.162007
16.0,1946,18223.209404
36.0,3357,18261.994727
24.0,4263,18308.144629
26.0,3045,18362.673666
20.0,3507,18400.727619
43.0,4835,18459.323665
20.0,3090,18500.128911
35.0,4016,18553.882478
35.0,3515,18593.235714
28.0,2350,18617.051525
33.0,3776,18671.8957
25.0,2622,18700.450493
32.0,3666,18740.309781
24.0,2542,18768.629298
36.0,4038,18826.546299
27.0,3345,18865.835642
51.0,4703,18917.527252
23.0,3702,18957.678928
32.0,4115,19016.482763
48.0,4987,19068.795857
44.0,4680,19130.985761
53.0,4577,19182.021543
23.0,3289,19216.837276
36.0,4107,19279.416585
22.0,3371,19318.381321
31.0,3319,19352.81035
34.0,4355,19402.907606
25.0,3151,19456.39909
28.0,2325,19479.578811
34.0,3304,19514.164256
47.0,4712,19564.911374
29.0,3175,19612.553342
61.0,5193,19669.003395
30.0,2887,19702.324521
37.0,4059,19757.953489
28.0,3051,19791.747185
21.0,3536,19827.063126
42.0,3882,19871.618232
37.0,4357,19932.593664
52.0,5247,19989.298487
26.0,3458,20028.142421
32.0,3826,20080.73571
32.0,3673,20120.84845
62.0,3734,20160.567008
51.0,4801,20226.999269
29.0,4241,20272.65921
83.0,6743,20359.648705
27.0,2979,20389.226349
36.0,4408,20439.53625
39.0,3990,20497.556227
30.0,3634,20533.004219
33.0,3588,20572.587787
25.0,2907,20605.680797
27.0,3093,20653.615743
37.0,5090,20709.740593
25.0,3532,20745.096888
48.0,4781,20813.277854
29.0,2949,20842.62027
40.0,4052,20887.424696
35.0,3283,20922.058439
43.0,4938,20994.956938
15.0,2703,21023.263087
55.0,4886,21074.921244
39.0,4199,21135.01549
35.0,3219,21169.264547
24.0,3610,21209.059741
47.0,4021,21267.561338
13.0,2335,21291.041626
14.0,2647,21323.577073
32.0,2829,21352.628743
29.0,3144,21386.73723
52.0,4922,21450.291697
32.0,3766,21495.72908
37.0,3703,21537.098763
38.0,4061,21591.605439
27.0,2408,21619.611085
44.0,4514,21670.414
27.0,2347,21693.844914
25.0,2887,21738.3964
55.0,5389,21797.507224
28.0,2565,21825.717529
49.0,3458,21876.3957
42.0,4303,21922.569482
18.0,2431,21946.684357
39.0,4044,21999.135915
57.0,4865,22081.524607
38.0,3615,22121.610585
53.0,4729,22172.804513
57.0,5540,22260.750338
24.0,3463,22302.15231
29.0,2675,22330.832351
45.0,5159,22399.455365
53.0,4882,22450.731967
22.0,2964,22484.444475
28.0,3657,22538.671143
41.0,4531,22589.105544
59.0,4818,22640.416609
17.0,2957,22685.250291
28.0,3267,22719.695365
41.0,3949,22760.135161
47.0,4280,22820.312392
46.0,4625,22871.794357
71.0,6025,22935.025565
59.0,4572,22998.667502
38.0,4364,23045.976251
69.0,5879,23126.308435
45.0,4720,23180.669501
24.0,3898,23228.269269
50.0,4909,23303.500409
41.0,3336,23337.950593
52.0,5032,23394.009089
48.0,4229,23452.454241
27.0,3413,23491.772973
32.0,3218,23526.490217
42.0,4336,23587.422209
33.0,3303,23654.496652
49.0,5304,23729.724494
21.0,2459,23753.376311
30.0,3913,23815.192618
28.0,3769,23855.405511
28.0,3504,23894.742723
72.0,5646,23970.68676
38.0,3386,24008.005431
26.0,3420,24047.490032
38.0,4733,24111.840939
36.0,4812,24162.957804
48.0,4754,24214.221507
46.0,4986,24285.182106
42.0,4516,24332.384311
30.0,3616,24372.241496
37.0,3639,24428.898365
60.0,5460,24490.742363
38.0,4702,24541.959499
40.0,3837,24597.728394
52.0,3836,24641.55958
37.0,2699,24670.203309
52.0,5560,24746.191255
17.0,2038,24765.013618
30.0,4079,24810.39233
32.0,4701,24873.873739
68.0,5131,24932.088583
40.0,3806,24974.099919
45.0,4306,25039.504843
49.0,3898,25079.73724
46.0,4839,25135.091869
21.0,2864,25175.795266
29.0,3292,25209.934167
31.0,4342,25259.595168
25.0,2809,25288.503333
37.0,3879,25340.719911
29.0,3853,25384.867344
35.0,3045,25421.149153
46.0,4609,25498.902037
31.0,3904,25549.45884
53.0,5432,25614.393539
24.0,2778,25652.341896
43.0,3810,25712.377425
42.0,3301,25753.667802
39.0,5074,25818.643303
30.0,3632,25883.386997
26.0,3758,25923.516622
35.0,3606,25963.245658
44.0,4234,26022.240167
22.0,3064,26056.144694
24.0,3663,26095.764304
48.0,4531,26160.971157
23.0,3772,26201.147512
60.0,6217,26269.55915
40.0,4216,26328.804417
38.0,4595,26379.58235
44.0,4869,26435.37518
53.0,4512,26498.15638
80.0,6153,26574.628921
33.0,3640,26630.219831
34.0,2925,26663.68222
41.0,4028,26705.137214
40.0,4154,26751.59805
43.0,4169,26814.228867
34.0,3655,26854.47878
32.0,3470,26894.076329
29.0,2821,26923.665253
29.0,3705,26980.846598
38.0,4198,27031.032809
71.0,6056,27115.202029
49.0,4173,27162.847881
51.0,4782,27226.885219
43.0,3585,27294.419216
72.0,4734,27351.44315
57.0,4530,27409.249593
67.0,4784,27476.748713
47.0,4469,27537.471817
18.0,2121,27564.330215
64.0,5326,27649.018002
27.0,2808,27682.604338
26.0,2275,27706.72508
36.0,4073,27752.755526
25.0,2742,27799.155066
52.0,4065,27848.094174
77.0,6396,27919.656769
75.0,5671,28007.560809
66.0,5824,28081.622113
54.0,3955,28146.522677
72.0,5892,28210.005036
76.0,5171,28266.686469
33.0,3696,28322.82388
31.0,4081,28367.530456
53.0,4410,28417.593905
18.0,2738,28460.502209
60.0,5439,28517.54495
44.0,4287,28567.165585
44.0,4908,28648.040122
45.0,3966,28693.298773
52.0,5298,28790.750807
56.0,4430,28849.383823
51.0,4537,28919.445348
48.0,4728,29007.422251
36.0,3954,29064.78987
62.0,5860,29135.315791
50.0,4522,29217.054266
41.0,4898,29279.202523
58.0,5389,29365.938741
54.0,5148,29423.282124
27.0,2667,29455.970716
30.0,2745,29485.186912
59.0,5837,29567.939617
38.0,2415,29597.761925
40.0,4193,29647.75063
27.0,2417,29688.555882
54.0,5500,29763.519207
28.0,3915,29818.644657
44.0,3629,29889.747501
41.0,3922,29949.701363
27.0,3252,29989.928267
39.0,3941,30046.809108
70.0,5698,30137.871538
57.0,4450,30194.905375
35.0,4618,30258.332156
37.0,3834,30298.568777
47.0,4797,30351.509051
36.0,3734,30408.813412
38.0,3300,30451.896336
37.0,3817,30509.461898
37.0,2966,30548.435888
44.0,4811,30636.728713
55.0,4847,30698.69309
36.0,3906,30760.621116
12.0,2195,30801.299237
30.0,3644,30851.473941
48.0,4826,30934.113409
12.0,2188,30973.21244
32.0,4539,31061.841622
25.0,2493,31096.869406
80.0,5769,31176.842129
57.0,4126,31266.218597
44.0,4130,31315.514001
33.0,2204,31345.308057
37.0,4203,31426.900506
37.0,2505,31457.143013
52.0,5157,31515.43258
71.0,5672,31609.329501
36.0,3882,31654.315981
32.0,3215,31700.96335
37.0,4581,31791.044483
51.0,4484,31859.052265
41.0,3901,31902.541769
34.0,3889,31963.23284
91.0,5834,32027.055702
48.0,3673,32068.858571
31.0,3677,32125.840267
57.0,5273,32187.58603
61.0,4964,32247.793466
38.0,3049,32302.649339
46.0,4589,32360.47208
73.0,5983,32445.902833
89.0,5402,32538.264891
55.0,4520,32592.890017
50.0,4807,32661.42282
59.0,5361,32728.705809
51.0,4047,32771.673917
60.0,5557,32850.867571
262.0,5353,32908.694082
56.0,4770,32980.114907
46.0,4672,33031.548771
48.0,4177,33076.988005
57.0,4983,33149.008826
75.0,5413,33213.171203
83.0,5696,33301.755593
55.0,5006,33353.825055
34.0,4184,33399.325915
57.0,5306,33473.231462
75.0,6237,33548.11613
49.0,5005,33633.106534
34.0,4101,33692.685919
50.0,3882,33751.572417
44.0,4995,33835.674358
60.0,5672,33906.435932
59.0,5180,33975.980948
50.0,4117,34060.167947
26.0,3171,34104.591789
50.0,4872,34165.859162
58.0,5193,34246.645746
38.0,3575,34294.010025
84.0,6827,34401.374085
51.0,4372,34448.454982
36.0,3745,34488.58909
40.0,4192,34551.489126
62.0,3977,34596.308877
35.0,4329,34646.565459
30.0,2687,34675.05094
39.0,3597,34729.728625
81.0,6466,34802.775562
72.0,4548,34871.535785
47.0,4408,34921.457621
50.0,3845,34961.510094
60.0,4946,35039.747002
45.0,4668,35107.832979
50.0,4920,35163.260057
55.0,5078,35258.155444
61.0,5073,35321.625291
68.0,4365,35390.070434
46.0,4682,35445.364015
39.0,3932,35489.789694
52.0,4526,35554.477504
37.0,4396,35604.507126
83.0,6688,35680.389396
54.0,3108,35731.754204
36.0,4317,35777.537721
40.0,4274,35829.384156
45.0,4451,35900.57861
67.0,6225,35983.219782
76.0,5491,36081.985735
52.0,4988,36151.495781
68.0,5389,36239.02057
38.0,3542,36286.425229
43.0,4269,36341.536216
57.0,4755,36403.595073
36.0,4018,36473.512406
60.0,5040,36542.621131
55.0,5596,36634.411844
49.0,4515,36687.776684
56.0,4237,36747.820022
33.0,3594,36815.710745
44.0,3929,36865.212148
55.0,4855,36920.338643
69.0,5480,37013.140713
80.0,5306,37086.230935
81.0,6055,37183.061467
68.0,5118,37246.570757
58.0,4670,37297.178044
68.0,5495,37373.534756
46.0,5484,37441.807634
26.0,2581,37469.764858
40.0,3801,37532.049097
37.0,3591,37580.10087
34.0,2764,37613.232611
63.0,4685,37699.328454
46.0,3634,37748.463885
45.0,5011,37821.219868
75.0,4814,37895.77679
79.0,5579,37957.486052
66.0,5662,38035.626795
47.0,4254,38081.070653
54.0,5305,38154.181781
38.0,3976,38230.966664
60.0,4682,38287.285957
54.0,4590,38351.254025
46.0,4037,38408.800649
66.0,4896,38476.517054
70.0,5791,38578.505955
55.0,5103,38645.739396
65.0,5755,38721.480163
67.0,5230,38809.394366
65.0,6206,38895.970856
28.0,3437,38955.42396
60.0,4575,39022.500244
41.0,4061,39076.038783
92.0,7267,39191.828129
32.0,3050,39229.36647
56.0,4498,39290.536017
44.0,4547,39359.487953
46.0,4684,39417.552526
53.0,4570,39495.655034
45.0,4010,39543.202257
34.0,4130,39595.548295
117.0,7233,39698.966612
50.0,4309,39751.939506
41.0,4142,39799.388292
30.0,3171,39852.421318
79.0,6015,39919.58095
61.0,5484,39990.698576
78.0,5541,40055.922891
63.0,5821,40118.540304
45.0,4370,40183.220277
43.0,4678,40238.672086
48.0,4918,40305.484188
34.0,4476,40361.20936
72.0,5255,40425.033165
70.0,6069,40518.867335
66.0,5717,40596.691683
55.0,5379,40677.541559
68.0,5832,40752.943424
52.0,5082,40839.625736
42.0,3241,40886.538877
54.0,4919,40950.906939
74.0,5069,41018.885361
40.0,3237,41065.61454
52.0,4751,41129.049831
76.0,5374,41216.9735
57.0,5063,41277.643715
42.0,4108,41334.673125
40.0,2827,41387.017454
50.0,5016,41447.792483
19.0,2264,41471.767913
44.0,4477,41536.641034
38.0,3353,41600.466326
55.0,4947,41667.784137
61.0,5203,41740.30316
71.0,5892,41816.31538
79.0,5727,41899.794085
48.0,5125,41989.39361
69.0,3660,42030.668004
42.0,3729,42073.762049
52.0,3939,42144.527614
51.0,3807,42193.627178
67.0,4952,42259.558001
64.0,5397,42341.516767
48.0,2953,42381.898707
56.0,4326,42429.523286
68.0,5103,42514.061237
57.0,4077,42573.648731
59.0,5116,42651.524657
91.0,6627,42730.900873
56.0,5335,42821.151807
34.0,2719,42858.45304
68.0,5907,42928.929815
72.0,5775,43034.164916
49.0,4839,43096.961327
64.0,4991,43156.880757
72.0,5209,43250.454456
74.0,6023,43338.911007
61.0,4898,43428.051639
78.0,5769,43501.511688
62.0,4852,43584.913656
54.0,5032,43637.622414
51.0,4586,43693.51457
53.0,4579,43767.31104
39.0,3525,43808.760624
66.0,5628,43875.620924
69.0,6333,43976.382909
65.0,4145,44032.690838
43.0,4081,44103.412725
54.0,4727,44165.717667
62.0,5736,44241.596103
42.0,4396,44320.347457
52.0,4044,44373.347332
70.0,5828,44452.213693
78.0,6471,44556.514174
38.0,2933,44589.891346
65.0,5722,44691.396053
70.0,5181,44760.39108
49.0,5021,44825.255705
44.0,3766,44896.895116
68.0,4828,44962.965058
41.0,4404,45033.262981
63.0,4559,45088.346581
64.0,5974,45160.197114
85.0,6420,45257.884264
75.0,4957,45320.671992
77.0,5449,45414.647659
57.0,4807,45467.516124
92.0,6440,45552.636897
58.0,5524,45615.959269
59.0,3985,45667.725829
55.0,4918,45740.923469
45.0,3853,45791.476123
78.0,5567,45860.54345
76.0,5869,45962.7029
73.0,5818,46037.524671
32.0,3670,46103.062145
69.0,5085,46171.037737
31.0,4399,46225.997845
66.0,5779,46308.077075
70.0,4881,46364.845935
78.0,5669,46444.565598
27.0,3136,46479.073554
60.0,5752,46542.282536
64.0,5378,46617.914078
39.0,2447,46645.854472
72.0,4785,46697.795505
36.0,4201,46762.2498
85.0,5938,46837.649797
79.0,5449,46930.98755
109.0,6694,47006.277498
71.0,4863,47076.384755
83.0,5334,47142.565176
55.0,5120,47195.135565
88.0,5897,47283.176352
70.0,5311,47340.824995
61.0,4535,47415.919109
52.0,5017,47485.746689
43.0,2959,47530.459168
40.0,2961,47575.239321
71.0,5362,47659.032814
73.0,5664,47723.78151
57.0,5139,47810.452837
69.0,5353,47871.970551
63.0,2661,47900.644948
51.0,4986,47978.235488
40.0,4968,48033.990455
74.0,5954,48142.150227
55.0,5113,48200.647712
85.0,5861,48280.223344
47.0,4676,48371.698693
97.0,6425,48456.994061
