#{"t_start": 1764620712.7896612, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
91.0,6104,48567.558963
38.0,4026,48627.994598
79.0,5930,48718.54028
44.0,3830,48763.574987
30.0,3065,48797.84466
60.0,5624,48868.647599
40.0,3687,48913.161922
62.0,5196,48986.353999
75.0,5325,49081.932458
109.0,6436,49173.812393
62.0,4099,49248.092433
69.0,5747,49321.837065
64.0,5163,49392.193336
105.0,6319,49486.264601
81.0,5903,49562.659734
48.0,3869,49626.018537
52.0,4750,49679.578787
48.0,4472,49734.657621
61.0,5594,49811.930963
38.0,4414,49858.338757
65.0,5465,49934.368773
36.0,3776,49975.182677
28.0,3216,50017.905641
68.0,4942,50111.921074
74.0,6070,50176.054364
80.0,5662,50254.61392
72.0,5189,50312.471105
59.0,5023,50369.326791
66.0,3604,50425.985735
43.0,4307,50472.082882
74.0,5084,50528.874559
62.0,5125,50603.462411
70.0,5061,50655.63668
48.0,4806,50729.065167
52.0,4867,50781.054461
50.0,4673,50832.056702
71.0,5299,50913.881192
52.0,4120,50973.744289
94.0,6893,51091.338121
117.0,6093,51169.924601
82.0,5485,51240.749758
56.0,4589,51323.129913
63.0,4868,51380.715962
41.0,3357,51419.283933
57.0,4361,51482.86461
48.0,4264,51528.492559
72.0,5693,51605.920141
87.0,5646,51668.144711
36.0,3253,51702.4848
66.0,5506,51780.986294
100.0,6706,51854.681372
50.0,4908,51925.702198
78.0,4885,51981.334438
74.0,4932,52033.022799
72.0,5781,52121.307769
64.0,3993,52177.505101
55.0,3487,52229.576277
100.0,6241,52326.987601
62.0,5191,52394.006098
66.0,4466,52468.790728
65.0,5703,52539.784927
42.0,4094,52604.249917
101.0,5527,52668.35274
144.0,6967,52742.773147
92.0,5878,52829.786558
68.0,6163,52897.649811
54.0,4453,52970.541915
77.0,4290,53019.396836
82.0,6258,53109.172139
45.0,3337,53160.542081
94.0,5622,53232.827652
74.0,5274,53317.11787
133.0,7686,53402.375669
68.0,4969,53471.188965
83.0,5205,53532.528256
64.0,4782,53600.720171
74.0,3940,53645.479468
75.0,4726,53697.091503
120.0,7083,53807.046419
55.0,4606,53862.840741
62.0,5157,53935.754769
77.0,3608,53975.055475
104.0,5471,54032.706481
70.0,5204,54108.003628
67.0,4952,54163.642343
50.0,3653,54203.277507
93.0,4947,54274.523438
181.0,4868,54332.043749
81.0,5396,54408.455432
66.0,5293,54465.027343
64.0,5972,54533.025776
66.0,4406,54597.506977
52.0,4574,54648.178221
78.0,4366,54709.143247
81.0,5387,54770.307723
64.0,3773,54810.32059
56.0,4283,54875.958807
93.0,6569,54965.634446
81.0,5827,55048.003725
70.0,5372,55113.899775
94.0,4612,55164.745814
87.0,5922,55247.75351
86.0,5445,55305.175581
92.0,5651,55384.81409
63.0,4012,55430.038467
41.0,4631,55482.773739
59.0,3643,55555.069395
102.0,5594,55632.556131
92.0,6581,55736.619558
89.0,6508,55835.635126
77.0,5739,55934.219387
72.0,5971,56005.389665
73.0,6224,56090.259695
72.0,4721,56141.239611
36.0,2541,56169.286193
75.0,4880,56222.106944
74.0,4208,56303.683168
79.0,5979,56372.079216
37.0,3464,56426.555689
39.0,2833,56459.510555
67.0,5237,56516.574014
93.0,6122,56605.879606
119.0,6163,56669.425276
110.0,5588,56755.247849
60.0,5237,56817.358528
75.0,4913,56883.349411
50.0,4821,56952.453387
81.0,5632,57014.680959
52.0,4523,57082.480112
110.0,6289,57166.660949
70.0,3978,57210.483376
49.0,4504,57285.197451
65.0,4595,57337.348215
96.0,5436,57411.578289
81.0,6458,57484.004206
242.0,5711,57562.024478
55.0,4601,57613.229437
107.0,6570,57692.821366
57.0,4588,57775.610425
71.0,5388,57842.448342
75.0,6285,57956.769277
79.0,4775,58025.435149
59.0,5278,58089.454988
68.0,5517,58178.323322
91.0,5895,58253.866157
72.0,5454,58355.48575
105.0,5600,58424.786722
65.0,4716,58516.235713
80.0,5133,58583.259358
109.0,6574,58685.636247
275.0,5245,58744.369279
92.0,5599,58808.730692
98.0,5094,58894.315645
57.0,4380,58946.359042
63.0,4992,59039.180823
101.0,6165,59108.743632
97.0,5715,59171.852822
96.0,6166,59256.165343
110.0,6853,59349.928066
67.0,4729,59413.302967
87.0,5694,59476.452789
263.0,5821,59558.459866
125.0,5938,59626.637102
88.0,6101,59713.839612
95.0,6001,59779.963706
74.0,4993,59856.681627
46.0,3629,59896.959385
65.0,4548,59946.700591
85.0,5873,60036.826586
149.0,6599,60119.372534
99.0,4869,60208.523381
75.0,5852,60285.183733
79.0,5123,60383.9611
47.0,4702,60451.92272
83.0,4869,60526.273867
68.0,5385,60623.795124
90.0,5730,60707.225035
82.0,5634,60810.446234
83.0,5526,60872.785419
60.0,4491,60920.086467
96.0,5978,61006.216487
98.0,5964,61070.195573
85.0,7033,61170.743332
72.0,5879,61234.053702
96.0,5628,61318.832661
94.0,5752,61382.253586
66.0,5771,61463.606999
81.0,4371,61514.640051
70.0,3969,61555.609145
50.0,4964,61636.553482
118.0,5812,61702.652162
79.0,5621,61785.574017
66.0,3360,61820.41805
56.0,4490,61871.276769
38.0,4298,61945.016114
91.0,5322,62006.388615
111.0,5689,62068.006553
308.0,4612,62154.869983
65.0,4825,62215.61785
196.0,4416,62285.31354
81.0,5603,62368.366083
52.0,4095,62424.563956
81.0,5372,62504.797059
89.0,5972,62574.733156
118.0,6550,62668.462681
102.0,6081,62744.834747
70.0,4264,62814.410838
240.0,4789,62870.783869
81.0,3344,62905.600284
54.0,4403,62973.271017
67.0,5377,63050.981448
64.0,4928,63118.049927
61.0,3666,63188.065176
67.0,4423,63254.216049
96.0,5825,63317.53842
105.0,5949,63402.201628
67.0,4857,63458.610482
49.0,4721,63527.019547
77.0,4560,63578.180192
74.0,5021,63633.251174
96.0,5391,63716.187513
103.0,7144,63795.886336
102.0,5653,63870.799827
95.0,6474,63943.911534
72.0,4120,64008.547692
110.0,6067,64076.704344
95.0,5864,64160.619124
122.0,6856,64234.858037
74.0,4677,64309.438182
44.0,4060,64355.379879
75.0,5012,64412.886255
82.0,5891,64497.03161
267.0,4809,64549.414842
271.0,7357,64645.07391
65.0,3857,64690.163909
83.0,5965,64754.717766
83.0,5055,64829.851093
61.0,4257,64876.920184
80.0,5173,64952.852884
67.0,4185,64999.348197
121.0,7176,65098.045642
91.0,5409,65160.771687
97.0,6219,65230.221972
79.0,4549,65293.990674
89.0,5324,65356.284317
107.0,5737,65435.40919
89.0,5354,65493.718941
60.0,4131,65539.802461
54.0,4791,65610.737225
224.0,4385,65661.753725
68.0,5421,65738.721987
74.0,3477,65778.584968
83.0,5179,65836.324403
158.0,6832,65928.277188
43.0,2645,65957.138485
88.0,5062,66014.713551
81.0,5753,66097.672136
64.0,3236,66132.627585
48.0,3176,66167.243102
99.0,4939,66242.023462
102.0,5061,66295.41137
70.0,6006,66380.831975
56.0,3413,66420.685268
51.0,4034,66462.32561
122.0,6141,66549.300874
98.0,6375,66619.618255
120.0,6294,66714.063761
293.0,6572,66784.597487
