#{"t_start": 1764620713.1937318, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
13.0,2098,2829.815979
8.0,1806,2850.288651
19.0,1886,2872.558128
21.0,2866,2906.718186
17.0,3208,2945.844038
20.0,2365,2982.345272
15.0,2256,3005.736956
7.0,1573,3025.12779
14.0,1623,3048.142851
19.0,2537,3083.72473
14.0,2739,3112.656464
30.0,3698,3161.352233
12.0,1777,3178.821461
15.0,2760,3207.987534
16.0,2787,3241.072426
16.0,2134,3264.239667
12.0,2498,3301.092302
24.0,1905,3319.449949
10.0,2144,3342.215567
17.0,2936,3375.89164
18.0,2790,3404.986041
17.0,2636,3441.805348
14.0,2412,3469.457972
18.0,2188,3492.638615
16.0,2439,3516.363418
16.0,1907,3538.460317
14.0,2924,3581.345573
21.0,2077,3604.176493
18.0,3011,3634.204583
10.0,1997,3656.718829
12.0,2268,3680.241716
19.0,2958,3722.597854
10.0,1987,3745.308806
21.0,2746,3774.27108
20.0,3220,3809.936414
22.0,3106,3843.680404
11.0,2136,3873.288191
11.0,2213,3896.067157
15.0,2820,3928.958627
17.0,2031,3947.166322
14.0,1558,3963.976344
14.0,2638,3998.198556
14.0,1399,4031.335257
15.0,2722,4060.070448
17.0,2537,4093.138551
19.0,2632,4121.709167
20.0,2990,4157.033497
16.0,1922,4184.405922
17.0,1939,4213.173091
20.0,2143,4243.325583
9.0,2124,4272.971408
15.0,2733,4301.743039
17.0,2634,4330.600361
14.0,2679,4375.761748
17.0,2635,4406.676282
17.0,2846,4439.662795
12.0,2230,4463.984289
18.0,2769,4493.464506
16.0,1919,4524.454216
15.0,2742,4553.117525
15.0,2363,4580.607502
14.0,2771,4612.348961
18.0,2207,4635.179185
19.0,2378,4668.130817
22.0,3126,4704.320549
13.0,2042,4726.716216
11.0,2344,4753.999172
15.0,2581,4783.303724
22.0,3008,4827.391347
17.0,2529,4855.391443
31.0,3715,4896.384484
21.0,2943,4931.081115
24.0,3264,4976.236472
21.0,2987,5012.183194
15.0,2274,5038.39033
15.0,1771,5061.438983
20.0,2339,5087.435413
33.0,4822,5152.186493
18.0,2862,5187.425499
18.0,2868,5219.654589
14.0,1542,5238.005096
19.0,2658,5268.889219
28.0,2773,5306.158966
24.0,3504,5345.859596
24.0,3322,5381.408586
22.0,2893,5417.744467
25.0,2960,5463.127118
14.0,1623,5483.798834
23.0,3442,5521.229456
14.0,2681,5551.784675
17.0,2588,5582.028299
21.0,2221,5618.422248
14.0,1535,5641.082588
25.0,3500,5692.033237
14.0,2611,5723.805228
13.0,2683,5753.849941
16.0,1730,5787.830359
16.0,1742,5809.937898
11.0,2188,5837.328597
14.0,2080,5861.193215
12.0,1772,5879.280251
25.0,3430,5915.681537
28.0,4106,5973.469921
13.0,2623,6003.493379
12.0,2283,6032.279472
30.0,3798,6072.800939
14.0,1347,6094.315233
37.0,4677,6145.978624
20.0,2393,6174.0136
10.0,1993,6196.70196
28.0,3210,6231.106759
11.0,1617,6258.114347
17.0,2971,6287.545182
13.0,2726,6320.454147
20.0,3053,6350.113576
18.0,2908,6393.692984
27.0,3196,6438.147768
21.0,3193,6478.172284
12.0,2480,6511.55539
25.0,3475,6559.729844
16.0,1871,6592.616338
18.0,2972,6626.257709
24.0,3133,6665.050192
9.0,2052,6693.663457
19.0,2872,6722.706585
26.0,3559,6785.944533
18.0,3090,6831.175422
22.0,3116,6872.246167
24.0,2041,6898.770514
14.0,2676,6941.514095
19.0,2477,6965.496379
17.0,2725,6998.399035
18.0,2987,7027.901774
28.0,3430,7076.025397
23.0,2534,7104.281411
31.0,2164,7128.292653
20.0,2536,7159.393065
24.0,3220,7194.146233
23.0,3010,7232.071953
14.0,2531,7260.425297
15.0,2343,7288.276161
24.0,3262,7323.262937
21.0,3136,7357.571467
38.0,3772,7408.340872
20.0,1877,7430.655488
40.0,3734,7471.149473
15.0,2689,7507.448579
39.0,4033,7583.301092
17.0,2034,7608.339704
18.0,2702,7652.359528
21.0,2816,7691.707755
27.0,3178,7741.132306
19.0,2740,7780.17411
10.0,2161,7810.909353
26.0,3365,7856.933769
13.0,2443,7883.471431
41.0,4304,7950.417466
40.0,3900,8003.884548
29.0,3766,8047.837157
49.0,4434,8109.576408
22.0,3204,8144.194639
21.0,3083,8178.362314
14.0,2539,8206.616338
29.0,3304,8253.937302
21.0,2742,8287.784836
26.0,2501,8322.385656
21.0,3075,8358.0281
22.0,2997,8404.721174
32.0,3408,8440.40629
27.0,2661,8476.115014
28.0,3724,8520.462273
17.0,3131,8569.148012
32.0,3334,8610.147586
30.0,2782,8644.359376
16.0,3051,8682.077896
26.0,2747,8712.682374
27.0,3247,8770.623581
19.0,2912,8804.376682
13.0,2480,8833.281646
13.0,2417,8864.107141
22.0,3678,8925.227865
19.0,2322,8954.219207
22.0,2842,8993.003802
23.0,3148,9038.821246
18.0,2142,9066.72836
25.0,3451,9122.342507
25.0,3115,9154.392813
22.0,3108,9196.011398
10.0,2136,9221.555297
27.0,3209,9280.140067
32.0,4168,9328.238206
30.0,4001,9370.880932
32.0,3482,9415.069593
48.0,5258,9499.350934
33.0,3609,9548.275356
38.0,4434,9610.721805
16.0,2872,9645.991264
22.0,3119,9686.048885
18.0,2616,9717.092754
27.0,3782,9771.977545
24.0,2337,9799.63849
9.0,1972,9818.063102
32.0,3863,9863.376862
35.0,4106,9910.145124
20.0,2967,9956.320005
20.0,3110,9990.563909
21.0,2486,10018.534715
17.0,2916,10048.044591
27.0,3472,10096.507867
27.0,3570,10136.245842
17.0,2944,10165.791954
28.0,3535,10205.623411
39.0,3885,10268.14171
24.0,2251,10291.805075
29.0,3264,10326.386604
35.0,4642,10388.193566
28.0,3018,10422.167274
24.0,3021,10456.992096
36.0,3956,10501.098816
16.0,3082,10553.571832
32.0,2865,10593.748372
17.0,3042,10628.312479
28.0,2989,10662.886616
28.0,3499,10726.052611
18.0,2713,10764.598942
39.0,3473,10811.793575
13.0,2280,10836.070881
25.0,3670,10876.922012
30.0,3641,10927.565222
24.0,2749,10956.619512
19.0,3170,10990.867492
27.0,2811,11024.066177
29.0,4064,11076.808945
26.0,3467,11116.256946
15.0,2103,11139.113826
28.0,3494,11178.559047
29.0,3185,11224.493095
34.0,3908,11266.143613
19.0,2980,11300.637936
42.0,4818,11364.358021
56.0,5351,11426.819124
20.0,2999,11456.963583
19.0,2988,11505.020378
26.0,2378,11528.627373
31.0,3569,11569.515621
31.0,3348,11609.20221
27.0,2812,11638.88406
22.0,2986,11684.299287
24.0,3208,11719.284966
27.0,3302,11754.454233
32.0,3896,11813.470793
28.0,3156,11848.523919
13.0,1996,11867.463764
14.0,2152,11891.36305
40.0,4739,11948.570796
20.0,3035,11988.714841
12.0,2465,12016.93612
24.0,3176,12052.422296
32.0,4194,12106.85836
12.0,2238,12144.628773
18.0,3032,12179.021572
18.0,3058,12213.491312
21.0,2027,12236.189691
19.0,2691,12266.575218
35.0,3590,12322.883793
41.0,4384,12382.895934
29.0,3542,12427.296715
37.0,4296,12488.611402
34.0,4060,12537.648554
30.0,3800,12590.06069
43.0,4043,12654.466801
21.0,2802,12683.68766
21.0,3210,12722.317675
30.0,3106,12752.736643
24.0,2685,12803.57128
39.0,4232,12853.73369
17.0,2098,12879.345718
20.0,3025,12909.231101
37.0,3093,12952.432687
18.0,2943,12986.213
20.0,2009,13008.574581
12.0,2555,13036.577957
34.0,3494,13071.925075
45.0,4806,13145.156831
33.0,4023,13189.538609
55.0,5259,13267.660848
33.0,4024,13324.133037
23.0,2101,13347.922124
25.0,2393,13376.83876
33.0,4272,13436.553778
17.0,2900,13473.333202
29.0,3594,13518.127219
28.0,3814,13564.77583
35.0,3692,13620.917179
23.0,3293,13662.264083
11.0,1971,13685.299159
21.0,3524,13721.080529
34.0,3983,13780.331337
27.0,3480,13820.753017
28.0,2928,13850.66077
20.0,3186,13887.129448
20.0,2898,13942.289255
25.0,3288,13976.885055
17.0,2656,14005.43916
37.0,3641,14045.140738
26.0,3843,14106.944638
14.0,2405,14132.121043
55.0,5374,14194.401004
32.0,3433,14241.03503
47.0,5087,14301.176341
33.0,3382,14336.548844
10.0,1487,14355.249033
28.0,3739,14417.651453
43.0,5037,14474.734783
18.0,2640,14503.521785
24.0,2239,14526.780544
46.0,4484,14600.829646
26.0,3401,14636.750575
27.0,3154,14672.763801
29.0,3538,14727.140479
34.0,4140,14779.098168
28.0,2827,14818.328533
25.0,3326,14861.227618
23.0,3168,14912.150793
28.0,3639,14954.630839
21.0,3128,14992.906498
20.0,1813,15011.68648
33.0,4169,15089.856671
35.0,3523,15131.472062
36.0,3673,15171.640895
34.0,3998,15217.248668
63.0,5485,15287.597175
23.0,4030,15333.142479
34.0,4270,15395.021621
28.0,3303,15435.521887
33.0,4279,15481.669824
41.0,3317,15517.364462
11.0,1958,15553.1236
41.0,4047,15598.30164
25.0,3476,15634.395357
60.0,5599,15707.737483
35.0,3609,15747.332231
53.0,4439,15793.4683
24.0,2863,15826.616167
24.0,2950,15871.911693
23.0,2005,15890.211358
36.0,3690,15930.338693
24.0,2886,15963.668947
29.0,3085,16009.650044
31.0,3658,16049.479926
25.0,3455,16084.41327
37.0,4130,16129.708121
55.0,5990,16210.297138
30.0,2905,16239.567795
41.0,3803,16283.700486
39.0,3448,16341.794318
28.0,3345,16384.292928
27.0,3616,16428.199605
32.0,3630,16486.195591
26.0,3497,16528.237658
17.0,2314,16556.547709
37.0,3838,16604.813406
29.0,3713,16669.456179
11.0,2340,16702.998415
19.0,1843,16721.176437
29.0,3818,16764.349861
30.0,2763,16799.345286
58.0,5495,16879.74961
11.0,2070,16907.622344
22.0,3278,16954.1917
37.0,4169,17022.249914
41.0,4627,17083.639652
34.0,3079,17129.319958
88.0,7350,17240.443202
24.0,2655,17273.83199
36.0,3396,17322.687438
35.0,4062,17396.454502
31.0,3305,17435.712934
32.0,3756,17489.433069
8.0,1751,17512.25772
24.0,3034,17555.93027
51.0,3957,17610.920051
25.0,2983,17647.946804
40.0,4201,17699.850163
49.0,4528,17761.222139
11.0,2154,17788.261205
27.0,2747,17817.154617
23.0,3196,17851.708372
18.0,2984,17897.731707
54.0,5350,17961.241347
49.0,4296,18007.441622
29.0,2697,18048.939584
26.0,3401,18091.735222
57.0,5437,18149.133433
47.0,4973,18216.691973
22.0,2886,18245.778811
30.0,3253,18284.387801
23.0,3349,18319.867965
30.0,3400,18382.120861
26.0,2727,18410.77481
64.0,5826,18482.531708
21.0,2985,18529.420663
41.0,3804,18570.201911
34.0,3831,18610.725458
26.0,3028,18644.699412
49.0,4373,18705.568755
32.0,3903,18746.190399
40.0,4737,18798.269394
37.0,4345,18865.266648
28.0,3731,18905.675665
45.0,5061,18971.464725
66.0,5438,19033.67312
45.0,4651,19085.037241
37.0,4062,19141.22869
22.0,2847,19170.33921
39.0,4282,19216.332343
27.0,2376,19244.02669
30.0,3986,19306.248852
43.0,3704,19346.061373
28.0,3552,19381.244018
23.0,3231,19434.283312
23.0,3516,19474.188617
23.0,3660,19513.984016
91.0,6581,19600.281646
19.0,2682,19628.744266
36.0,4424,19678.803303
60.0,5340,19746.737599
42.0,3441,19785.758651
68.0,5261,19842.83734
48.0,4802,19909.252257
34.0,4086,19954.244247
41.0,4553,20004.710578
41.0,3444,20052.140876
24.0,3220,20086.18694
38.0,2853,20119.658941
21.0,3084,20153.420697
61.0,5184,20221.085838
21.0,1887,20238.881778
29.0,3673,20278.669673
42.0,4447,20328.898529
53.0,3092,20376.101644
31.0,3200,20410.56522
29.0,3479,20445.714125
28.0,3682,20498.731238
27.0,3848,20542.932141
19.0,3197,20577.253812
29.0,4197,20622.513286
58.0,5751,20698.93546
28.0,4112,20744.203467
25.0,3194,20778.157125
42.0,4039,20836.103658
34.0,3394,20870.899249
51.0,4753,20922.249507
20.0,2891,20972.466934
36.0,3886,21012.681171
44.0,4407,21062.811891
38.0,4540,21128.027029
17.0,2730,21156.660553
28.0,2890,21185.970866
38.0,4372,21236.026412
32.0,3094,21283.682765
20.0,2054,21306.201591
28.0,4584,21353.015571
20.0,2342,21380.502431
55.0,4710,21443.223924
19.0,2588,21472.092311
29.0,3517,21512.699618
36.0,4608,21573.203014
43.0,4730,21625.563769
27.0,3367,21664.584875
31.0,2969,21698.092488
19.0,2519,21733.308317
25.0,2926,21767.302158
32.0,3812,21808.747759
27.0,2143,21831.677702
33.0,3559,21882.509328
50.0,3725,21922.853644
15.0,2584,21951.436594
20.0,2775,21983.839376
25.0,3112,22044.489605
42.0,3621,22087.996478
20.0,2846,22121.464721
29.0,3049,22155.20837
27.0,3648,22207.721196
31.0,3755,22266.320596
34.0,3866,22307.570526
27.0,3295,22342.337139
21.0,2903,22387.516246
59.0,5389,22444.593389
35.0,4054,22489.839547
60.0,4927,22560.153773
33.0,3915,22600.452282
50.0,4495,22651.003623
24.0,3279,22696.676359
30.0,3747,22736.79508
49.0,4033,22781.459869
31.0,2665,22820.429579
77.0,6691,22894.564341
48.0,4946,22950.399341
26.0,3249,22997.620551
39.0,4436,23045.16148
22.0,3031,23079.934059
36.0,3829,23132.335423
30.0,3834,23179.837445
60.0,5648,23251.33249
40.0,4410,23314.779482
58.0,4809,23365.896592
48.0,5178,23422.761691
57.0,5029,23491.993243
50.0,5030,23555.81952
31.0,3964,23631.082428
28.0,3106,23676.482392
63.0,5112,23741.40775
23.0,3334,23793.063414
51.0,4728,23844.46438
50.0,4825,23900.284428
40.0,3587,23953.478281
71.0,5715,24018.44924
35.0,3112,24052.80052
44.0,4359,24112.006048
19.0,2805,24140.751052
58.0,4328,24190.460348
15.0,2563,24218.549054
71.0,5525,24291.645452
61.0,5362,24353.319061
44.0,4652,24417.344905
30.0,3469,24456.587155
19.0,2638,24484.990046
31.0,3904,24529.421602
44.0,4161,24590.505327
46.0,4431,24636.380251
24.0,2489,24664.238779
57.0,4258,24723.898134
40.0,3253,24758.452918
29.0,3251,24793.341252
63.0,5890,24872.75503
37.0,4010,24919.032225
23.0,3768,24960.759051
38.0,4203,25007.610656
39.0,3965,25062.883879
20.0,2504,25090.634772
30.0,3698,25130.214566
22.0,3158,25175.898498
49.0,4034,25220.34038
40.0,4183,25265.464876
33.0,3668,25305.14066
40.0,4377,25367.039407
24.0,3352,25401.725092
38.0,3830,25452.547869
27.0,2284,25498.722215
45.0,5045,25562.041913
37.0,2957,25601.67911
40.0,4619,25674.014789
47.0,4111,25725.314962
49.0,4069,25775.404477
24.0,2956,25810.810022
51.0,4763,25889.032328
51.0,5311,25950.471107
52.0,4929,26015.73852
28.0,3403,26054.761977
39.0,4248,26100.297129
31.0,3956,26155.675424
43.0,3565,26195.140794
33.0,3265,26233.751877
35.0,4034,26274.887753
32.0,3486,26327.818992
36.0,4862,26379.463966
25.0,3196,26413.828822
55.0,5644,26491.568856
30.0,3089,26535.030301
48.0,5242,26591.60027
26.0,3105,26641.518154
33.0,3416,26680.923923
25.0,3212,26715.664568
32.0,2923,26749.761705
30.0,3976,26807.771667
52.0,5601,26870.513535
14.0,2648,26899.493972
35.0,3510,26956.027966
40.0,3657,26996.639765
33.0,4347,27043.074984
52.0,4136,27106.645053
71.0,6116,27180.023103
59.0,4485,27241.856039
47.0,4969,27324.749099
28.0,3409,27371.9367
63.0,5977,27452.852582
61.0,5689,27525.861072
54.0,4469,27580.809703
53.0,4454,27654.407148
46.0,4456,27706.23756
50.0,5031,27760.534383
38.0,3498,27819.606635
38.0,3232,27854.585484
35.0,4496,27907.593926
39.0,3099,27957.204881
52.0,5056,28028.895799
37.0,4067,28075.806924
31.0,4118,28141.266353
74.0,7127,28221.038523
41.0,4133,28266.188704
18.0,2876,28315.876355
41.0,3907,28355.396334
37.0,3834,28395.396699
73.0,5077,28466.366661
49.0,5153,28522.352016
55.0,4870,28575.61925
31.0,3770,28647.005863
19.0,3075,28681.53208
64.0,5848,28760.614095
42.0,4318,28840.793158
31.0,4298,28903.621046
56.0,4812,28998.119648
42.0,4009,29052.379023
44.0,4085,29105.734627
35.0,3982,29155.185045
47.0,3725,29224.948562
33.0,3726,29272.940854
44.0,4582,29331.426885
74.0,5817,29416.630678
44.0,3851,29461.16853
72.0,6420,29549.91721
39.0,4016,29597.386787
26.0,3154,29634.381397
44.0,4963,29707.900486
52.0,4624,29770.672526
58.0,5312,29851.629858
58.0,4589,29934.602115
66.0,5431,30008.867221
46.0,5316,30096.251958
43.0,4848,30157.839376
68.0,5705,30229.566718
63.0,5840,30304.475185
28.0,3603,30345.178842
35.0,4828,30414.17233
31.0,3974,30468.103176
32.0,3178,30516.977586
57.0,5152,30608.427454
18.0,1898,30635.790111
17.0,3109,30675.38332
31.0,3501,30723.365712
44.0,4900,30806.532752
92.0,6166,30906.58785
37.0,3689,30971.714344
36.0,2717,31030.602019
15.0,2280,31061.561956
50.0,5223,31134.804029
50.0,5071,31230.982442
62.0,5951,31314.56018
54.0,5034,31381.531849
39.0,4108,31457.207393
82.0,6357,31532.556941
66.0,5617,31623.144992
43.0,4198,31677.078315
33.0,3616,31730.982172
51.0,4737,31821.710193
70.0,5153,31890.696989
55.0,4347,31941.202146
41.0,3757,31997.457188
38.0,4051,32044.700467
45.0,4167,32092.154136
74.0,5967,32175.200517
46.0,3666,32217.106776
40.0,4368,32290.344596
37.0,3346,32328.812756
33.0,3281,32374.787658
51.0,4423,32438.228388
42.0,3510,32505.604512
49.0,5266,32574.239094
29.0,3728,32617.617755
26.0,3595,32673.050162
23.0,3379,32710.610617
38.0,3444,32752.622848
46.0,4930,32822.251574
44.0,4808,32874.047752
45.0,3783,32918.642254
51.0,4105,32979.774614
65.0,5159,33036.84215
75.0,5448,33094.3803
38.0,3553,33155.304829
64.0,4936,33208.182723
36.0,3770,33254.743901
46.0,4205,33324.147894
68.0,5303,33381.45083
62.0,5628,33456.351424
34.0,3944,33496.63448
44.0,4671,33556.974298
32.0,3138,33617.861579
53.0,4895,33691.376039
49.0,4791,33759.56749
48.0,5048,33849.255753
48.0,5215,33911.618859
38.0,3886,33960.570451
28.0,2370,34021.350981
67.0,5651,34103.028362
56.0,4603,34155.712928
39.0,4599,34225.52363
48.0,4988,34300.096722
50.0,4539,34364.366221
29.0,3743,34419.390735
84.0,6683,34493.196531
56.0,5468,34568.185738
28.0,2517,34596.31026
52.0,4088,34645.814009
38.0,3254,34695.468054
49.0,3781,34735.515622
27.0,3546,34774.737792
38.0,3579,34814.503636
56.0,5246,34893.258321
50.0,4114,34938.263602
76.0,5082,35010.569327
31.0,3812,35062.915233
39.0,2979,35107.596715
35.0,2796,35139.845015
51.0,5277,35225.374507
49.0,4733,35291.279148
41.0,3981,35338.543843
44.0,5304,35422.682462
32.0,3321,35460.951543
54.0,4573,35507.344665
53.0,3177,35559.776989
41.0,4383,35609.727652
55.0,5494,35673.774414
68.0,5189,35747.956441
69.0,6463,35822.802639
39.0,4398,35886.481259
51.0,3877,35943.140026
50.0,4324,35998.142883
55.0,5029,36095.50895
38.0,3992,36149.881639
67.0,5341,36222.258979
65.0,5046,36306.123908
49.0,3363,36346.232565
39.0,4398,36399.042072
40.0,3633,36467.754696
47.0,4664,36529.968675
29.0,2798,36569.514237
30.0,3687,36634.199387
48.0,4746,36693.712128
57.0,5024,36762.674554
39.0,4043,36833.413852
57.0,5179,36894.610226
77.0,6347,36996.980665
49.0,5290,37072.458915
31.0,3538,37112.862422
59.0,5382,37205.452302
60.0,4957,37258.476384
44.0,4426,37309.330648
93.0,6180,37398.773615
102.0,5817,37464.26572
38.0,3826,37524.937491
44.0,3871,37579.36256
70.0,4798,37642.65304
80.0,6252,37747.938722
59.0,5353,37822.186109
29.0,2924,37878.23833
27.0,3416,37912.995993
94.0,6375,37984.922305
73.0,5648,38063.345815
39.0,4024,38109.332309
51.0,2545,38146.49793
63.0,5946,38248.845098
66.0,5129,38313.374372
58.0,4962,38390.868449
38.0,2927,38427.398942
61.0,5163,38498.676569
50.0,4089,38577.325499
82.0,6637,38661.188577
72.0,6391,38768.133648
49.0,4364,38823.480589
51.0,4087,38881.317604
70.0,6097,38983.384935
75.0,6533,39070.559255
49.0,4583,39146.922748
59.0,5291,39215.899962
81.0,5440,39290.953691
64.0,4558,39364.840865
46.0,4257,39416.324769
32.0,3719,39465.31685
19.0,2652,39512.80734
54.0,4185,39561.042385
50.0,3054,39602.653374
32.0,4466,39675.705844
90.0,5826,39743.679619
73.0,6530,39835.398126
34.0,4219,39880.763341
41.0,4089,39925.654525
47.0,5012,39995.370285
27.0,2776,40026.670084
56.0,4666,40078.771265
38.0,3432,40117.285723
38.0,3966,40172.768726
52.0,4803,40232.421706
67.0,5578,40305.350016
53.0,4565,40361.561203
49.0,4885,40420.041935
66.0,4930,40500.762444
97.0,6125,40581.813613
41.0,4176,40633.691074
65.0,4540,40703.096845
45.0,5288,40774.476168
51.0,3876,40846.931662
43.0,3569,40900.140544
46.0,4354,40951.537452
66.0,5012,41025.01957
32.0,3326,41066.410576
50.0,4843,41135.816149
67.0,5574,41222.709777
70.0,4435,41277.339331
34.0,3970,41333.680708
98.0,6604,41426.744562
61.0,5001,41490.331732
64.0,5636,41592.010092
51.0,5000,41656.76629
60.0,5442,41734.325163
71.0,5513,41807.097312
34.0,2393,41838.315112
41.0,3848,41892.108712
64.0,4539,41976.141047
94.0,4337,42024.484326
69.0,4976,42106.058976
58.0,4813,42165.810174
54.0,4211,42221.261186
98.0,5588,42309.263966
59.0,4781,42369.070447
81.0,5833,42462.247519
60.0,4195,42513.720386
76.0,5286,42588.814834
37.0,3817,42650.864129
49.0,4026,42698.171919
50.0,5131,42758.612562
69.0,6206,42864.239518
77.0,5900,42937.607457
37.0,3726,43010.915023
81.0,5241,43085.10879
32.0,3714,43127.400842
48.0,3318,43190.769279
36.0,3787,43242.682703
47.0,4640,43309.459531
57.0,4149,43391.329587
59.0,4597,43451.910472
74.0,5657,43530.654265
47.0,3335,43585.468157
58.0,4761,43637.317569
50.0,4033,43686.923993
71.0,5889,43778.118477
46.0,4365,43827.030334
92.0,6581,43924.916117
48.0,3377,43968.96512
87.0,5803,44046.305682
43.0,3440,44109.930791
41.0,4764,44173.04383
52.0,4473,44234.076066
53.0,3608,44305.816627
33.0,2769,44340.50955
40.0,3862,44387.634922
57.0,3580,44435.584282
51.0,4552,44516.837125
40.0,3449,44557.198632
87.0,6285,44659.072587
79.0,5459,44738.366926
60.0,5813,44811.726791
52.0,4661,44896.36763
43.0,3457,44942.470317
61.0,5472,45007.83738
72.0,6024,45101.398846
65.0,5099,45165.021536
59.0,5866,45252.178556
40.0,2201,45276.941213
46.0,4397,45342.0311
266.0,6362,45438.401829
62.0,4996,45495.307539
72.0,5066,45563.796921
64.0,5067,45621.849818
37.0,4055,45673.253803
56.0,4155,45739.95851
49.0,5267,45807.152574
43.0,3281,45847.636682
57.0,5889,45949.953194
51.0,5084,46011.302354
78.0,4068,46082.976596
54.0,4437,46142.740405
46.0,3916,46191.340043
55.0,4972,46271.946092
44.0,4242,46318.611373
46.0,3953,46364.050519
68.0,4948,46433.186564
44.0,3130,46467.549142
58.0,4253,46513.968091
55.0,4720,46583.189585
34.0,2925,46617.138452
66.0,5497,46679.508605
42.0,3893,46738.409713
57.0,5620,46803.543626
63.0,4330,46861.780025
64.0,4665,46942.63697
80.0,6486,47017.094195
46.0,4809,47090.639134
38.0,4690,47142.892112
290.0,6924,47233.011114
87.0,5244,47299.644044
71.0,5593,47360.168077
50.0,3751,47424.909193
52.0,3881,47484.367743
69.0,5803,47568.360553
57.0,5080,47652.838528
79.0,4565,47705.70126
64.0,5296,47787.637509
41.0,3730,47837.207847
40.0,3297,47872.036399
249.0,3277,47910.872071
53.0,4240,47978.00691
