#{"t_start": 1764620712.9241178, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
7.0,1499,1405.797499
4.0,1130,1417.400134
19.0,2739,1446.219246
12.0,2409,1477.138036
10.0,2146,1503.091281
8.0,1843,1521.073758
13.0,1889,1550.74049
11.0,1940,1578.569048
19.0,2646,1607.658286
9.0,2015,1626.298307
7.0,1774,1648.318811
16.0,2704,1677.777227
7.0,1781,1701.53594
13.0,2383,1729.493149
14.0,2432,1753.278741
12.0,1286,1769.306702
18.0,2448,1793.093878
7.0,1814,1815.018136
19.0,2898,1852.19282
13.0,2669,1880.566137
15.0,2044,1903.401038
10.0,2114,1933.619801
14.0,1627,1955.843928
14.0,2355,1989.746101
14.0,2236,2027.600916
15.0,1650,2044.828901
9.0,1871,2066.928485
12.0,2305,2090.28813
12.0,1988,2115.525641
14.0,2396,2142.904659
13.0,1418,2161.07442
13.0,2114,2202.608345
6.0,1409,2224.452476
15.0,2523,2248.614611
18.0,2450,2276.627984
18.0,3190,2311.031549
10.0,2119,2342.605583
13.0,2630,2370.903118
14.0,1543,2387.715853
21.0,2388,2415.585167
15.0,2128,2438.227077
15.0,1843,2455.881507
13.0,2691,2491.851501
19.0,2902,2526.019041
12.0,1825,2543.669304
13.0,2488,2571.641504
20.0,2708,2604.508323
11.0,2034,2626.96163
26.0,3344,2671.486329
12.0,2465,2708.059526
22.0,3212,2747.553162
18.0,2874,2777.136694
14.0,2206,2812.054259
15.0,2198,2838.259293
12.0,1306,2850.964609
11.0,2210,2874.238067
10.0,2049,2900.108113
13.0,2088,2929.204117
25.0,3051,2971.942625
20.0,2347,2995.655622
8.0,1860,3018.342518
10.0,1966,3048.132642
9.0,2067,3078.26626
23.0,2756,3107.270435
29.0,2717,3144.916315
19.0,3001,3178.361448
20.0,2678,3207.310023
17.0,2443,3235.192002
12.0,2082,3254.224977
16.0,2326,3290.236799
16.0,1595,3307.481809
8.0,1921,3325.907372
15.0,2565,3353.970844
22.0,2906,3387.67605
25.0,2657,3424.376168
22.0,3333,3459.346037
19.0,1755,3480.776244
24.0,3222,3515.441657
13.0,2520,3539.487618
14.0,2695,3581.576206
10.0,1990,3599.948904
16.0,1927,3622.528331
7.0,1516,3639.333686
18.0,2030,3661.931925
14.0,1554,3674.958041
16.0,2831,3708.257382
7.0,1736,3734.773319
21.0,2548,3763.184075
15.0,1831,3780.961
20.0,2918,3815.623537
15.0,2643,3843.875995
17.0,2645,3879.165744
16.0,2289,3902.256552
12.0,2534,3930.14706
18.0,2121,3952.779872
21.0,2515,3982.427149
16.0,2566,4031.265431
12.0,2342,4054.708155
21.0,2146,4081.60937
13.0,2822,4115.776371
11.0,2381,4140.424691
24.0,2840,4174.597387
12.0,2367,4213.859915
16.0,1806,4242.463708
18.0,2731,4278.459689
18.0,2388,4302.110148
17.0,3039,4337.287537
18.0,2504,4382.499673
17.0,2011,4405.805812
27.0,2614,4434.030159
7.0,1760,4451.39618
13.0,2354,4476.21335
13.0,2126,4499.675872
14.0,1699,4529.906166
14.0,2772,4558.614087
17.0,2957,4587.991845
12.0,2450,4618.724187
22.0,3186,4661.872395
18.0,2242,4687.202256
26.0,2674,4715.909676
14.0,2418,4743.528049
18.0,2548,4771.656058
11.0,2212,4799.812275
15.0,2364,4837.722339
20.0,2935,4866.820691
15.0,1698,4885.219403
16.0,2416,4913.456775
35.0,3938,4956.026067
16.0,2304,4994.744052
14.0,2576,5025.264481
12.0,2252,5049.853693
20.0,2718,5081.869102
24.0,3605,5133.966618
19.0,2494,5163.370919
14.0,2199,5188.170507
19.0,2318,5213.981942
18.0,2785,5249.158857
20.0,2820,5288.914217
16.0,2055,5311.282933
22.0,3328,5346.361583
7.0,1562,5364.204699
13.0,2520,5392.388042
31.0,4480,5457.728093
23.0,3511,5497.630699
9.0,1783,5520.61761
19.0,2771,5551.536239
17.0,2234,5576.420408
19.0,3012,5625.303426
12.0,2278,5656.550356
14.0,1630,5679.841058
19.0,2630,5712.55381
15.0,2119,5736.930745
15.0,2918,5787.12227
13.0,2651,5820.644448
15.0,2649,5850.051435
18.0,2489,5879.112544
15.0,2953,5909.384572
25.0,2840,5954.069089
19.0,2186,5978.700132
15.0,1599,5997.034832
17.0,2538,6026.879087
22.0,1613,6043.989982
23.0,1685,6061.433451
32.0,3710,6111.052168
15.0,2261,6134.430521
17.0,2113,6157.499365
18.0,2859,6191.162793
24.0,3709,6231.20228
26.0,2125,6263.896834
17.0,2703,6292.573035
33.0,3663,6332.408216
18.0,2877,6361.550527
20.0,1979,6394.04623
26.0,3965,6451.146949
26.0,3609,6496.420545
23.0,3346,6539.525907
24.0,3353,6593.466402
17.0,1970,6615.759291
14.0,2531,6643.662807
24.0,2964,6687.878498
28.0,3662,6740.035429
20.0,3119,6785.30836
29.0,3245,6831.351041
14.0,2594,6866.742776
18.0,3049,6904.545811
11.0,1926,6936.794031
23.0,2361,6964.496542
25.0,2729,6993.3196
20.0,1913,7011.363662
25.0,3218,7049.721581
19.0,2902,7088.060363
16.0,1990,7110.560972
18.0,2693,7143.257722
19.0,2821,7172.387954
13.0,1862,7194.547926
23.0,3006,7236.620543
12.0,2347,7260.301853
27.0,2357,7284.088249
26.0,3521,7324.00934
19.0,2962,7357.749112
17.0,3147,7402.515855
21.0,2472,7430.737575
24.0,2425,7454.715485
20.0,2554,7484.5899
21.0,2671,7523.539596
18.0,2694,7577.036197
20.0,3138,7623.140235
21.0,3001,7668.702153
14.0,2536,7705.763627
26.0,2589,7748.115985
17.0,2406,7780.174661
35.0,3054,7824.585816
16.0,2525,7857.3236
28.0,3365,7896.236061
16.0,2326,7936.058934
22.0,3610,7987.757621
25.0,3400,8030.644338
32.0,4081,8087.103956
30.0,3500,8126.717848
27.0,2189,8149.84915
20.0,3216,8184.367329
14.0,1474,8201.130028
34.0,3672,8253.679062
17.0,2469,8280.529837
35.0,2805,8322.140983
44.0,4566,8370.883187
17.0,2994,8417.333253
23.0,3566,8462.605687
21.0,2983,8498.446434
22.0,3367,8537.968179
23.0,3492,8593.188477
38.0,2745,8626.270574
19.0,2845,8659.66777
18.0,3331,8700.616266
27.0,3893,8763.756155
52.0,4750,8820.281306
16.0,2338,8849.989522
21.0,2815,8882.752739
18.0,3068,8940.781503
26.0,3298,8979.291672
15.0,2328,9016.247711
37.0,4171,9073.110224
21.0,3207,9123.520267
21.0,2508,9153.518954
20.0,2384,9180.7453
23.0,3256,9226.170507
31.0,3511,9281.806845
31.0,2953,9317.356761
10.0,2124,9340.837328
37.0,3632,9383.703938
20.0,3299,9432.180609
21.0,3328,9483.628646
23.0,3487,9526.5771
38.0,4555,9586.951527
20.0,3102,9633.316345
19.0,1789,9654.81181
21.0,3079,9692.549979
26.0,3602,9737.542892
20.0,2808,9778.38944
19.0,3220,9817.146585
19.0,1725,9835.085887
15.0,2804,9864.298498
20.0,3010,9899.079544
11.0,2164,9935.561575
10.0,1967,9961.303399
16.0,2936,9990.819753
25.0,3015,10024.609766
21.0,3345,10059.667956
19.0,2685,10097.362217
11.0,2207,10124.559152
27.0,3153,10158.906622
36.0,4718,10210.723747
32.0,3952,10269.330293
26.0,3369,10308.689502
26.0,2633,10337.226321
14.0,1657,10354.671682
14.0,2439,10388.932798
31.0,3679,10429.058265
16.0,2806,10463.550446
34.0,3926,10509.153677
32.0,3463,10568.630011
31.0,3626,10616.390194
27.0,3888,10657.958387
37.0,3817,10726.152458
22.0,3161,10771.994827
15.0,2728,10806.657917
31.0,3900,10848.987692
27.0,3528,10899.104508
24.0,3476,10939.329165
10.0,2088,10962.011567
39.0,3152,10996.260204
22.0,3372,11042.686147
48.0,4983,11099.238533
16.0,1789,11116.960497
42.0,4501,11167.861063
28.0,3612,11219.031085
18.0,2838,11248.81446
19.0,2619,11278.08154
16.0,2955,11312.296064
38.0,4188,11369.837513
21.0,3365,11405.094393
23.0,3248,11440.052742
20.0,3065,11474.779994
22.0,2707,11517.391286
27.0,3929,11563.350848
30.0,4144,11610.065078
43.0,4955,11678.2389
20.0,3021,11708.678485
21.0,2998,11742.702752
21.0,2889,11772.829891
26.0,3175,11824.919195
28.0,2778,11854.997078
16.0,3231,11890.575058
31.0,3463,11930.758396
15.0,2792,11970.895948
28.0,3983,12016.302532
30.0,3707,12059.127913
16.0,2936,12091.927888
19.0,2664,12138.693508
21.0,3238,12173.889274
11.0,1984,12196.47705
8.0,1727,12214.245671
18.0,3181,12248.79407
24.0,2968,12296.174433
10.0,1913,12322.640213
26.0,2764,12361.108195
36.0,4451,12416.228448
25.0,3642,12471.336316
37.0,3994,12518.104918
17.0,1939,12543.529338
29.0,3878,12596.02487
23.0,2706,12643.75021
21.0,3310,12682.702104
31.0,3740,12723.022354
43.0,4193,12772.450623
26.0,3362,12821.985188
33.0,3535,12868.80068
22.0,3433,12908.148356
33.0,3585,12952.891993
30.0,3657,12992.920944
25.0,2719,13025.459551
16.0,2858,13054.657076
35.0,3212,13102.097381
26.0,2553,13131.145641
19.0,3370,13176.692598
30.0,3291,13213.862753
29.0,3989,13273.860605
28.0,3417,13324.029497
35.0,3646,13365.385653
43.0,3621,13407.688132
38.0,4047,13471.682923
28.0,3037,13506.975185
30.0,3554,13547.49555
42.0,4938,13621.211617
31.0,3391,13663.036364
35.0,4332,13714.270574
35.0,4392,13774.762254
19.0,3038,13809.325581
15.0,2654,13838.664995
30.0,3226,13874.663416
24.0,2157,13901.879278
33.0,3482,13959.351766
33.0,3876,13999.769593
28.0,3771,14039.949471
17.0,2858,14085.798685
19.0,3497,14127.087081
34.0,4452,14178.098222
40.0,3970,14223.862938
48.0,4400,14281.712526
33.0,2241,14308.029408
20.0,1765,14329.84369
34.0,3481,14370.812496
32.0,3937,14434.327536
27.0,3280,14469.176221
27.0,2689,14498.232392
35.0,3307,14537.437263
60.0,5035,14613.330169
21.0,2975,14648.130519
49.0,4700,14702.076747
42.0,4167,14765.625553
54.0,4433,14820.560308
41.0,4467,14880.327627
16.0,2799,14924.397311
24.0,3738,14973.186668
29.0,3146,15010.344852
54.0,5352,15102.409656
31.0,3877,15143.35527
23.0,3128,15177.63395
51.0,5249,15247.339826
45.0,3880,15292.558847
14.0,2549,15321.120219
21.0,2809,15350.180146
16.0,2511,15394.14123
47.0,4521,15442.733504
31.0,3972,15488.203286
32.0,3856,15529.690788
35.0,2801,15575.922353
37.0,3210,15611.426069
21.0,3354,15646.147688
26.0,3348,15684.750185
40.0,4493,15742.623039
40.0,3945,15787.124242
36.0,4584,15849.770367
38.0,4021,15890.648001
22.0,3650,15930.689363
45.0,3985,15975.793093
32.0,3059,16021.538822
26.0,3688,16061.414945
32.0,2945,16094.867201
23.0,2403,16118.420449
18.0,2928,16164.994254
31.0,3903,16205.354381
38.0,3438,16244.496387
24.0,3363,16279.159555
33.0,3365,16340.65521
29.0,3025,16372.157759
25.0,3300,16416.278882
45.0,5379,16494.556063
49.0,4592,16551.316866
48.0,4637,16612.338386
46.0,4850,16691.319617
21.0,2736,16721.992654
19.0,3316,16763.581191
68.0,6178,16850.348088
30.0,3521,16894.86664
21.0,2750,16937.418162
23.0,2784,16976.404405
23.0,3477,17033.440563
37.0,4000,17084.054004
32.0,4180,17145.464255
21.0,1837,17173.982079
48.0,4086,17239.001692
28.0,2555,17272.666816
69.0,6089,17354.413608
27.0,3439,17415.805112
30.0,3189,17458.815768
44.0,4923,17520.000702
32.0,4436,17590.632162
28.0,3643,17636.937895
33.0,4124,17688.257053
59.0,5760,17766.473265
36.0,4227,17812.368722
22.0,3116,17846.588487
16.0,2563,17886.961091
27.0,2486,17915.287466
37.0,4052,17962.421293
29.0,3554,18002.101428
36.0,3875,18062.151304
33.0,4148,18108.634585
28.0,3575,18143.88885
29.0,3699,18199.347594
14.0,2389,18222.847273
27.0,3082,18256.706039
39.0,4963,18313.353571
39.0,2921,18363.552408
30.0,2689,18394.667516
33.0,3919,18439.357182
31.0,4464,18495.579821
36.0,3831,18552.802415
42.0,4529,18599.39108
35.0,4420,18650.199898
51.0,5468,18718.558349
37.0,3782,18763.127127
37.0,4009,18820.773327
56.0,5170,18878.502512
30.0,3353,18917.549966
27.0,3217,18952.020161
82.0,5353,19022.938248
54.0,5485,19085.204263
36.0,3215,19130.287551
15.0,2491,19158.576735
26.0,3164,19192.842828
20.0,3362,19227.751928
38.0,4261,19290.781108
74.0,6373,19363.271841
13.0,2426,19386.86898
20.0,2495,19414.903357
28.0,3780,19474.272881
61.0,5373,19535.479162
35.0,3769,19575.639395
16.0,1806,19606.477681
17.0,2760,19639.178155
31.0,3872,19679.449219
50.0,4971,19746.224784
26.0,3450,19781.12527
10.0,2167,19804.026373
30.0,3399,19843.034256
51.0,4139,19903.347861
37.0,4636,19954.140277
22.0,2622,19982.432981
36.0,4106,20023.302911
50.0,4383,20085.845957
21.0,2962,20115.619068
54.0,5079,20171.8131
31.0,3247,20217.078651
37.0,4721,20272.30385
47.0,5375,20329.457124
34.0,3700,20382.618817
26.0,3674,20422.617049
23.0,3248,20456.915032
22.0,3079,20504.028893
38.0,4283,20549.606456
29.0,3180,20583.835481
28.0,3090,20617.537418
75.0,5152,20688.183014
50.0,4958,20744.141942
33.0,3910,20784.357343
51.0,5353,20858.659757
26.0,2987,20887.98092
62.0,5827,20971.945842
31.0,4277,21017.447512
20.0,2702,21045.932113
42.0,5024,21116.776634
67.0,5821,21179.551982
24.0,2767,21208.50404
28.0,3390,21247.129994
28.0,3251,21295.415441
47.0,4974,21347.523779
26.0,3133,21381.668995
28.0,3219,21431.300196
57.0,4721,21483.917817
27.0,3626,21524.903071
49.0,4833,21590.507133
18.0,2849,21619.941572
38.0,3571,21659.616803
23.0,3095,21693.588806
48.0,4306,21750.826394
52.0,5294,21813.758354
43.0,5151,21881.855413
23.0,3325,21916.96754
29.0,2626,21945.691741
50.0,3839,21991.500436
60.0,5758,22082.775233
27.0,3932,22127.856975
42.0,4573,22178.600363
46.0,4406,22252.87263
35.0,3933,22301.78299
33.0,3890,22342.462836
33.0,3740,22398.533556
43.0,3751,22438.241267
32.0,4169,22483.760663
36.0,3533,22533.528254
32.0,2128,22560.263571
51.0,4115,22601.232852
26.0,3002,22634.773057
11.0,2181,22668.97052
38.0,4141,22714.24613
20.0,2758,22742.975281
23.0,2621,22771.053293
46.0,4603,22832.349994
27.0,2912,22866.245809
40.0,4913,22917.864259
26.0,2854,22950.961053
44.0,4782,23015.652345
39.0,4682,23068.506784
55.0,3951,23121.56467
44.0,4077,23167.971755
23.0,1865,23195.588772
56.0,5109,23257.395364
29.0,3867,23315.09562
33.0,2723,23343.576543
39.0,4459,23393.797601
40.0,3756,23446.686921
30.0,4166,23492.40521
56.0,4974,23555.936136
18.0,1641,23578.761525
45.0,3655,23652.645296
52.0,4743,23718.582311
26.0,3250,23752.788848
33.0,4336,23815.856041
27.0,3277,23850.370005
39.0,3941,23895.236668
45.0,4487,23959.383085
48.0,4298,24007.662461
19.0,2715,24036.543132
48.0,4518,24087.346804
44.0,5252,24157.074497
21.0,2781,24185.726621
55.0,5072,24256.824906
32.0,3037,24291.021346
20.0,2901,24320.464068
22.0,2675,24349.103884
40.0,4221,24411.745994
43.0,3442,24450.906763
38.0,3482,24490.166502
41.0,4615,24541.186765
41.0,3670,24596.451477
56.0,4074,24637.010565
19.0,3403,24675.8299
35.0,3828,24730.126307
42.0,4322,24780.635665
41.0,4835,24832.52802
42.0,5182,24902.471268
57.0,5012,24956.289798
26.0,2589,24985.631671
48.0,4702,25051.804714
25.0,3121,25085.537906
59.0,5077,25141.553725
33.0,3304,25187.557337
21.0,3519,25226.457223
32.0,2787,25255.011235
30.0,4003,25299.77947
43.0,4858,25363.174579
22.0,2581,25391.311666
20.0,1761,25413.61553
52.0,4871,25492.27854
48.0,4246,25549.863938
50.0,4666,25608.126012
71.0,4636,25680.499438
53.0,4561,25739.655686
41.0,3942,25783.466809
56.0,4064,25860.584399
38.0,4641,25911.724888
40.0,4419,25962.222797
26.0,3691,26015.409929
55.0,5208,26072.384627
42.0,3252,26106.567775
15.0,2656,26134.98731
22.0,3604,26189.340816
45.0,4895,26241.198807
36.0,3050,26275.105027
54.0,4696,26339.932909
17.0,2956,26373.39605
23.0,2990,26406.869338
44.0,4306,26468.474404
31.0,4161,26519.792898
41.0,3949,26563.697691
34.0,3811,26607.886755
48.0,4565,26675.071482
55.0,4973,26727.772312
20.0,2999,26762.14083
42.0,5147,26836.207902
44.0,4205,26882.165655
36.0,3435,26917.835503
38.0,4743,26990.913403
57.0,4871,27043.114329
50.0,4975,27120.358024
78.0,4770,27173.671625
26.0,3647,27225.050473
23.0,3260,27285.880538
59.0,5921,27358.805194
62.0,4716,27415.424108
60.0,5073,27491.192408
53.0,5165,27558.965098
30.0,2631,27587.877902
38.0,4372,27665.262395
36.0,4127,27711.903235
58.0,4257,27759.470639
48.0,4084,27824.739863
29.0,3723,27865.664591
60.0,5359,27925.330714
41.0,3481,27983.959357
59.0,5112,28053.756943
58.0,5374,28135.151376
57.0,4793,28186.613657
40.0,4285,28232.91271
53.0,4501,28299.786179
44.0,4847,28350.575112
36.0,2637,28378.962292
47.0,4439,28443.966105
19.0,2447,28471.280303
32.0,3809,28511.296602
71.0,5602,28574.086017
55.0,5581,28660.898541
10.0,1832,28682.409431
45.0,3968,28737.311714
50.0,4076,28814.060853
52.0,4357,28878.863299
28.0,3900,28935.543911
36.0,3135,28999.668576
60.0,4860,29070.89673
62.0,4922,29128.646804
47.0,4246,29202.897377
50.0,5317,29273.781298
17.0,2861,29308.561119
70.0,6497,29404.404482
51.0,4702,29461.487425
36.0,3585,29497.547378
48.0,5057,29573.849504
28.0,3604,29617.786414
27.0,1897,29641.599465
61.0,5582,29722.480402
47.0,3908,29778.089617
38.0,4290,29843.509258
51.0,4638,29926.672487
56.0,5546,30003.301789
73.0,6704,30111.707955
35.0,3445,30152.044926
24.0,2446,30187.582561
65.0,5099,30257.892768
39.0,3293,30292.37896
30.0,2635,30321.979857
70.0,5105,30378.981599
30.0,3672,30434.645176
36.0,3450,30485.344463
41.0,3661,30540.756417
60.0,5252,30635.855381
32.0,3657,30681.677464
36.0,3341,30730.25608
43.0,4285,30801.438919
47.0,4260,30861.540396
56.0,4709,30952.812921
48.0,4313,31039.259197
45.0,4570,31105.714451
54.0,4825,31167.946562
25.0,3787,31249.832467
56.0,3455,31296.385073
49.0,4058,31351.634081
49.0,3529,31420.550075
47.0,4621,31474.77714
66.0,4710,31532.538953
55.0,3809,31603.267416
69.0,5334,31668.801835
33.0,3682,31722.958717
40.0,4383,31806.756807
48.0,2784,31850.761335
53.0,4803,31907.524767
66.0,5573,31985.535259
35.0,4061,32027.631603
50.0,4375,32080.723809
43.0,4787,32150.465011
48.0,4200,32199.358668
21.0,2146,32223.621626
73.0,6274,32317.925757
73.0,6375,32412.569403
61.0,5409,32498.917656
55.0,5049,32568.096724
38.0,2395,32593.072232
60.0,5775,32674.397944
24.0,2245,32704.313058
53.0,5581,32765.841759
29.0,3126,32816.976519
57.0,5428,32878.898753
49.0,4006,32920.100131
44.0,3848,32980.410326
51.0,4620,33031.669878
40.0,3237,33065.964536
47.0,4934,33134.893317
70.0,6265,33208.546304
49.0,5158,33291.515631
70.0,4939,33347.447721
44.0,3893,33388.016677
41.0,3771,33431.904831
83.0,7302,33525.596972
24.0,3930,33578.509734
58.0,5845,33683.724756
43.0,3197,33729.1673
37.0,3648,33781.915347
65.0,6164,33880.608687
56.0,3785,33923.440284
58.0,5901,34030.418928
71.0,5858,34118.067945
39.0,4880,34172.159745
66.0,5720,34262.83508
32.0,4043,34322.471591
70.0,5519,34402.628232
68.0,5449,34465.229413
47.0,4505,34516.313129
45.0,4310,34579.047672
39.0,3785,34622.180229
46.0,4259,34669.198292
49.0,3978,34729.084602
62.0,5291,34786.157731
52.0,4802,34859.607571
58.0,5312,34920.747215
49.0,4934,34972.262167
59.0,4630,35047.493273
36.0,4124,35107.933048
95.0,6449,35200.307197
43.0,4426,35270.741632
54.0,5193,35332.767308
53.0,4062,35403.445026
78.0,5911,35467.558303
36.0,3551,35506.677552
32.0,3638,35564.550416
32.0,4035,35609.452691
47.0,4852,35663.287149
41.0,4457,35727.027292
54.0,5094,35784.372319
85.0,5868,35871.573993
51.0,4105,35923.307651
70.0,5799,36004.812762
46.0,3429,36073.722019
60.0,5641,36151.383843
76.0,5211,36222.887333
77.0,4791,36301.685349
55.0,3682,36347.008522
79.0,5941,36447.412927
59.0,5161,36513.647215
85.0,5088,36584.079019
43.0,3675,36648.500882
43.0,3861,36694.041996
61.0,5527,36770.706777
60.0,5302,36858.786751
87.0,6191,36930.805964
35.0,4027,37004.771285
58.0,4844,37073.064948
49.0,4894,37129.642449
38.0,4269,37212.404463
68.0,5005,37263.969507
27.0,3954,37309.18267
53.0,4595,37378.477505
62.0,5166,37441.174427
53.0,5464,37517.121156
52.0,5072,37587.405863
27.0,2960,37621.231671
58.0,5083,37714.471251
37.0,3129,37755.788429
73.0,6415,37849.49532
104.0,5379,37923.814327
51.0,4199,37968.932397
59.0,4870,38036.52841
44.0,3853,38080.777732
57.0,4842,38146.547008
51.0,4320,38225.212149
40.0,3888,38276.07539
50.0,5176,38344.311688
58.0,4648,38414.834791
45.0,4606,38476.329407
51.0,5508,38571.871775
42.0,3258,38618.640784
42.0,3942,38667.226257
47.0,4576,38729.154915
62.0,5698,38823.511707
39.0,3733,38876.288105
62.0,4807,38955.108508
19.0,3021,38999.636472
45.0,4683,39064.806016
53.0,3965,39110.939136
73.0,6005,39210.416266
27.0,3408,39259.029863
59.0,5373,39340.142007
42.0,4032,39391.602969
49.0,4543,39451.074965
44.0,5043,39525.007569
56.0,5239,39594.812343
39.0,4004,39640.551018
73.0,6022,39729.913692
30.0,3167,39770.383218
42.0,3730,39810.445934
36.0,3791,39869.531112
69.0,5913,39936.336944
50.0,5114,40006.456714
92.0,5696,40072.406857
54.0,4754,40123.060629
59.0,5023,40189.862291
78.0,7182,40273.266918
48.0,4471,40340.919062
39.0,4704,40402.831388
78.0,5792,40490.037201
41.0,3147,40526.644506
35.0,3322,40568.768738
50.0,4151,40623.192457
67.0,4849,40702.254108
59.0,4871,40764.019917
24.0,2979,40802.807066
95.0,5030,40894.07794
67.0,5880,40968.146945
77.0,5124,41046.330535
51.0,4470,41101.859019
50.0,3867,41159.222092
28.0,3563,41221.765023
54.0,4731,41277.026396
56.0,5376,41350.326308
55.0,5025,41426.124814
43.0,3895,41471.818307
22.0,3266,41515.638769
60.0,5005,41607.929789
32.0,3319,41650.969258
46.0,4177,41699.602303
56.0,4808,41771.626303
63.0,6033,41854.288006
82.0,5473,41954.018174
69.0,5672,42023.690631
43.0,3927,42067.04781
86.0,5912,42164.73264
67.0,4577,42226.694983
84.0,5824,42314.481055
28.0,3819,42362.41084
42.0,4459,42417.567922
70.0,6387,42514.541846
40.0,3913,42573.378475
41.0,3925,42622.848896
82.0,6086,42710.167005
57.0,4647,42764.395092
85.0,5372,42859.031925
33.0,2853,42894.15226
54.0,4121,42945.555434
46.0,5111,43042.701345
53.0,4659,43097.891127
24.0,3560,43141.671076
37.0,3979,43220.996516
69.0,5737,43301.496987
151.0,5365,43398.971372
28.0,2877,43438.573685
50.0,4245,43492.110501
62.0,4809,43556.587541
45.0,4596,43625.070538
38.0,4063,43672.902466
47.0,3889,43719.005724
81.0,6362,43809.581895
38.0,4636,43863.848138
60.0,4681,43939.052554
52.0,4445,44002.811542
52.0,4516,44060.07213
49.0,4053,44130.409494
67.0,5431,44205.360677
61.0,4571,44288.169151
107.0,6621,44373.759224
36.0,3308,44421.771239
58.0,4794,44504.02413
73.0,4778,44563.301207
44.0,5085,44627.708223
58.0,4988,44718.978646
58.0,4665,44779.86323
44.0,4481,44861.090769
54.0,5045,44929.935092
52.0,3577,44974.665159
52.0,5433,45058.480193
85.0,5579,45127.224679
65.0,5592,45212.458377
67.0,4991,45270.194522
33.0,3090,45312.763106
66.0,4723,45397.661717
67.0,6021,45467.185937
47.0,4922,45520.463195
28.0,3030,45569.873311
82.0,6373,45643.585046
94.0,6059,45734.414498
50.0,5071,45799.506457
41.0,4438,45854.427643
81.0,6672,45963.606102
60.0,5085,46030.608786
79.0,5532,46124.064739
57.0,4739,46184.371034
67.0,5610,46271.924405
47.0,4165,46318.451569
42.0,4565,46365.821305
46.0,3272,46421.300796
71.0,5240,46479.015206
65.0,4521,46526.040457
57.0,4822,46599.729255
66.0,5369,46657.70326
75.0,5179,46733.096103
41.0,3654,46773.706294
56.0,4277,46824.160717
69.0,4829,46917.585956
109.0,5845,46983.061051
79.0,5460,47041.892603
44.0,4891,47120.077733
59.0,5701,47182.741675
68.0,6071,47271.2945
80.0,5260,47328.904409
72.0,6053,47417.473675
81.0,5479,47500.051448
39.0,4545,47567.675149
77.0,5927,47659.18094
67.0,5394,47723.118828
63.0,5835,47818.003223
48.0,4081,47865.345088
91.0,5507,47942.023467
44.0,4388,47995.584517
65.0,5567,48062.163382
110.0,6717,48172.481777
78.0,5732,48248.358343
59.0,4456,48333.781951
58.0,4803,48402.829422
70.0,5053,48471.5844
72.0,6126,48582.102636
