#{"t_start": 1764620713.0588615, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
26.0,3074,17500.654322
24.0,3600,17554.778658
19.0,3282,17598.092416
27.0,2693,17631.031982
14.0,2367,17663.087002
61.0,5374,17737.742381
36.0,3901,17778.43722
20.0,3028,17812.30822
26.0,3330,17851.375098
30.0,3530,17899.049072
46.0,4445,17953.619038
26.0,3061,17989.790244
28.0,2425,18013.564792
61.0,5296,18087.261255
31.0,4244,18136.819351
49.0,3401,18171.620494
56.0,5053,18239.31192
48.0,5102,18295.783786
46.0,4904,18371.297799
26.0,3603,18411.238669
42.0,3676,18452.316648
34.0,4094,18518.151963
26.0,3972,18563.767686
11.0,1827,18581.524567
25.0,3586,18621.511275
25.0,2891,18650.787644
33.0,3037,18695.176509
24.0,3241,18729.556308
23.0,1933,18751.867957
37.0,4529,18803.231977
22.0,2789,18848.733454
21.0,2532,18877.416026
21.0,3594,18917.155342
49.0,4989,18982.742688
24.0,3344,19021.859457
29.0,3839,19062.378918
41.0,3019,19096.476079
16.0,2625,19135.513355
27.0,3296,19170.250612
59.0,6112,19238.322633
28.0,3996,19296.491427
31.0,3980,19341.233086
36.0,3177,19375.286239
17.0,2477,19403.191683
42.0,4238,19468.077856
14.0,2352,19491.502895
31.0,3337,19530.065366
14.0,2382,19553.407979
16.0,2373,19594.286855
30.0,3016,19627.902078
37.0,3746,19667.717344
46.0,4686,19718.685172
24.0,3285,19763.919522
27.0,2750,19792.698231
44.0,4662,19843.769827
38.0,3575,19898.097294
12.0,2062,19920.663724
28.0,3408,19955.382768
29.0,3664,19995.093031
48.0,4551,20058.008847
9.0,1720,20075.235216
33.0,4367,20125.675019
47.0,3853,20165.779946
36.0,3663,20216.570739
29.0,3731,20256.490762
30.0,3574,20296.171001
47.0,4744,20360.545362
32.0,3153,20394.769284
49.0,4944,20450.824289
61.0,4559,20514.722876
38.0,4309,20560.519989
50.0,5313,20617.461914
43.0,4777,20686.878399
49.0,4611,20733.536708
41.0,4399,20783.538823
55.0,5853,20859.342567
28.0,2706,20887.788862
14.0,2487,20915.875312
44.0,4580,20983.57474
38.0,4017,21028.208019
36.0,3798,21068.375184
14.0,1419,21080.629395
25.0,3564,21134.689547
33.0,2961,21168.187138
24.0,2573,21196.605986
21.0,2486,21220.300081
34.0,4075,21279.109165
36.0,4224,21324.728219
47.0,4633,21375.71013
18.0,2906,21420.375441
31.0,3843,21461.387224
51.0,4408,21513.259452
61.0,5327,21584.698032
39.0,4544,21636.220003
39.0,4000,21677.036842
38.0,4783,21743.851898
38.0,4181,21790.326044
35.0,4030,21832.049983
32.0,3256,21881.916928
56.0,4580,21929.237804
52.0,4303,21982.416944
39.0,4758,22064.838927
42.0,3627,22104.732677
43.0,4270,22150.378117
29.0,3116,22199.074233
45.0,4448,22260.716849
22.0,3048,22296.652415
40.0,4010,22341.78262
42.0,4961,22409.835645
22.0,3029,22439.166101
45.0,3456,22478.330661
52.0,4617,22543.734537
48.0,4037,22588.562917
28.0,2722,22616.965063
14.0,2572,22645.305273
26.0,2813,22685.469893
42.0,3520,22724.76005
34.0,3874,22764.88948
48.0,4844,22826.91149
30.0,3894,22871.975083
22.0,3575,22911.286604
40.0,3137,22945.190255
36.0,4726,23009.448507
45.0,5122,23068.105598
58.0,5091,23136.74418
18.0,2527,23161.279761
34.0,4102,23216.346897
63.0,5194,23292.435696
29.0,3696,23332.111541
25.0,3732,23371.73055
37.0,3512,23411.183995
41.0,4914,23480.045057
51.0,4822,23533.356641
53.0,4171,23615.105804
12.0,1215,23630.835106
27.0,3572,23683.574436
35.0,4327,23736.220352
30.0,3800,23797.667499
34.0,3360,23832.361494
20.0,2579,23860.632225
37.0,3393,23895.53467
46.0,4579,23960.014986
53.0,4104,24007.688595
29.0,3272,24042.534379
43.0,3892,24087.04555
64.0,4633,24150.914051
25.0,3333,24185.316353
42.0,4054,24230.467234
46.0,4369,24291.731036
27.0,3512,24331.280065
76.0,4835,24383.217237
35.0,3630,24439.678265
42.0,3605,24479.331775
38.0,4736,24530.500378
45.0,4925,24602.174938
33.0,3775,24641.801791
18.0,3114,24675.742742
34.0,3755,24729.757166
43.0,4434,24780.626763
24.0,2300,24803.966703
28.0,3983,24849.211086
35.0,4176,24907.694367
28.0,3883,24949.232264
30.0,3491,24990.262827
44.0,5264,25061.936002
32.0,3602,25101.229017
27.0,3587,25140.46137
21.0,2989,25181.468733
35.0,2949,25214.51348
51.0,5087,25270.497483
32.0,4044,25323.44234
15.0,2468,25351.015622
31.0,3763,25390.920691
52.0,5015,25459.396646
36.0,4644,25534.98349
28.0,3606,25580.783891
40.0,4767,25638.719432
45.0,4274,25705.363569
61.0,5648,25776.788764
14.0,2443,25809.659672
39.0,3083,25870.889403
32.0,3543,25906.144664
31.0,3997,25951.224633
31.0,3942,26009.307734
42.0,3838,26049.668697
36.0,4382,26095.635374
21.0,2814,26128.517248
38.0,3858,26183.605814
52.0,3806,26224.046102
21.0,2506,26252.00877
56.0,4888,26321.637365
48.0,4426,26367.804104
21.0,3226,26402.074758
31.0,3901,26447.206089
37.0,4124,26511.551656
29.0,3472,26552.046711
41.0,3189,26586.062825
24.0,3143,26636.085835
28.0,2416,26663.791518
45.0,4727,26715.88272
29.0,3248,26750.993394
69.0,5561,26830.409733
56.0,4944,26882.909718
58.0,5030,26956.820251
40.0,4005,27002.607858
74.0,6489,27072.51072
31.0,4364,27144.159786
44.0,3785,27188.08869
52.0,3914,27241.914839
77.0,6516,27342.758381
36.0,3743,27391.833403
52.0,5498,27469.775926
33.0,3081,27510.257955
26.0,3420,27551.828936
37.0,3793,27600.910538
58.0,5142,27677.946115
54.0,5374,27741.032442
28.0,2921,27771.953406
42.0,4953,27848.161955
25.0,2886,27879.154395
60.0,4333,27930.386936
20.0,2430,27972.676047
38.0,3043,28015.181118
60.0,4087,28069.528396
40.0,4121,28135.054026
50.0,4423,28181.268712
50.0,4506,28232.356802
34.0,3501,28287.74388
38.0,4035,28332.622503
74.0,5798,28394.553499
25.0,3119,28443.555154
27.0,3360,28477.739588
62.0,6017,28544.57565
44.0,4691,28617.892826
39.0,4092,28670.838245
36.0,3904,28715.843452
68.0,5157,28813.730702
52.0,4514,28879.119326
66.0,6045,28990.154534
32.0,4172,29050.681818
36.0,3174,29093.589822
38.0,4332,29142.574979
25.0,3130,29202.227229
39.0,4175,29261.553304
40.0,3637,29302.336196
38.0,3886,29367.096762
34.0,4155,29417.247224
32.0,3778,29461.586463
34.0,4154,29526.107289
52.0,5575,29585.862144
78.0,5816,29659.273867
23.0,1873,29695.764129
52.0,3863,29749.188724
29.0,3592,29796.804579
39.0,4552,29882.771234
56.0,5069,29957.599187
58.0,5430,30026.440348
46.0,3884,30096.464322
28.0,3615,30144.846804
39.0,4075,30199.810246
53.0,4633,30263.292421
38.0,4470,30309.870269
48.0,5313,30368.498411
32.0,3313,30420.337371
46.0,4899,30492.957974
42.0,3116,30535.328691
58.0,5754,30636.753477
55.0,4633,30697.907133
39.0,4234,30761.051262
57.0,5767,30852.248633
28.0,3821,30923.854236
58.0,5413,31031.388707
62.0,5529,31115.027116
54.0,4999,31183.409467
57.0,4499,31272.592175
45.0,4536,31329.304755
59.0,6022,31437.738912
53.0,4773,31491.034985
39.0,4132,31546.317603
89.0,6833,31646.099102
75.0,5570,31729.580732
228.0,3838,31805.673378
62.0,5082,31878.643512
26.0,2186,31901.775467
51.0,4839,31969.435152
51.0,4606,32020.621267
43.0,4788,32074.80225
88.0,6775,32169.592061
71.0,4084,32217.360995
41.0,4422,32290.76429
70.0,4878,32352.524848
54.0,4585,32418.885228
48.0,4705,32498.914639
36.0,3890,32550.561876
45.0,4388,32605.668605
38.0,3376,32655.471152
56.0,4239,32705.588695
33.0,4268,32758.402747
46.0,4926,32827.937978
59.0,4817,32879.776023
18.0,2694,32912.811978
54.0,5573,32986.653183
87.0,6751,33060.710029
69.0,5494,33141.072588
32.0,3509,33184.15094
71.0,5508,33243.481201
59.0,4972,33324.426022
80.0,6089,33392.197228
31.0,3393,33426.876354
52.0,4499,33490.0785
29.0,2720,33518.413521
40.0,4932,33586.18591
59.0,4982,33676.949698
36.0,3782,33730.390466
87.0,4846,33802.681255
37.0,3120,33863.313615
64.0,5295,33923.095019
34.0,2876,33960.790667
35.0,2800,34028.626591
50.0,4876,34096.224866
44.0,4873,34155.488599
48.0,4108,34217.750285
51.0,4521,34285.060556
47.0,3217,34330.477162
42.0,3530,34389.659039
38.0,2958,34420.437221
25.0,3384,34459.359293
73.0,3785,34499.616979
64.0,5518,34578.853759
38.0,4414,34627.962419
41.0,3697,34669.18823
75.0,5899,34751.361654
31.0,3430,34786.303759
63.0,5918,34875.675524
73.0,4764,34926.668933
33.0,3241,34960.78645
45.0,4200,35024.403869
34.0,3789,35078.393802
47.0,4359,35139.1288
65.0,4808,35216.084612
54.0,5593,35296.968535
64.0,4653,35350.45923
42.0,3968,35417.262634
34.0,2645,35445.38628
42.0,3681,35484.976464
47.0,4272,35552.941142
42.0,4070,35593.831359
79.0,5308,35657.138589
55.0,3660,35713.445183
48.0,3708,35754.33111
29.0,2993,35789.716603
45.0,4181,35840.243976
34.0,3450,35893.374499
81.0,5341,35963.356559
26.0,3671,36014.227828
67.0,5596,36114.9329
75.0,5507,36194.680488
80.0,5893,36286.303336
57.0,5172,36352.348612
56.0,4413,36431.998925
59.0,5065,36492.567152
71.0,5860,36577.201652
42.0,3183,36634.367493
60.0,5572,36706.692169
47.0,4627,36764.741606
44.0,4346,36846.992632
49.0,4663,36899.998832
45.0,3779,36943.973301
29.0,4187,37020.750823
67.0,5342,37091.967409
31.0,3301,37135.62498
49.0,5163,37223.890667
45.0,4170,37268.699801
75.0,5683,37346.27202
41.0,4290,37398.933537
31.0,2474,37428.091869
72.0,6101,37511.192887
68.0,5678,37588.167619
40.0,4314,37649.240935
20.0,2424,37698.93843
43.0,5073,37769.8882
57.0,5379,37843.364985
43.0,4536,37912.379856
63.0,4806,37963.480208
64.0,5624,38041.521025
35.0,2656,38069.889405
59.0,4775,38131.867092
39.0,3585,38205.271854
46.0,4852,38267.898977
46.0,4924,38329.604118
53.0,4972,38407.428693
45.0,4773,38469.001299
52.0,5256,38544.221804
41.0,3793,38613.9101
50.0,4582,38673.585073
75.0,5960,38773.672075
64.0,4291,38830.396449
52.0,5758,38910.602427
68.0,4828,38991.977655
45.0,3953,39051.202526
68.0,5077,39110.285644
51.0,5082,39199.092666
51.0,4944,39264.496055
33.0,2865,39299.717052
60.0,4115,39365.891512
49.0,4775,39423.926821
62.0,4811,39506.817973
60.0,5599,39572.980884
31.0,3749,39621.43081
84.0,5940,39704.956557
74.0,4673,39765.094468
232.0,5552,39846.033237
58.0,4992,39902.066302
64.0,5624,39960.429281
40.0,4822,40032.1868
65.0,5641,40094.718559
71.0,5522,40167.028268
53.0,4066,40214.277076
76.0,5429,40273.412473
57.0,4827,40346.180284
53.0,4928,40408.842289
87.0,5909,40500.470442
40.0,4346,40552.94357
59.0,4033,40609.855387
67.0,5359,40690.882563
25.0,3260,40731.384903
36.0,3481,40775.472216
69.0,5178,40871.029661
72.0,5080,40939.264013
47.0,4944,40991.176932
48.0,4323,41065.382522
73.0,5937,41144.419829
64.0,5182,41228.111299
67.0,6243,41305.092065
58.0,4779,41386.967777
66.0,4823,41446.843398
61.0,4557,41499.517896
44.0,4194,41578.066724
37.0,3445,41631.098396
74.0,6509,41709.45323
71.0,5074,41779.144819
51.0,4825,41852.503838
62.0,4320,41934.162761
49.0,4369,41989.566859
55.0,4989,42048.558498
74.0,5658,42137.784619
69.0,5597,42214.326179
40.0,3316,42253.010758
46.0,4109,42320.833019
80.0,6506,42401.538206
67.0,5042,42480.838741
36.0,3565,42528.651597
54.0,5330,42602.910086
71.0,5079,42679.743111
52.0,4395,42731.006981
26.0,3112,42765.266792
68.0,5222,42859.438172
102.0,6013,42937.221534
87.0,5387,43034.501406
70.0,5325,43102.711369
101.0,6300,43206.295937
53.0,4399,43265.354902
67.0,4782,43338.056356
69.0,5457,43433.278472
40.0,2782,43465.270264
58.0,5031,43538.677933
64.0,6003,43624.658826
41.0,4057,43667.901667
56.0,4167,43719.528003
43.0,4045,43785.01561
59.0,4959,43845.919612
35.0,3497,43883.395609
70.0,5412,43976.260451
47.0,4667,44039.302577
87.0,5853,44130.135861
87.0,5626,44205.647249
60.0,5626,44306.440235
76.0,5983,44380.381584
65.0,5410,44474.243839
42.0,4018,44524.695811
65.0,5276,44595.048124
66.0,4723,44682.510244
75.0,5775,44759.415526
67.0,4297,44811.728616
59.0,4680,44896.38642
44.0,5294,44964.018177
88.0,5854,45057.502029
39.0,4313,45107.868247
66.0,4696,45165.352297
85.0,5817,45252.363544
67.0,3995,45304.171693
69.0,4767,45390.403306
67.0,4645,45444.172009
68.0,5351,45502.987365
31.0,3809,45562.448999
81.0,5507,45622.040363
65.0,4305,45674.204378
62.0,4913,45751.708647
53.0,4617,45814.503027
45.0,4540,45867.456885
82.0,5429,45962.899719
55.0,4803,46024.358773
43.0,3419,46088.500842
54.0,4468,46144.151567
76.0,5004,46209.769057
68.0,4730,46284.440847
67.0,5615,46347.457797
38.0,3512,46387.396153
45.0,4039,46445.317329
27.0,3370,46484.642425
50.0,4258,46530.915174
51.0,4429,46599.157546
79.0,4973,46651.804132
56.0,3505,46691.426098
74.0,6190,46778.681434
51.0,4477,46831.581896
45.0,3998,46892.220112
60.0,4183,46959.845368
64.0,4359,47006.848499
63.0,5028,47083.450957
77.0,4604,47137.240493
63.0,5014,47193.641203
50.0,4475,47259.974655
54.0,4591,47312.10025
47.0,4410,47366.20953
