#{"t_start": 1764620712.5160766, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
26.0,3851,8456.400764
18.0,2086,8482.673675
39.0,4360,8537.806498
33.0,4212,8599.568124
32.0,3551,8644.62073
35.0,4658,8700.66822
29.0,3594,8762.340596
19.0,3201,8799.101628
25.0,3386,8839.230444
28.0,2501,8871.092741
22.0,1997,8895.999893
25.0,3270,8954.024352
21.0,3224,8994.243849
22.0,3263,9040.516199
14.0,2036,9067.781682
24.0,2163,9106.189255
18.0,2886,9141.64066
23.0,2654,9172.177952
15.0,1614,9195.406813
17.0,1447,9209.993136
18.0,3058,9245.373881
22.0,3201,9300.022528
43.0,3798,9347.266171
30.0,3973,9392.122589
31.0,3592,9447.882564
27.0,2597,9485.577729
14.0,2381,9518.10952
22.0,3701,9569.83789
23.0,2350,9594.12534
14.0,2035,9628.263417
23.0,2195,9655.195199
26.0,3465,9698.315932
17.0,2854,9732.426573
17.0,3031,9778.376226
17.0,2712,9807.248812
11.0,1461,9824.42303
28.0,3503,9864.088635
26.0,3526,9900.568656
23.0,2555,9944.655271
19.0,2855,9979.070469
21.0,3356,10014.04137
39.0,4277,10060.211169
15.0,1747,10090.907043
14.0,2571,10119.25229
21.0,3120,10149.41
10.0,2032,10171.984515
16.0,2427,10200.138619
27.0,2533,10245.517535
34.0,3929,10287.272125
19.0,2837,10320.48649
15.0,2773,10349.536095
23.0,3285,10394.761086
34.0,4175,10440.676326
26.0,3505,10481.419028
24.0,3854,10527.080469
10.0,1972,10569.175127
28.0,3117,10610.681849
35.0,4061,10657.376493
31.0,3458,10699.385619
14.0,2381,10749.820988
30.0,3105,10795.219758
17.0,2788,10825.513063
34.0,4278,10872.463772
30.0,3616,10923.089011
36.0,3940,10968.171527
22.0,3716,11008.339314
27.0,2488,11047.783303
29.0,4499,11094.696793
24.0,2691,11123.477017
27.0,2936,11157.051203
51.0,5425,11230.75197
18.0,2794,11260.466212
34.0,3997,11302.367231
23.0,3917,11359.164374
19.0,3071,11393.15119
30.0,3626,11433.694303
16.0,3009,11468.211228
20.0,2626,11510.776973
23.0,3729,11551.556975
14.0,2610,11580.929193
26.0,3078,11615.529532
12.0,2455,11639.839322
20.0,3021,11685.387193
21.0,3123,11720.152627
36.0,3827,11761.163367
33.0,4676,11826.542555
19.0,2950,11861.518239
26.0,3584,11902.49048
23.0,2565,11931.313928
29.0,3715,11982.506052
24.0,2271,12006.046982
37.0,4281,12053.398047
30.0,3752,12100.581029
22.0,2571,12145.187662
17.0,3039,12179.633099
25.0,2193,12203.160539
34.0,3508,12242.91871
25.0,3632,12296.431029
21.0,2647,12331.552458
40.0,5009,12403.271174
34.0,3894,12458.111314
30.0,3788,12501.620554
35.0,4141,12552.563667
23.0,3019,12596.274138
23.0,3511,12654.625268
16.0,2661,12683.449718
29.0,3394,12718.618309
22.0,3266,12757.608153
30.0,3510,12811.036534
23.0,3395,12854.619596
10.0,1915,12875.4579
22.0,3661,12915.637108
22.0,3701,12964.792762
23.0,2157,12991.864689
20.0,3104,13021.620809
49.0,5351,13083.078769
29.0,4062,13145.788445
27.0,4082,13190.461307
21.0,1625,13209.024321
35.0,3615,13268.193492
19.0,3298,13316.353743
33.0,4446,13366.328373
50.0,5092,13437.408066
15.0,2692,13473.273726
29.0,2629,13506.923457
28.0,3682,13547.862307
29.0,3847,13609.393584
22.0,3421,13647.869302
31.0,3845,13693.353964
31.0,3866,13738.022998
25.0,2754,13781.261641
30.0,3331,13821.20373
26.0,3492,13857.464879
48.0,4759,13932.238579
55.0,6212,14000.627899
39.0,4708,14051.788321
30.0,3404,14108.368378
45.0,3738,14149.734473
23.0,2347,14173.468635
13.0,1506,14190.505583
39.0,4409,14252.712641
50.0,4602,14307.22348
21.0,1913,14325.421708
43.0,4560,14385.791332
20.0,3252,14435.406108
33.0,3264,14470.265687
46.0,4640,14521.939481
23.0,2245,14563.707239
28.0,2501,14596.177279
36.0,3571,14637.097902
36.0,4349,14689.54083
47.0,4889,14758.510657
29.0,2986,14797.445713
54.0,4522,14856.296563
40.0,4360,14923.794779
43.0,4135,14973.925262
39.0,3351,15011.907409
34.0,3975,15089.023707
17.0,3085,15125.472373
23.0,2869,15155.095703
32.0,3465,15195.062082
22.0,2754,15235.905105
28.0,2614,15264.667998
49.0,4191,15310.633555
48.0,4097,15356.192116
26.0,3311,15407.590738
35.0,3296,15447.352097
57.0,5516,15506.562735
30.0,3594,15559.638263
13.0,2331,15583.148206
36.0,3639,15624.048947
21.0,1985,15646.348497
38.0,4518,15708.205551
43.0,4446,15754.548494
28.0,1865,15776.36411
44.0,3510,15815.633944
33.0,3930,15867.959641
18.0,2940,15901.61078
18.0,2596,15930.084725
42.0,4764,15981.801386
40.0,4553,16044.418335
24.0,3144,16078.307856
16.0,2868,16107.426784
26.0,3629,16160.386412
45.0,4451,16210.647647
36.0,3933,16251.260308
41.0,4711,16319.429305
44.0,4244,16377.222293
29.0,3306,16416.80723
52.0,5134,16494.048992
19.0,3190,16534.003739
35.0,3896,16578.835415
20.0,2796,16619.571595
40.0,5024,16699.134475
20.0,2401,16727.750548
29.0,3344,16764.740965
40.0,3273,16805.532538
33.0,4381,16873.688855
19.0,3039,16915.08565
29.0,3089,16960.748565
27.0,3007,17011.12048
32.0,3962,17060.712596
18.0,3076,17106.286346
28.0,3460,17153.689915
35.0,2973,17208.153221
20.0,1979,17232.701638
45.0,4436,17286.132025
36.0,4408,17353.606412
25.0,2063,17397.013883
20.0,2456,17423.577515
36.0,4026,17482.569275
44.0,5069,17555.661794
37.0,4231,17611.519361
26.0,3601,17656.861644
32.0,3617,17700.683367
24.0,3094,17749.428307
25.0,3679,17789.429096
7.0,1430,17801.83578
23.0,2978,17835.582869
31.0,3283,17882.403082
55.0,5034,17941.845979
35.0,4271,17991.349418
15.0,2520,18019.5604
28.0,2998,18069.633388
28.0,4022,18114.619399
39.0,4331,18160.43227
26.0,2155,18194.724122
22.0,2820,18223.718225
36.0,4085,18268.796351
29.0,3607,18308.867033
31.0,1927,18348.067631
8.0,1599,18370.889153
35.0,4595,18422.31712
43.0,5199,18489.05246
15.0,2593,18529.632661
27.0,3385,18565.094213
18.0,2045,18587.538152
38.0,4112,18633.352412
35.0,4350,18690.040012
25.0,2173,18713.002653
18.0,3240,18747.440467
35.0,3688,18791.981208
30.0,2959,18838.164994
22.0,2652,18866.891648
54.0,5567,18929.584532
30.0,3764,18983.046641
53.0,5042,19039.781328
25.0,3852,19080.282799
28.0,3709,19131.2168
34.0,2905,19164.830756
51.0,5102,19221.564899
28.0,3066,19255.563305
21.0,3283,19307.310676
32.0,3886,19347.677216
11.0,2042,19370.033752
41.0,3756,19410.049056
34.0,4145,19474.586712
22.0,2537,19502.688282
51.0,5015,19558.517067
20.0,2874,19601.054995
32.0,3475,19640.084145
59.0,5964,19703.216874
28.0,2666,19742.348308
48.0,5071,19798.759322
29.0,3318,19837.436619
52.0,4737,19903.679446
30.0,3647,19943.361603
45.0,4328,19989.057392
29.0,3923,20042.049894
24.0,3514,20080.936476
22.0,3589,20120.852524
17.0,2849,20149.711851
48.0,4061,20205.746955
26.0,3288,20244.271957
31.0,4141,20289.620531
15.0,2565,20313.823646
26.0,2545,20355.068503
50.0,5095,20411.76418
57.0,5201,20468.56792
41.0,3970,20526.353848
40.0,5012,20578.559313
37.0,4226,20623.9866
39.0,4880,20693.632445
50.0,5042,20749.827334
50.0,4926,20814.477966
24.0,2840,20847.641199
42.0,4178,20892.877438
62.0,5879,20972.946345
16.0,2515,21000.930098
33.0,4161,21046.060309
18.0,2224,21069.184105
30.0,3663,21123.473337
43.0,3734,21163.470308
44.0,4157,21209.065367
25.0,3007,21242.427096
44.0,4919,21308.09348
44.0,3837,21352.572903
20.0,3126,21386.597654
28.0,3528,21433.142014
55.0,5993,21502.398288
28.0,3280,21538.344301
38.0,3581,21591.363176
33.0,3298,21626.136806
18.0,3141,21660.400071
18.0,2352,21687.950846
30.0,3547,21738.632209
23.0,3747,21779.346297
48.0,4029,21825.40129
27.0,3773,21877.066874
39.0,4040,21922.390317
33.0,4332,21969.348357
53.0,5458,22060.313417
61.0,5491,22122.586131
32.0,3676,22162.2777
57.0,5003,22244.074313
34.0,4533,22297.216715
42.0,4590,22348.202206
33.0,3373,22398.976337
44.0,3825,22438.9227
54.0,4783,22490.353938
59.0,4686,22555.825734
28.0,4041,22600.602576
42.0,4781,22652.076976
21.0,2465,22691.161064
17.0,3206,22725.409051
25.0,3157,22759.324994
47.0,5192,22826.447012
54.0,4778,22878.265745
49.0,4413,22924.272009
25.0,2581,22965.160218
35.0,5016,23022.234824
27.0,3060,23057.319108
43.0,4118,23104.019506
44.0,3735,23154.842082
25.0,3842,23204.706591
50.0,3977,23252.584043
48.0,4647,23320.818471
28.0,3400,23355.466826
48.0,5186,23412.240388
31.0,2847,23458.105464
32.0,3682,23498.239973
24.0,2783,23527.640224
43.0,5180,23623.919847
37.0,3910,23683.483716
33.0,3724,23730.312325
39.0,3926,23771.043339
33.0,4164,23833.497566
27.0,3511,23872.754453
45.0,3277,23907.425482
40.0,4883,23976.843027
49.0,4936,24031.440417
46.0,3952,24076.358548
23.0,3328,24124.14121
40.0,4266,24169.436674
28.0,3854,24213.86988
26.0,3408,24263.453593
35.0,3939,24308.794393
38.0,3961,24349.684837
51.0,5378,24428.131822
47.0,3887,24468.701111
21.0,3025,24502.586671
49.0,4352,24564.085237
51.0,5375,24625.216287
28.0,3601,24664.507382
29.0,3252,24698.82723
45.0,4661,24764.303982
28.0,3844,24804.906003
45.0,5366,24878.737581
55.0,4341,24926.107476
26.0,3374,24962.366844
43.0,4380,25028.42159
44.0,3477,25063.412592
39.0,4388,25113.294694
35.0,4480,25159.438113
26.0,3695,25214.555022
24.0,2643,25242.763741
23.0,2762,25271.327067
29.0,2009,25293.699002
34.0,3695,25345.330743
38.0,3778,25385.200841
19.0,3230,25422.370875
26.0,3273,25467.994164
31.0,3944,25535.574471
41.0,4805,25594.998219
29.0,3099,25631.731317
42.0,3541,25692.199465
19.0,2973,25727.086833
42.0,4058,25777.673873
60.0,5181,25866.684366
46.0,4977,25922.86472
40.0,4909,25974.892696
48.0,4532,26038.815754
24.0,2915,26072.2765
63.0,5409,26129.403013
48.0,5250,26201.168776
41.0,4051,26246.336303
36.0,4173,26291.996943
34.0,4271,26351.321899
31.0,4100,26396.461023
65.0,5481,26469.827811
38.0,4074,26521.171064
40.0,4585,26574.836735
30.0,3630,26630.419377
32.0,3712,26670.652798
33.0,3228,26705.289407
28.0,3272,26744.784312
47.0,4104,26807.417518
72.0,6388,26876.706622
38.0,4653,26945.216959
57.0,5445,27003.941884
39.0,3500,27043.543285
33.0,3673,27099.662438
44.0,3829,27145.786441
57.0,5236,27212.000517
58.0,5051,27302.00939
74.0,6536,27385.995313
33.0,2660,27414.772588
38.0,3789,27470.80986
34.0,4445,27531.661748
47.0,4857,27587.740521
48.0,3978,27659.866077
22.0,3594,27700.693774
66.0,5860,27765.895728
18.0,2443,27808.317187
24.0,2941,27843.098337
37.0,3566,27884.599868
44.0,4962,27951.408512
54.0,4779,28021.770896
51.0,4529,28076.257081
66.0,5747,28159.174812
48.0,4623,28210.51643
39.0,4054,28255.659695
38.0,2513,28299.847365
63.0,6014,28362.1749
42.0,4624,28412.866049
42.0,4290,28477.199321
77.0,6142,28540.159788
41.0,4177,28604.790981
43.0,4811,28671.253088
38.0,3939,28716.235119
49.0,5367,28819.300955
52.0,4988,28887.951788
22.0,2474,28927.323964
37.0,3994,29006.225622
31.0,3825,29059.013025
58.0,4794,29117.674074
34.0,2549,29150.315126
50.0,4198,29225.693353
45.0,3899,29274.221602
40.0,4562,29332.872628
37.0,3691,29390.893155
33.0,2795,29427.953406
53.0,4834,29479.584692
47.0,4266,29545.253798
63.0,5416,29611.496033
35.0,3970,29655.005636
53.0,4386,29729.315948
42.0,3984,29779.470385
48.0,3998,29843.586398
38.0,4253,29919.141421
35.0,4155,29977.668739
41.0,5078,30047.62086
64.0,5581,30138.316972
75.0,5220,30206.101852
54.0,4992,30270.574076
41.0,4355,30321.710856
36.0,4394,30368.573819
49.0,4911,30443.041608
35.0,3598,30499.966588
16.0,2756,30535.199724
35.0,4633,30622.907711
72.0,6111,30705.630448
36.0,3342,30753.195032
44.0,4080,30820.666956
59.0,5247,30907.397354
19.0,3126,30963.870866
25.0,3624,31039.546365
47.0,4579,31106.012448
30.0,2781,31141.574414
69.0,5199,31240.230887
38.0,3049,31285.326307
52.0,5240,31352.780382
43.0,3781,31427.122483
35.0,3399,31468.433501
37.0,3824,31509.126292
64.0,5487,31603.490437
57.0,4183,31653.130989
35.0,4149,31714.575043
20.0,3054,31754.726667
48.0,4136,31837.340821
27.0,2494,31873.759066
33.0,3373,31908.72629
78.0,6355,31997.729187
37.0,3453,32033.450235
56.0,5010,32093.288187
42.0,4615,32163.508869
54.0,4514,32212.578052
55.0,5375,32297.605635
67.0,5432,32367.132597
52.0,3404,32419.066548
64.0,5143,32506.555327
31.0,3456,32550.793841
26.0,3870,32600.151121
64.0,5204,32673.892514
36.0,3480,32711.738493
35.0,4012,32759.590464
63.0,4515,32827.865121
50.0,5133,32885.062878
41.0,4699,32936.365677
27.0,3390,32987.128727
74.0,6057,33054.986534
52.0,4042,33100.104565
49.0,4767,33173.271984
58.0,4494,33220.319167
48.0,4432,33296.872104
20.0,2955,33330.25955
42.0,4282,33376.224005
67.0,5802,33451.737856
42.0,3827,33491.619173
28.0,4108,33542.169281
38.0,4028,33600.746413
51.0,5112,33692.227675
42.0,3525,33744.250118
54.0,4703,33827.077415
41.0,3842,33875.883143
50.0,5138,33937.943995
95.0,5741,34045.276629
39.0,5002,34118.70029
49.0,3866,34161.348657
82.0,6446,34262.196084
31.0,3946,34316.316563
51.0,4428,34390.07524
53.0,4377,34437.616197
55.0,4706,34488.812653
43.0,4489,34556.842465
42.0,4462,34603.141293
27.0,3393,34646.329254
65.0,5350,34718.755974
43.0,4193,34764.122669
63.0,5163,34821.867079
28.0,4314,34888.68733
37.0,2986,34922.073341
39.0,3973,34966.517133
39.0,4425,35033.491632
52.0,4752,35101.859779
38.0,3038,35140.434215
33.0,3573,35199.912999
69.0,4440,35270.727073
40.0,3067,35305.846148
52.0,4416,35358.917358
54.0,4921,35434.764738
49.0,4285,35484.208821
31.0,2853,35513.074235
28.0,2545,35559.522045
64.0,4501,35609.893835
70.0,4787,35663.521031
60.0,4954,35732.925788
61.0,4454,35784.189287
35.0,4172,35834.819285
58.0,4862,35909.505127
60.0,5251,35977.238533
48.0,4656,36066.894704
53.0,4734,36130.124114
64.0,5221,36209.474812
51.0,5626,36294.739323
280.0,2941,36335.520413
36.0,4714,36393.548886
59.0,4278,36468.233096
88.0,6586,36555.897348
36.0,3886,36627.242927
57.0,3901,36675.158472
72.0,5245,36741.664993
64.0,5895,36841.468168
61.0,4927,36900.795961
43.0,3257,36938.192892
32.0,4171,37013.905472
53.0,5148,37086.346983
73.0,5974,37182.798762
72.0,5399,37247.389169
52.0,5385,37304.249264
62.0,4744,37378.659387
57.0,5419,37442.262321
81.0,5820,37525.197929
37.0,3207,37566.198122
55.0,3918,37620.247366
80.0,6123,37728.546242
46.0,4237,37785.13831
40.0,4357,37843.524512
77.0,4621,37912.880117
58.0,4607,37963.380237
79.0,5686,38041.560468
59.0,4432,38087.59295
69.0,6059,38177.363669
41.0,4199,38250.176609
49.0,3629,38293.60657
40.0,4288,38353.152454
72.0,5474,38433.7976
46.0,4041,38491.544695
67.0,6314,38601.055307
52.0,5723,38673.573802
71.0,5764,38769.266925
72.0,5851,38847.008322
45.0,4466,38911.232692
34.0,2429,38961.01505
52.0,4639,39023.164286
91.0,6155,39099.678149
57.0,4919,39191.382768
41.0,3608,39236.669969
39.0,4207,39291.336348
71.0,5827,39379.0983
51.0,4288,39430.890736
44.0,4321,39507.186393
32.0,3666,39549.274478
87.0,6263,39627.545785
53.0,4581,39694.778356
52.0,4161,39745.872187
66.0,5722,39815.674276
41.0,4712,39885.692829
45.0,5035,39937.792411
46.0,3738,39991.250199
55.0,5241,40055.47707
28.0,4003,40096.386965
76.0,6453,40183.669492
72.0,5222,40244.819
30.0,3389,40279.228667
53.0,4740,40348.186976
28.0,3193,40396.929705
40.0,3080,40426.209697
64.0,5172,40509.231122
48.0,4959,40575.52085
59.0,4455,40629.927258
55.0,5624,40716.920451
62.0,4997,40782.647858
43.0,4344,40864.791131
31.0,3068,40908.923188
43.0,3670,40952.027608
52.0,5079,41025.664871
61.0,5286,41094.114814
69.0,5117,41167.587581
25.0,2461,41216.465128
70.0,6011,41286.021972
43.0,4397,41349.829023
41.0,3563,41409.264902
49.0,3600,41449.429017
83.0,6767,41562.566117
74.0,6482,41650.833445
42.0,3930,41698.664656
47.0,4839,41766.569587
41.0,4439,41824.543755
93.0,5538,41927.409058
51.0,4163,41983.994304
55.0,4806,42037.147262
46.0,3218,42074.485222
49.0,4406,42151.097706
70.0,5903,42228.311184
68.0,5631,42315.452261
58.0,5117,42382.757714
97.0,6053,42474.888618
56.0,4485,42529.802991
89.0,6622,42623.277959
71.0,5662,42704.679237
37.0,4250,42753.949113
44.0,4273,42830.289324
69.0,3512,42876.835258
66.0,5187,42945.512489
44.0,4613,43033.963087
52.0,4856,43092.768847
45.0,4411,43148.440799
70.0,5181,43242.552742
72.0,5505,43318.001056
74.0,6009,43427.98472
50.0,5403,43494.31032
44.0,4424,43557.089286
40.0,3708,43614.49346
45.0,3065,43649.024688
65.0,5029,43712.17686
44.0,3449,43768.029925
86.0,7121,43852.589662
36.0,3507,43914.389127
61.0,4431,43970.137235
51.0,4457,44033.085383
40.0,3858,44098.188689
45.0,4536,44159.985707
72.0,6376,44243.149226
71.0,5612,44341.690091
89.0,5229,44409.865559
32.0,2552,44443.534813
50.0,4210,44518.018321
74.0,5444,44589.000892
60.0,5071,44676.164016
67.0,6252,44760.751178
30.0,3542,44805.905246
42.0,3793,44876.36798
78.0,5481,44949.876788
45.0,4543,45007.529161
64.0,5201,45088.693749
39.0,3878,45134.634644
91.0,6832,45234.261525
56.0,5209,45303.979047
76.0,5892,45403.195873
44.0,4651,45456.012737
61.0,4656,45508.372174
45.0,5145,45581.041556
53.0,4588,45630.739248
48.0,4996,45693.527182
41.0,3693,45752.710616
44.0,4436,45814.843253
72.0,5064,45891.803907
42.0,3500,45944.524472
79.0,6748,46031.064715
51.0,4353,46110.036224
78.0,4709,46171.05894
64.0,4828,46232.400516
54.0,4179,46296.147758
49.0,3662,46336.536074
24.0,2213,46359.889682
51.0,4802,46428.483512
89.0,6678,46503.056362
89.0,4758,46554.934424
51.0,4315,46623.012401
32.0,4238,46668.894705
91.0,6558,46757.299441
46.0,3513,46798.083286
42.0,4968,46868.979629
54.0,3545,46932.028336
84.0,5137,46989.923528
49.0,3841,47035.2021
56.0,4423,47103.735032
45.0,5116,47160.668203
64.0,5155,47217.599875
43.0,4612,47289.184657
48.0,4832,47341.389574
111.0,6102,47439.435363
52.0,4621,47507.541765
94.0,5673,47610.201171
54.0,3854,47653.794969
66.0,3696,47695.449843
